"","ID","N","distribution","mean","sd","df"
"1932",1932,20,"Normal",0,1.4142135623731,NA
"1933",1933,20,"T",0,1.4142135623731,4
"1934",1934,20,"Exponential",1.4142135623731,1.4142135623731,NA
"1935",1935,20,"Log-Normal",2.71828182845905,1.4142135623731,NA
"1936",1936,20,"Chi-Squared",4,2.82842712474619,4
"1937",1937,20,"Normal",0,1.29099444873581,NA
"1938",1938,20,"Normal",0,1.29099444873581,NA
"1939",1939,20,"Normal",0,1.29099444873581,NA
"1940",1940,20,"Normal",0,1.29099444873581,NA
"1941",1941,20,"T",0,1.29099444873581,5
"1942",1942,20,"Exponential",1.29099444873581,1.29099444873581,NA
"1943",1943,20,"Log-Normal",2.30097589089283,1.29099444873581,NA
"1944",1944,20,"Chi-Squared",5,3.16227766016838,5
"1945",1945,20,"Normal",0,1.22474487139159,NA
"1946",1946,20,"Normal",0,1.22474487139159,NA
"1947",1947,20,"Normal",0,1.22474487139159,NA
"1948",1948,20,"Normal",0,1.22474487139159,NA
"1949",1949,20,"T",0,1.22474487139159,6
"1950",1950,20,"Exponential",1.22474487139159,1.22474487139159,NA
"1951",1951,20,"Log-Normal",2.11700001661267,1.22474487139159,NA
"1952",1952,20,"Chi-Squared",6,3.46410161513775,6
"1953",1953,20,"Normal",0,1.18321595661992,NA
"1954",1954,20,"Normal",0,1.18321595661992,NA
"1955",1955,20,"Normal",0,1.18321595661992,NA
"1956",1956,20,"Normal",0,1.18321595661992,NA
"1957",1957,20,"T",0,1.18321595661992,7
"1958",1958,20,"Exponential",1.18321595661992,1.18321595661992,NA
"1959",1959,20,"Log-Normal",2.01375270747048,1.18321595661992,NA
"1960",1960,20,"Chi-Squared",7,3.74165738677394,7
"1961",1961,30,"Normal",0,1.73205080756888,NA
"1962",1962,30,"Normal",0,1.73205080756888,NA
"1963",1963,30,"Normal",0,1.73205080756888,NA
"1964",1964,30,"Normal",0,1.73205080756888,NA
"1965",1965,30,"T",0,1.73205080756888,3
"1966",1966,30,"Exponential",1.73205080756888,1.73205080756888,NA
"1967",1967,30,"Log-Normal",4.48168907033806,1.73205080756888,NA
"1968",1968,30,"Chi-Squared",3,2.44948974278318,3
"1969",1969,30,"Normal",0,1.4142135623731,NA
"1970",1970,30,"Normal",0,1.4142135623731,NA
"1971",1971,30,"Normal",0,1.4142135623731,NA
"1972",1972,30,"Normal",0,1.4142135623731,NA
"1973",1973,30,"T",0,1.4142135623731,4
"1974",1974,30,"Exponential",1.4142135623731,1.4142135623731,NA
"1975",1975,30,"Log-Normal",2.71828182845905,1.4142135623731,NA
"1976",1976,30,"Chi-Squared",4,2.82842712474619,4
"1977",1977,30,"Normal",0,1.29099444873581,NA
"1978",1978,30,"Normal",0,1.29099444873581,NA
"1979",1979,30,"Normal",0,1.29099444873581,NA
"1980",1980,30,"Normal",0,1.29099444873581,NA
"1981",1981,30,"T",0,1.29099444873581,5
"1982",1982,30,"Exponential",1.29099444873581,1.29099444873581,NA
"1983",1983,30,"Log-Normal",2.30097589089283,1.29099444873581,NA
"1984",1984,30,"Chi-Squared",5,3.16227766016838,5
"1985",1985,30,"Normal",0,1.22474487139159,NA
"1986",1986,30,"Normal",0,1.22474487139159,NA
"1987",1987,30,"Normal",0,1.22474487139159,NA
"1988",1988,30,"Normal",0,1.22474487139159,NA
"1989",1989,30,"T",0,1.22474487139159,6
"1990",1990,30,"Exponential",1.22474487139159,1.22474487139159,NA
"1991",1991,30,"Log-Normal",2.11700001661267,1.22474487139159,NA
"1992",1992,30,"Chi-Squared",6,3.46410161513775,6
"1993",1993,30,"Normal",0,1.18321595661992,NA
"1994",1994,30,"Normal",0,1.18321595661992,NA
"1995",1995,30,"Normal",0,1.18321595661992,NA
"1996",1996,30,"Normal",0,1.18321595661992,NA
"1997",1997,30,"T",0,1.18321595661992,7
"1998",1998,30,"Exponential",1.18321595661992,1.18321595661992,NA
"1999",1999,30,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2000",2000,30,"Chi-Squared",7,3.74165738677394,7
"2001",2001,40,"Normal",0,1.73205080756888,NA
"2002",2002,40,"Normal",0,1.73205080756888,NA
"2003",2003,40,"Normal",0,1.73205080756888,NA
"2004",2004,40,"Normal",0,1.73205080756888,NA
"2005",2005,40,"T",0,1.73205080756888,3
"2006",2006,40,"Exponential",1.73205080756888,1.73205080756888,NA
"2007",2007,40,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2008",2008,40,"Chi-Squared",3,2.44948974278318,3
"2009",2009,40,"Normal",0,1.4142135623731,NA
"2010",2010,40,"Normal",0,1.4142135623731,NA
"2011",2011,40,"Normal",0,1.4142135623731,NA
"2012",2012,40,"Normal",0,1.4142135623731,NA
"2013",2013,40,"T",0,1.4142135623731,4
"2014",2014,40,"Exponential",1.4142135623731,1.4142135623731,NA
"2015",2015,40,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2016",2016,40,"Chi-Squared",4,2.82842712474619,4
"2017",2017,40,"Normal",0,1.29099444873581,NA
"2018",2018,40,"Normal",0,1.29099444873581,NA
"2019",2019,40,"Normal",0,1.29099444873581,NA
"2020",2020,40,"Normal",0,1.29099444873581,NA
"2021",2021,40,"T",0,1.29099444873581,5
"2022",2022,40,"Exponential",1.29099444873581,1.29099444873581,NA
"2023",2023,40,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2024",2024,40,"Chi-Squared",5,3.16227766016838,5
"2025",2025,40,"Normal",0,1.22474487139159,NA
"2026",2026,40,"Normal",0,1.22474487139159,NA
"2027",2027,40,"Normal",0,1.22474487139159,NA
"2028",2028,40,"Normal",0,1.22474487139159,NA
"2029",2029,40,"T",0,1.22474487139159,6
"2030",2030,40,"Exponential",1.22474487139159,1.22474487139159,NA
"2031",2031,40,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2032",2032,40,"Chi-Squared",6,3.46410161513775,6
"2033",2033,40,"Normal",0,1.18321595661992,NA
"2034",2034,40,"Normal",0,1.18321595661992,NA
"2035",2035,40,"Normal",0,1.18321595661992,NA
"2036",2036,40,"Normal",0,1.18321595661992,NA
"2037",2037,40,"T",0,1.18321595661992,7
"2038",2038,40,"Exponential",1.18321595661992,1.18321595661992,NA
"2039",2039,40,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2040",2040,40,"Chi-Squared",7,3.74165738677394,7
"2041",2041,50,"Normal",0,1.73205080756888,NA
"2042",2042,50,"Normal",0,1.73205080756888,NA
"2043",2043,50,"Normal",0,1.73205080756888,NA
"2044",2044,50,"Normal",0,1.73205080756888,NA
"2045",2045,50,"T",0,1.73205080756888,3
"2046",2046,50,"Exponential",1.73205080756888,1.73205080756888,NA
"2047",2047,50,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2048",2048,50,"Chi-Squared",3,2.44948974278318,3
"2049",2049,50,"Normal",0,1.4142135623731,NA
"2050",2050,50,"Normal",0,1.4142135623731,NA
"2051",2051,50,"Normal",0,1.4142135623731,NA
"2052",2052,50,"Normal",0,1.4142135623731,NA
"2053",2053,50,"T",0,1.4142135623731,4
"2054",2054,50,"Exponential",1.4142135623731,1.4142135623731,NA
"2055",2055,50,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2056",2056,50,"Chi-Squared",4,2.82842712474619,4
"2057",2057,50,"Normal",0,1.29099444873581,NA
"2058",2058,50,"Normal",0,1.29099444873581,NA
"2059",2059,50,"Normal",0,1.29099444873581,NA
"2060",2060,50,"Normal",0,1.29099444873581,NA
"2061",2061,50,"T",0,1.29099444873581,5
"2062",2062,50,"Exponential",1.29099444873581,1.29099444873581,NA
"2063",2063,50,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2064",2064,50,"Chi-Squared",5,3.16227766016838,5
"2065",2065,50,"Normal",0,1.22474487139159,NA
"2066",2066,50,"Normal",0,1.22474487139159,NA
"2067",2067,50,"Normal",0,1.22474487139159,NA
"2068",2068,50,"Normal",0,1.22474487139159,NA
"2069",2069,50,"T",0,1.22474487139159,6
"2070",2070,50,"Exponential",1.22474487139159,1.22474487139159,NA
"2071",2071,50,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2072",2072,50,"Chi-Squared",6,3.46410161513775,6
"2073",2073,50,"Normal",0,1.18321595661992,NA
"2074",2074,50,"Normal",0,1.18321595661992,NA
"2075",2075,50,"Normal",0,1.18321595661992,NA
"2076",2076,50,"Normal",0,1.18321595661992,NA
"2077",2077,50,"T",0,1.18321595661992,7
"2078",2078,50,"Exponential",1.18321595661992,1.18321595661992,NA
"2079",2079,50,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2080",2080,50,"Chi-Squared",7,3.74165738677394,7
"2081",2081,20,"Normal",0,1.73205080756888,NA
"2082",2082,20,"Normal",0,1.73205080756888,NA
"2083",2083,20,"Normal",0,1.73205080756888,NA
"2084",2084,20,"Normal",0,1.73205080756888,NA
"2085",2085,20,"T",0,1.73205080756888,3
"2086",2086,20,"Exponential",1.73205080756888,1.73205080756888,NA
"2087",2087,20,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2088",2088,20,"Chi-Squared",3,2.44948974278318,3
"2089",2089,20,"Normal",0,1.4142135623731,NA
"2090",2090,20,"Normal",0,1.4142135623731,NA
"2091",2091,20,"Normal",0,1.4142135623731,NA
"2092",2092,20,"Normal",0,1.4142135623731,NA
"2093",2093,20,"T",0,1.4142135623731,4
"2094",2094,20,"Exponential",1.4142135623731,1.4142135623731,NA
"2095",2095,20,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2096",2096,20,"Chi-Squared",4,2.82842712474619,4
"2097",2097,20,"Normal",0,1.29099444873581,NA
"2098",2098,20,"Normal",0,1.29099444873581,NA
"2099",2099,20,"Normal",0,1.29099444873581,NA
"2100",2100,20,"Normal",0,1.29099444873581,NA
"2101",2101,20,"T",0,1.29099444873581,5
"2102",2102,20,"Exponential",1.29099444873581,1.29099444873581,NA
"2103",2103,20,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2104",2104,20,"Chi-Squared",5,3.16227766016838,5
"2105",2105,20,"Normal",0,1.22474487139159,NA
"2106",2106,20,"Normal",0,1.22474487139159,NA
"2107",2107,20,"Normal",0,1.22474487139159,NA
"2108",2108,20,"Normal",0,1.22474487139159,NA
"2109",2109,20,"T",0,1.22474487139159,6
"2110",2110,20,"Exponential",1.22474487139159,1.22474487139159,NA
"2111",2111,20,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2112",2112,20,"Chi-Squared",6,3.46410161513775,6
"2113",2113,20,"Normal",0,1.18321595661992,NA
"2114",2114,20,"Normal",0,1.18321595661992,NA
"2115",2115,20,"Normal",0,1.18321595661992,NA
"2116",2116,20,"Normal",0,1.18321595661992,NA
"2117",2117,20,"T",0,1.18321595661992,7
"2118",2118,20,"Exponential",1.18321595661992,1.18321595661992,NA
"2119",2119,20,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2120",2120,20,"Chi-Squared",7,3.74165738677394,7
"2121",2121,30,"Normal",0,1.73205080756888,NA
"2122",2122,30,"Normal",0,1.73205080756888,NA
"2123",2123,30,"Normal",0,1.73205080756888,NA
"2124",2124,30,"Normal",0,1.73205080756888,NA
"2125",2125,30,"T",0,1.73205080756888,3
"2126",2126,30,"Exponential",1.73205080756888,1.73205080756888,NA
"2127",2127,30,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2128",2128,30,"Chi-Squared",3,2.44948974278318,3
"2129",2129,30,"Normal",0,1.4142135623731,NA
"2130",2130,30,"Normal",0,1.4142135623731,NA
"2131",2131,30,"Normal",0,1.4142135623731,NA
"2132",2132,30,"Normal",0,1.4142135623731,NA
"2133",2133,30,"T",0,1.4142135623731,4
"2134",2134,30,"Exponential",1.4142135623731,1.4142135623731,NA
"2135",2135,30,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2136",2136,30,"Chi-Squared",4,2.82842712474619,4
"2137",2137,30,"Normal",0,1.29099444873581,NA
"2138",2138,30,"Normal",0,1.29099444873581,NA
"2139",2139,30,"Normal",0,1.29099444873581,NA
"2140",2140,30,"Normal",0,1.29099444873581,NA
"2141",2141,30,"T",0,1.29099444873581,5
"2142",2142,30,"Exponential",1.29099444873581,1.29099444873581,NA
"2143",2143,30,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2144",2144,30,"Chi-Squared",5,3.16227766016838,5
"2145",2145,30,"Normal",0,1.22474487139159,NA
"2146",2146,30,"Normal",0,1.22474487139159,NA
"2147",2147,30,"Normal",0,1.22474487139159,NA
"2148",2148,30,"Normal",0,1.22474487139159,NA
"2149",2149,30,"T",0,1.22474487139159,6
"2150",2150,30,"Exponential",1.22474487139159,1.22474487139159,NA
"2151",2151,30,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2152",2152,30,"Chi-Squared",6,3.46410161513775,6
"2153",2153,30,"Normal",0,1.18321595661992,NA
"2154",2154,30,"Normal",0,1.18321595661992,NA
"2155",2155,30,"Normal",0,1.18321595661992,NA
"2156",2156,30,"Normal",0,1.18321595661992,NA
"2157",2157,30,"T",0,1.18321595661992,7
"2158",2158,30,"Exponential",1.18321595661992,1.18321595661992,NA
"2159",2159,30,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2160",2160,30,"Chi-Squared",7,3.74165738677394,7
"2161",2161,40,"Normal",0,1.73205080756888,NA
"2162",2162,40,"Normal",0,1.73205080756888,NA
"2163",2163,40,"Normal",0,1.73205080756888,NA
"2164",2164,40,"Normal",0,1.73205080756888,NA
"2165",2165,40,"T",0,1.73205080756888,3
"2166",2166,40,"Exponential",1.73205080756888,1.73205080756888,NA
"2167",2167,40,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2168",2168,40,"Chi-Squared",3,2.44948974278318,3
"2169",2169,40,"Normal",0,1.4142135623731,NA
"2170",2170,40,"Normal",0,1.4142135623731,NA
"2171",2171,40,"Normal",0,1.4142135623731,NA
"2172",2172,40,"Normal",0,1.4142135623731,NA
"2173",2173,40,"T",0,1.4142135623731,4
"2174",2174,40,"Exponential",1.4142135623731,1.4142135623731,NA
"2175",2175,40,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2176",2176,40,"Chi-Squared",4,2.82842712474619,4
"2177",2177,40,"Normal",0,1.29099444873581,NA
"2178",2178,40,"Normal",0,1.29099444873581,NA
"2179",2179,40,"Normal",0,1.29099444873581,NA
"2180",2180,40,"Normal",0,1.29099444873581,NA
"2181",2181,40,"T",0,1.29099444873581,5
"2182",2182,40,"Exponential",1.29099444873581,1.29099444873581,NA
"2183",2183,40,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2184",2184,40,"Chi-Squared",5,3.16227766016838,5
"2185",2185,40,"Normal",0,1.22474487139159,NA
"2186",2186,40,"Normal",0,1.22474487139159,NA
"2187",2187,40,"Normal",0,1.22474487139159,NA
"2188",2188,40,"Normal",0,1.22474487139159,NA
"2189",2189,40,"T",0,1.22474487139159,6
"2190",2190,40,"Exponential",1.22474487139159,1.22474487139159,NA
"2191",2191,40,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2192",2192,40,"Chi-Squared",6,3.46410161513775,6
"2193",2193,40,"Normal",0,1.18321595661992,NA
"2194",2194,40,"Normal",0,1.18321595661992,NA
"2195",2195,40,"Normal",0,1.18321595661992,NA
"2196",2196,40,"Normal",0,1.18321595661992,NA
"2197",2197,40,"T",0,1.18321595661992,7
"2198",2198,40,"Exponential",1.18321595661992,1.18321595661992,NA
"2199",2199,40,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2200",2200,40,"Chi-Squared",7,3.74165738677394,7
"2201",2201,50,"Normal",0,1.73205080756888,NA
"2202",2202,50,"Normal",0,1.73205080756888,NA
"2203",2203,50,"Normal",0,1.73205080756888,NA
"2204",2204,50,"Normal",0,1.73205080756888,NA
"2205",2205,50,"T",0,1.73205080756888,3
"2206",2206,50,"Exponential",1.73205080756888,1.73205080756888,NA
"2207",2207,50,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2208",2208,50,"Chi-Squared",3,2.44948974278318,3
"2209",2209,50,"Normal",0,1.4142135623731,NA
"2210",2210,50,"Normal",0,1.4142135623731,NA
"2211",2211,50,"Normal",0,1.4142135623731,NA
"2212",2212,50,"Normal",0,1.4142135623731,NA
"2213",2213,50,"T",0,1.4142135623731,4
"2214",2214,50,"Exponential",1.4142135623731,1.4142135623731,NA
"2215",2215,50,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2216",2216,50,"Chi-Squared",4,2.82842712474619,4
"2217",2217,50,"Normal",0,1.29099444873581,NA
"2218",2218,50,"Normal",0,1.29099444873581,NA
"2219",2219,50,"Normal",0,1.29099444873581,NA
"2220",2220,50,"Normal",0,1.29099444873581,NA
"2221",2221,50,"T",0,1.29099444873581,5
"2222",2222,50,"Exponential",1.29099444873581,1.29099444873581,NA
"2223",2223,50,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2224",2224,50,"Chi-Squared",5,3.16227766016838,5
"2225",2225,50,"Normal",0,1.22474487139159,NA
"2226",2226,50,"Normal",0,1.22474487139159,NA
"2227",2227,50,"Normal",0,1.22474487139159,NA
"2228",2228,50,"Normal",0,1.22474487139159,NA
"2229",2229,50,"T",0,1.22474487139159,6
"2230",2230,50,"Exponential",1.22474487139159,1.22474487139159,NA
"2231",2231,50,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2232",2232,50,"Chi-Squared",6,3.46410161513775,6
"2233",2233,50,"Normal",0,1.18321595661992,NA
"2234",2234,50,"Normal",0,1.18321595661992,NA
"2235",2235,50,"Normal",0,1.18321595661992,NA
"2236",2236,50,"Normal",0,1.18321595661992,NA
"2237",2237,50,"T",0,1.18321595661992,7
"2238",2238,50,"Exponential",1.18321595661992,1.18321595661992,NA
"2239",2239,50,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2240",2240,50,"Chi-Squared",7,3.74165738677394,7
"2241",2241,20,"Normal",0,1.73205080756888,NA
"2242",2242,20,"Normal",0,1.73205080756888,NA
"2243",2243,20,"Normal",0,1.73205080756888,NA
"2244",2244,20,"Normal",0,1.73205080756888,NA
"2245",2245,20,"T",0,1.73205080756888,3
"2246",2246,20,"Exponential",1.73205080756888,1.73205080756888,NA
"2247",2247,20,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2248",2248,20,"Chi-Squared",3,2.44948974278318,3
"2249",2249,20,"Normal",0,1.4142135623731,NA
"2250",2250,20,"Normal",0,1.4142135623731,NA
"2251",2251,20,"Normal",0,1.4142135623731,NA
"2252",2252,20,"Normal",0,1.4142135623731,NA
"2253",2253,20,"T",0,1.4142135623731,4
"2254",2254,20,"Exponential",1.4142135623731,1.4142135623731,NA
"2255",2255,20,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2256",2256,20,"Chi-Squared",4,2.82842712474619,4
"2257",2257,20,"Normal",0,1.29099444873581,NA
"2258",2258,20,"Normal",0,1.29099444873581,NA
"2259",2259,20,"Normal",0,1.29099444873581,NA
"2260",2260,20,"Normal",0,1.29099444873581,NA
"2261",2261,20,"T",0,1.29099444873581,5
"2262",2262,20,"Exponential",1.29099444873581,1.29099444873581,NA
"2263",2263,20,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2264",2264,20,"Chi-Squared",5,3.16227766016838,5
"2265",2265,20,"Normal",0,1.22474487139159,NA
"2266",2266,20,"Normal",0,1.22474487139159,NA
"2267",2267,20,"Normal",0,1.22474487139159,NA
"2268",2268,20,"Normal",0,1.22474487139159,NA
"2269",2269,20,"T",0,1.22474487139159,6
"2270",2270,20,"Exponential",1.22474487139159,1.22474487139159,NA
"2271",2271,20,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2272",2272,20,"Chi-Squared",6,3.46410161513775,6
"2273",2273,20,"Normal",0,1.18321595661992,NA
"2274",2274,20,"Normal",0,1.18321595661992,NA
"2275",2275,20,"Normal",0,1.18321595661992,NA
"2276",2276,20,"Normal",0,1.18321595661992,NA
"2277",2277,20,"T",0,1.18321595661992,7
"2278",2278,20,"Exponential",1.18321595661992,1.18321595661992,NA
"2279",2279,20,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2280",2280,20,"Chi-Squared",7,3.74165738677394,7
"2281",2281,30,"Normal",0,1.73205080756888,NA
"2282",2282,30,"Normal",0,1.73205080756888,NA
"2283",2283,30,"Normal",0,1.73205080756888,NA
"2284",2284,30,"Normal",0,1.73205080756888,NA
"2285",2285,30,"T",0,1.73205080756888,3
"2286",2286,30,"Exponential",1.73205080756888,1.73205080756888,NA
"2287",2287,30,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2288",2288,30,"Chi-Squared",3,2.44948974278318,3
"2289",2289,30,"Normal",0,1.4142135623731,NA
"2290",2290,30,"Normal",0,1.4142135623731,NA
"2291",2291,30,"Normal",0,1.4142135623731,NA
"2292",2292,30,"Normal",0,1.4142135623731,NA
"2293",2293,30,"T",0,1.4142135623731,4
"2294",2294,30,"Exponential",1.4142135623731,1.4142135623731,NA
"2295",2295,30,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2296",2296,30,"Chi-Squared",4,2.82842712474619,4
"2297",2297,30,"Normal",0,1.29099444873581,NA
"2298",2298,30,"Normal",0,1.29099444873581,NA
"2299",2299,30,"Normal",0,1.29099444873581,NA
"2300",2300,30,"Normal",0,1.29099444873581,NA
"2301",2301,30,"T",0,1.29099444873581,5
"2302",2302,30,"Exponential",1.29099444873581,1.29099444873581,NA
"2303",2303,30,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2304",2304,30,"Chi-Squared",5,3.16227766016838,5
"2305",2305,30,"Normal",0,1.22474487139159,NA
"2306",2306,30,"Normal",0,1.22474487139159,NA
"2307",2307,30,"Normal",0,1.22474487139159,NA
"2308",2308,30,"Normal",0,1.22474487139159,NA
"2309",2309,30,"T",0,1.22474487139159,6
"2310",2310,30,"Exponential",1.22474487139159,1.22474487139159,NA
"2311",2311,30,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2312",2312,30,"Chi-Squared",6,3.46410161513775,6
"2313",2313,30,"Normal",0,1.18321595661992,NA
"2314",2314,30,"Normal",0,1.18321595661992,NA
"2315",2315,30,"Normal",0,1.18321595661992,NA
"2316",2316,30,"Normal",0,1.18321595661992,NA
"2317",2317,30,"T",0,1.18321595661992,7
"2318",2318,30,"Exponential",1.18321595661992,1.18321595661992,NA
"2319",2319,30,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2320",2320,30,"Chi-Squared",7,3.74165738677394,7
"2321",2321,40,"Normal",0,1.73205080756888,NA
"2322",2322,40,"Normal",0,1.73205080756888,NA
"2323",2323,40,"Normal",0,1.73205080756888,NA
"2324",2324,40,"Normal",0,1.73205080756888,NA
"2325",2325,40,"T",0,1.73205080756888,3
"2326",2326,40,"Exponential",1.73205080756888,1.73205080756888,NA
"2327",2327,40,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2328",2328,40,"Chi-Squared",3,2.44948974278318,3
"2329",2329,40,"Normal",0,1.4142135623731,NA
"2330",2330,40,"Normal",0,1.4142135623731,NA
"2331",2331,40,"Normal",0,1.4142135623731,NA
"2332",2332,40,"Normal",0,1.4142135623731,NA
"2333",2333,40,"T",0,1.4142135623731,4
"2334",2334,40,"Exponential",1.4142135623731,1.4142135623731,NA
"2335",2335,40,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2336",2336,40,"Chi-Squared",4,2.82842712474619,4
"2337",2337,40,"Normal",0,1.29099444873581,NA
"2338",2338,40,"Normal",0,1.29099444873581,NA
"2339",2339,40,"Normal",0,1.29099444873581,NA
"2340",2340,40,"Normal",0,1.29099444873581,NA
"2341",2341,40,"T",0,1.29099444873581,5
"2342",2342,40,"Exponential",1.29099444873581,1.29099444873581,NA
"2343",2343,40,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2344",2344,40,"Chi-Squared",5,3.16227766016838,5
"2345",2345,40,"Normal",0,1.22474487139159,NA
"2346",2346,40,"Normal",0,1.22474487139159,NA
"2347",2347,40,"Normal",0,1.22474487139159,NA
"2348",2348,40,"Normal",0,1.22474487139159,NA
"2349",2349,40,"T",0,1.22474487139159,6
"2350",2350,40,"Exponential",1.22474487139159,1.22474487139159,NA
"2351",2351,40,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2352",2352,40,"Chi-Squared",6,3.46410161513775,6
"2353",2353,40,"Normal",0,1.18321595661992,NA
"2354",2354,40,"Normal",0,1.18321595661992,NA
"2355",2355,40,"Normal",0,1.18321595661992,NA
"2356",2356,40,"Normal",0,1.18321595661992,NA
"2357",2357,40,"T",0,1.18321595661992,7
"2358",2358,40,"Exponential",1.18321595661992,1.18321595661992,NA
"2359",2359,40,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2360",2360,40,"Chi-Squared",7,3.74165738677394,7
"2361",2361,50,"Normal",0,1.73205080756888,NA
"2362",2362,50,"Normal",0,1.73205080756888,NA
"2363",2363,50,"Normal",0,1.73205080756888,NA
"2364",2364,50,"Normal",0,1.73205080756888,NA
"2365",2365,50,"T",0,1.73205080756888,3
"2366",2366,50,"Exponential",1.73205080756888,1.73205080756888,NA
"2367",2367,50,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2368",2368,50,"Chi-Squared",3,2.44948974278318,3
"2369",2369,50,"Normal",0,1.4142135623731,NA
"2370",2370,50,"Normal",0,1.4142135623731,NA
"2371",2371,50,"Normal",0,1.4142135623731,NA
"2372",2372,50,"Normal",0,1.4142135623731,NA
"2373",2373,50,"T",0,1.4142135623731,4
"2374",2374,50,"Exponential",1.4142135623731,1.4142135623731,NA
"2375",2375,50,"Log-Normal",2.71828182845905,1.4142135623731,NA
"2376",2376,50,"Chi-Squared",4,2.82842712474619,4
"2377",2377,50,"Normal",0,1.29099444873581,NA
"2378",2378,50,"Normal",0,1.29099444873581,NA
"2379",2379,50,"Normal",0,1.29099444873581,NA
"2380",2380,50,"Normal",0,1.29099444873581,NA
"2381",2381,50,"T",0,1.29099444873581,5
"2382",2382,50,"Exponential",1.29099444873581,1.29099444873581,NA
"2383",2383,50,"Log-Normal",2.30097589089283,1.29099444873581,NA
"2384",2384,50,"Chi-Squared",5,3.16227766016838,5
"2385",2385,50,"Normal",0,1.22474487139159,NA
"2386",2386,50,"Normal",0,1.22474487139159,NA
"2387",2387,50,"Normal",0,1.22474487139159,NA
"2388",2388,50,"Normal",0,1.22474487139159,NA
"2389",2389,50,"T",0,1.22474487139159,6
"2390",2390,50,"Exponential",1.22474487139159,1.22474487139159,NA
"2391",2391,50,"Log-Normal",2.11700001661267,1.22474487139159,NA
"2392",2392,50,"Chi-Squared",6,3.46410161513775,6
"2393",2393,50,"Normal",0,1.18321595661992,NA
"2394",2394,50,"Normal",0,1.18321595661992,NA
"2395",2395,50,"Normal",0,1.18321595661992,NA
"2396",2396,50,"Normal",0,1.18321595661992,NA
"2397",2397,50,"T",0,1.18321595661992,7
"2398",2398,50,"Exponential",1.18321595661992,1.18321595661992,NA
"2399",2399,50,"Log-Normal",2.01375270747048,1.18321595661992,NA
"2400",2400,50,"Chi-Squared",7,3.74165738677394,7
"2401",2401,20,"Normal",0,1.73205080756888,NA
"2402",2402,20,"Normal",0,1.73205080756888,NA
"2403",2403,20,"Normal",0,1.73205080756888,NA
"2404",2404,20,"Normal",0,1.73205080756888,NA
"2405",2405,20,"T",0,1.73205080756888,3
"2406",2406,20,"Exponential",1.73205080756888,1.73205080756888,NA
"2407",2407,20,"Log-Normal",4.48168907033806,1.73205080756888,NA
"2408",2408,20,"Chi-Squared",3,2.44948974278318,3
"2409",2409,20,"Normal",0,1.4142135623731,NA
"2410",2410,20,"Normal",0,1.4142135623731,NA
"2411",2411,20,"Normal",0,1.4142135623731,NA
"2412",2412,20,"Normal",0,1.4142135623731,NA
"2413",2413,20,"T",0,1.4142135623731,4
