"","ID","Rate","N","SD","signal"
"979",979,1.5,300,12,1
"980",980,2,300,12,1
"981",981,0.5,400,1,1
"982",982,0.75,400,1,1
"983",983,1,400,1,1
"984",984,1.5,400,1,1
"985",985,2,400,1,1
"986",986,0.5,400,2,1
"987",987,0.75,400,2,1
"988",988,1,400,2,1
"989",989,1.5,400,2,1
"990",990,2,400,2,1
"991",991,0.5,400,3,1
"992",992,0.75,400,3,1
"993",993,1,400,3,1
"994",994,1.5,400,3,1
"995",995,2,400,3,1
"996",996,0.5,400,4,1
"997",997,0.75,400,4,1
"998",998,1,400,4,1
"999",999,1.5,400,4,1
"1000",1000,2,400,4,1
"1001",1001,0.5,400,6,1
"1002",1002,0.75,400,6,1
"1003",1003,1,400,6,1
"1004",1004,1.5,400,6,1
"1005",1005,2,400,6,1
"1006",1006,0.5,400,8,1
"1007",1007,0.75,400,8,1
"1008",1008,1,400,8,1
"1009",1009,1.5,400,8,1
"1010",1010,2,400,8,1
"1011",1011,0.5,400,12,1
"1012",1012,0.75,400,12,1
"1013",1013,1,400,12,1
"1014",1014,1.5,400,12,1
"1015",1015,2,400,12,1
"1016",1016,0.5,500,1,1
"1017",1017,0.75,500,1,1
"1018",1018,1,500,1,1
"1019",1019,1.5,500,1,1
"1020",1020,2,500,1,1
"1021",1021,0.5,500,2,1
"1022",1022,0.75,500,2,1
"1023",1023,1,500,2,1
"1024",1024,1.5,500,2,1
"1025",1025,2,500,2,1
"1026",1026,0.5,500,3,1
"1027",1027,0.75,500,3,1
"1028",1028,1,500,3,1
"1029",1029,1.5,500,3,1
"1030",1030,2,500,3,1
"1031",1031,0.5,500,4,1
"1032",1032,0.75,500,4,1
"1033",1033,1,500,4,1
"1034",1034,1.5,500,4,1
"1035",1035,2,500,4,1
"1036",1036,0.5,500,6,1
"1037",1037,0.75,500,6,1
"1038",1038,1,500,6,1
"1039",1039,1.5,500,6,1
"1040",1040,2,500,6,1
"1041",1041,0.5,500,8,1
"1042",1042,0.75,500,8,1
"1043",1043,1,500,8,1
"1044",1044,1.5,500,8,1
"1045",1045,2,500,8,1
"1046",1046,0.5,500,12,1
"1047",1047,0.75,500,12,1
"1048",1048,1,500,12,1
"1049",1049,1.5,500,12,1
"1050",1050,2,500,12,1
"1051",1051,0.5,100,1,1
"1052",1052,0.75,100,1,1
"1053",1053,1,100,1,1
"1054",1054,1.5,100,1,1
"1055",1055,2,100,1,1
"1056",1056,0.5,100,2,1
"1057",1057,0.75,100,2,1
"1058",1058,1,100,2,1
"1059",1059,1.5,100,2,1
"1060",1060,2,100,2,1
"1061",1061,0.5,100,3,1
"1062",1062,0.75,100,3,1
"1063",1063,1,100,3,1
"1064",1064,1.5,100,3,1
"1065",1065,2,100,3,1
"1066",1066,0.5,100,4,1
"1067",1067,0.75,100,4,1
"1068",1068,1,100,4,1
"1069",1069,1.5,100,4,1
"1070",1070,2,100,4,1
"1071",1071,0.5,100,6,1
"1072",1072,0.75,100,6,1
"1073",1073,1,100,6,1
"1074",1074,1.5,100,6,1
"1075",1075,2,100,6,1
"1076",1076,0.5,100,8,1
"1077",1077,0.75,100,8,1
"1078",1078,1,100,8,1
"1079",1079,1.5,100,8,1
"1080",1080,2,100,8,1
"1081",1081,0.5,100,12,1
"1082",1082,0.75,100,12,1
"1083",1083,1,100,12,1
"1084",1084,1.5,100,12,1
"1085",1085,2,100,12,1
"1086",1086,0.5,200,1,1
"1087",1087,0.75,200,1,1
"1088",1088,1,200,1,1
"1089",1089,1.5,200,1,1
"1090",1090,2,200,1,1
"1091",1091,0.5,200,2,1
"1092",1092,0.75,200,2,1
"1093",1093,1,200,2,1
"1094",1094,1.5,200,2,1
"1095",1095,2,200,2,1
"1096",1096,0.5,200,3,1
"1097",1097,0.75,200,3,1
"1098",1098,1,200,3,1
"1099",1099,1.5,200,3,1
"1100",1100,2,200,3,1
"1101",1101,0.5,200,4,1
"1102",1102,0.75,200,4,1
"1103",1103,1,200,4,1
"1104",1104,1.5,200,4,1
"1105",1105,2,200,4,1
"1106",1106,0.5,200,6,1
"1107",1107,0.75,200,6,1
"1108",1108,1,200,6,1
"1109",1109,1.5,200,6,1
"1110",1110,2,200,6,1
"1111",1111,0.5,200,8,1
"1112",1112,0.75,200,8,1
"1113",1113,1,200,8,1
"1114",1114,1.5,200,8,1
"1115",1115,2,200,8,1
"1116",1116,0.5,200,12,1
"1117",1117,0.75,200,12,1
"1118",1118,1,200,12,1
"1119",1119,1.5,200,12,1
"1120",1120,2,200,12,1
"1121",1121,0.5,300,1,1
"1122",1122,0.75,300,1,1
"1123",1123,1,300,1,1
"1124",1124,1.5,300,1,1
"1125",1125,2,300,1,1
"1126",1126,0.5,300,2,1
"1127",1127,0.75,300,2,1
"1128",1128,1,300,2,1
"1129",1129,1.5,300,2,1
"1130",1130,2,300,2,1
"1131",1131,0.5,300,3,1
"1132",1132,0.75,300,3,1
"1133",1133,1,300,3,1
"1134",1134,1.5,300,3,1
"1135",1135,2,300,3,1
"1136",1136,0.5,300,4,1
"1137",1137,0.75,300,4,1
"1138",1138,1,300,4,1
"1139",1139,1.5,300,4,1
"1140",1140,2,300,4,1
"1141",1141,0.5,300,6,1
"1142",1142,0.75,300,6,1
"1143",1143,1,300,6,1
"1144",1144,1.5,300,6,1
"1145",1145,2,300,6,1
"1146",1146,0.5,300,8,1
"1147",1147,0.75,300,8,1
"1148",1148,1,300,8,1
"1149",1149,1.5,300,8,1
"1150",1150,2,300,8,1
"1151",1151,0.5,300,12,1
"1152",1152,0.75,300,12,1
"1153",1153,1,300,12,1
"1154",1154,1.5,300,12,1
"1155",1155,2,300,12,1
"1156",1156,0.5,400,1,1
"1157",1157,0.75,400,1,1
"1158",1158,1,400,1,1
"1159",1159,1.5,400,1,1
"1160",1160,2,400,1,1
"1161",1161,0.5,400,2,1
"1162",1162,0.75,400,2,1
"1163",1163,1,400,2,1
"1164",1164,1.5,400,2,1
"1165",1165,2,400,2,1
"1166",1166,0.5,400,3,1
"1167",1167,0.75,400,3,1
"1168",1168,1,400,3,1
"1169",1169,1.5,400,3,1
"1170",1170,2,400,3,1
"1171",1171,0.5,400,4,1
"1172",1172,0.75,400,4,1
"1173",1173,1,400,4,1
"1174",1174,1.5,400,4,1
"1175",1175,2,400,4,1
"1176",1176,0.5,400,6,1
"1177",1177,0.75,400,6,1
"1178",1178,1,400,6,1
"1179",1179,1.5,400,6,1
"1180",1180,2,400,6,1
"1181",1181,0.5,400,8,1
"1182",1182,0.75,400,8,1
"1183",1183,1,400,8,1
"1184",1184,1.5,400,8,1
"1185",1185,2,400,8,1
"1186",1186,0.5,400,12,1
"1187",1187,0.75,400,12,1
"1188",1188,1,400,12,1
"1189",1189,1.5,400,12,1
"1190",1190,2,400,12,1
"1191",1191,0.5,500,1,1
"1192",1192,0.75,500,1,1
"1193",1193,1,500,1,1
"1194",1194,1.5,500,1,1
"1195",1195,2,500,1,1
"1196",1196,0.5,500,2,1
"1197",1197,0.75,500,2,1
"1198",1198,1,500,2,1
"1199",1199,1.5,500,2,1
"1200",1200,2,500,2,1
"1201",1201,0.5,500,3,1
"1202",1202,0.75,500,3,1
"1203",1203,1,500,3,1
"1204",1204,1.5,500,3,1
"1205",1205,2,500,3,1
"1206",1206,0.5,500,4,1
"1207",1207,0.75,500,4,1
"1208",1208,1,500,4,1
"1209",1209,1.5,500,4,1
"1210",1210,2,500,4,1
"1211",1211,0.5,500,6,1
"1212",1212,0.75,500,6,1
"1213",1213,1,500,6,1
"1214",1214,1.5,500,6,1
"1215",1215,2,500,6,1
"1216",1216,0.5,500,8,1
"1217",1217,0.75,500,8,1
"1218",1218,1,500,8,1
"1219",1219,1.5,500,8,1
"1220",1220,2,500,8,1
"1221",1221,0.5,500,12,1
"1222",1222,0.75,500,12,1
"1223",1223,1,500,12,1
"1224",1224,1.5,500,12,1
"1225",1225,2,500,12,1
"1226",1226,0.5,100,1,1
"1227",1227,0.75,100,1,1
"1228",1228,1,100,1,1
"1229",1229,1.5,100,1,1
"1230",1230,2,100,1,1
"1231",1231,0.5,100,2,1
"1232",1232,0.75,100,2,1
"1233",1233,1,100,2,1
"1234",1234,1.5,100,2,1
"1235",1235,2,100,2,1
"1236",1236,0.5,100,3,1
"1237",1237,0.75,100,3,1
"1238",1238,1,100,3,1
"1239",1239,1.5,100,3,1
"1240",1240,2,100,3,1
"1241",1241,0.5,100,4,1
"1242",1242,0.75,100,4,1
"1243",1243,1,100,4,1
"1244",1244,1.5,100,4,1
"1245",1245,2,100,4,1
"1246",1246,0.5,100,6,1
"1247",1247,0.75,100,6,1
"1248",1248,1,100,6,1
"1249",1249,1.5,100,6,1
"1250",1250,2,100,6,1
"1251",1251,0.5,100,8,1
"1252",1252,0.75,100,8,1
"1253",1253,1,100,8,1
"1254",1254,1.5,100,8,1
"1255",1255,2,100,8,1
"1256",1256,0.5,100,12,1
"1257",1257,0.75,100,12,1
"1258",1258,1,100,12,1
"1259",1259,1.5,100,12,1
"1260",1260,2,100,12,1
"1261",1261,0.5,200,1,1
"1262",1262,0.75,200,1,1
"1263",1263,1,200,1,1
"1264",1264,1.5,200,1,1
"1265",1265,2,200,1,1
"1266",1266,0.5,200,2,1
"1267",1267,0.75,200,2,1
"1268",1268,1,200,2,1
"1269",1269,1.5,200,2,1
"1270",1270,2,200,2,1
"1271",1271,0.5,200,3,1
"1272",1272,0.75,200,3,1
"1273",1273,1,200,3,1
"1274",1274,1.5,200,3,1
"1275",1275,2,200,3,1
"1276",1276,0.5,200,4,1
"1277",1277,0.75,200,4,1
"1278",1278,1,200,4,1
"1279",1279,1.5,200,4,1
"1280",1280,2,200,4,1
"1281",1281,0.5,200,6,1
"1282",1282,0.75,200,6,1
"1283",1283,1,200,6,1
"1284",1284,1.5,200,6,1
"1285",1285,2,200,6,1
"1286",1286,0.5,200,8,1
"1287",1287,0.75,200,8,1
"1288",1288,1,200,8,1
"1289",1289,1.5,200,8,1
"1290",1290,2,200,8,1
"1291",1291,0.5,200,12,1
"1292",1292,0.75,200,12,1
"1293",1293,1,200,12,1
"1294",1294,1.5,200,12,1
"1295",1295,2,200,12,1
"1296",1296,0.5,300,1,1
"1297",1297,0.75,300,1,1
"1298",1298,1,300,1,1
"1299",1299,1.5,300,1,1
"1300",1300,2,300,1,1
"1301",1301,0.5,300,2,1
"1302",1302,0.75,300,2,1
"1303",1303,1,300,2,1
"1304",1304,1.5,300,2,1
"1305",1305,2,300,2,1
"1306",1306,0.5,300,3,1
"1307",1307,0.75,300,3,1
"1308",1308,1,300,3,1
"1309",1309,1.5,300,3,1
"1310",1310,2,300,3,1
"1311",1311,0.5,300,4,1
"1312",1312,0.75,300,4,1
"1313",1313,1,300,4,1
"1314",1314,1.5,300,4,1
"1315",1315,2,300,4,1
"1316",1316,0.5,300,6,1
"1317",1317,0.75,300,6,1
"1318",1318,1,300,6,1
"1319",1319,1.5,300,6,1
"1320",1320,2,300,6,1
"1321",1321,0.5,300,8,1
"1322",1322,0.75,300,8,1
"1323",1323,1,300,8,1
"1324",1324,1.5,300,8,1
"1325",1325,2,300,8,1
"1326",1326,0.5,300,12,1
"1327",1327,0.75,300,12,1
"1328",1328,1,300,12,1
"1329",1329,1.5,300,12,1
"1330",1330,2,300,12,1
"1331",1331,0.5,400,1,1
"1332",1332,0.75,400,1,1
"1333",1333,1,400,1,1
"1334",1334,1.5,400,1,1
"1335",1335,2,400,1,1
"1336",1336,0.5,400,2,1
"1337",1337,0.75,400,2,1
"1338",1338,1,400,2,1
"1339",1339,1.5,400,2,1
"1340",1340,2,400,2,1
"1341",1341,0.5,400,3,1
"1342",1342,0.75,400,3,1
"1343",1343,1,400,3,1
"1344",1344,1.5,400,3,1
"1345",1345,2,400,3,1
"1346",1346,0.5,400,4,1
"1347",1347,0.75,400,4,1
"1348",1348,1,400,4,1
"1349",1349,1.5,400,4,1
"1350",1350,2,400,4,1
"1351",1351,0.5,400,6,1
"1352",1352,0.75,400,6,1
"1353",1353,1,400,6,1
"1354",1354,1.5,400,6,1
"1355",1355,2,400,6,1
"1356",1356,0.5,400,8,1
"1357",1357,0.75,400,8,1
"1358",1358,1,400,8,1
"1359",1359,1.5,400,8,1
"1360",1360,2,400,8,1
"1361",1361,0.5,400,12,1
"1362",1362,0.75,400,12,1
"1363",1363,1,400,12,1
"1364",1364,1.5,400,12,1
"1365",1365,2,400,12,1
"1366",1366,0.5,500,1,1
"1367",1367,0.75,500,1,1
"1368",1368,1,500,1,1
"1369",1369,1.5,500,1,1
"1370",1370,2,500,1,1
"1371",1371,0.5,500,2,1
"1372",1372,0.75,500,2,1
"1373",1373,1,500,2,1
"1374",1374,1.5,500,2,1
"1375",1375,2,500,2,1
"1376",1376,0.5,500,3,1
"1377",1377,0.75,500,3,1
"1378",1378,1,500,3,1
"1379",1379,1.5,500,3,1
"1380",1380,2,500,3,1
"1381",1381,0.5,500,4,1
"1382",1382,0.75,500,4,1
"1383",1383,1,500,4,1
"1384",1384,1.5,500,4,1
"1385",1385,2,500,4,1
"1386",1386,0.5,500,6,1
"1387",1387,0.75,500,6,1
"1388",1388,1,500,6,1
"1389",1389,1.5,500,6,1
"1390",1390,2,500,6,1
"1391",1391,0.5,500,8,1
"1392",1392,0.75,500,8,1
"1393",1393,1,500,8,1
"1394",1394,1.5,500,8,1
"1395",1395,2,500,8,1
"1396",1396,0.5,500,12,1
"1397",1397,0.75,500,12,1
"1398",1398,1,500,12,1
"1399",1399,1.5,500,12,1
"1400",1400,2,500,12,1
"1401",1401,0.5,100,1,1
"1402",1402,0.75,100,1,1
"1403",1403,1,100,1,1
"1404",1404,1.5,100,1,1
"1405",1405,2,100,1,1
"1406",1406,0.5,100,2,1
"1407",1407,0.75,100,2,1
"1408",1408,1,100,2,1
"1409",1409,1.5,100,2,1
"1410",1410,2,100,2,1
"1411",1411,0.5,100,3,1
"1412",1412,0.75,100,3,1
"1413",1413,1,100,3,1
"1414",1414,1.5,100,3,1
"1415",1415,2,100,3,1
"1416",1416,0.5,100,4,1
"1417",1417,0.75,100,4,1
"1418",1418,1,100,4,1
"1419",1419,1.5,100,4,1
"1420",1420,2,100,4,1
"1421",1421,0.5,100,6,1
"1422",1422,0.75,100,6,1
"1423",1423,1,100,6,1
"1424",1424,1.5,100,6,1
"1425",1425,2,100,6,1
"1426",1426,0.5,100,8,1
"1427",1427,0.75,100,8,1
"1428",1428,1,100,8,1
"1429",1429,1.5,100,8,1
"1430",1430,2,100,8,1
"1431",1431,0.5,100,12,1
"1432",1432,0.75,100,12,1
"1433",1433,1,100,12,1
"1434",1434,1.5,100,12,1
"1435",1435,2,100,12,1
"1436",1436,0.5,200,1,1
"1437",1437,0.75,200,1,1
"1438",1438,1,200,1,1
"1439",1439,1.5,200,1,1
"1440",1440,2,200,1,1
"1441",1441,0.5,200,2,1
"1442",1442,0.75,200,2,1
"1443",1443,1,200,2,1
"1444",1444,1.5,200,2,1
"1445",1445,2,200,2,1
"1446",1446,0.5,200,3,1
"1447",1447,0.75,200,3,1
"1448",1448,1,200,3,1
"1449",1449,1.5,200,3,1
"1450",1450,2,200,3,1
"1451",1451,0.5,200,4,1
"1452",1452,0.75,200,4,1
"1453",1453,1,200,4,1
"1454",1454,1.5,200,4,1
"1455",1455,2,200,4,1
"1456",1456,0.5,200,6,1
"1457",1457,0.75,200,6,1
"1458",1458,1,200,6,1
"1459",1459,1.5,200,6,1
"1460",1460,2,200,6,1
"1461",1461,0.5,200,8,1
"1462",1462,0.75,200,8,1
"1463",1463,1,200,8,1
"1464",1464,1.5,200,8,1
"1465",1465,2,200,8,1
"1466",1466,0.5,200,12,1
"1467",1467,0.75,200,12,1
"1468",1468,1,200,12,1
"1469",1469,1.5,200,12,1
"1470",1470,2,200,12,1
"1471",1471,0.5,300,1,1
"1472",1472,0.75,300,1,1
"1473",1473,1,300,1,1
"1474",1474,1.5,300,1,1
"1475",1475,2,300,1,1
"1476",1476,0.5,300,2,1
"1477",1477,0.75,300,2,1
"1478",1478,1,300,2,1
"1479",1479,1.5,300,2,1
"1480",1480,2,300,2,1
"1481",1481,0.5,300,3,1
"1482",1482,0.75,300,3,1
"1483",1483,1,300,3,1
"1484",1484,1.5,300,3,1
"1485",1485,2,300,3,1
"1486",1486,0.5,300,4,1
"1487",1487,0.75,300,4,1
"1488",1488,1,300,4,1
"1489",1489,1.5,300,4,1
"1490",1490,2,300,4,1
"1491",1491,0.5,300,6,1
"1492",1492,0.75,300,6,1
"1493",1493,1,300,6,1
"1494",1494,1.5,300,6,1
"1495",1495,2,300,6,1
"1496",1496,0.5,300,8,1
"1497",1497,0.75,300,8,1
"1498",1498,1,300,8,1
"1499",1499,1.5,300,8,1
"1500",1500,2,300,8,1
"1501",1501,0.5,300,12,1
"1502",1502,0.75,300,12,1
"1503",1503,1,300,12,1
"1504",1504,1.5,300,12,1
"1505",1505,2,300,12,1
"1506",1506,0.5,400,1,1
"1507",1507,0.75,400,1,1
"1508",1508,1,400,1,1
"1509",1509,1.5,400,1,1
"1510",1510,2,400,1,1
"1511",1511,0.5,400,2,1
"1512",1512,0.75,400,2,1
"1513",1513,1,400,2,1
"1514",1514,1.5,400,2,1
"1515",1515,2,400,2,1
"1516",1516,0.5,400,3,1
"1517",1517,0.75,400,3,1
"1518",1518,1,400,3,1
"1519",1519,1.5,400,3,1
"1520",1520,2,400,3,1
"1521",1521,0.5,400,4,1
"1522",1522,0.75,400,4,1
"1523",1523,1,400,4,1
"1524",1524,1.5,400,4,1
"1525",1525,2,400,4,1
"1526",1526,0.5,400,6,1
"1527",1527,0.75,400,6,1
"1528",1528,1,400,6,1
"1529",1529,1.5,400,6,1
"1530",1530,2,400,6,1
"1531",1531,0.5,400,8,1
"1532",1532,0.75,400,8,1
"1533",1533,1,400,8,1
"1534",1534,1.5,400,8,1
"1535",1535,2,400,8,1
"1536",1536,0.5,400,12,1
"1537",1537,0.75,400,12,1
"1538",1538,1,400,12,1
"1539",1539,1.5,400,12,1
"1540",1540,2,400,12,1
"1541",1541,0.5,500,1,1
"1542",1542,0.75,500,1,1
"1543",1543,1,500,1,1
"1544",1544,1.5,500,1,1
"1545",1545,2,500,1,1
"1546",1546,0.5,500,2,1
"1547",1547,0.75,500,2,1
"1548",1548,1,500,2,1
"1549",1549,1.5,500,2,1
"1550",1550,2,500,2,1
"1551",1551,0.5,500,3,1
"1552",1552,0.75,500,3,1
"1553",1553,1,500,3,1
"1554",1554,1.5,500,3,1
"1555",1555,2,500,3,1
"1556",1556,0.5,500,4,1
"1557",1557,0.75,500,4,1
"1558",1558,1,500,4,1
"1559",1559,1.5,500,4,1
"1560",1560,2,500,4,1
"1561",1561,0.5,500,6,1
"1562",1562,0.75,500,6,1
"1563",1563,1,500,6,1
"1564",1564,1.5,500,6,1
"1565",1565,2,500,6,1
"1566",1566,0.5,500,8,1
"1567",1567,0.75,500,8,1
"1568",1568,1,500,8,1
"1569",1569,1.5,500,8,1
"1570",1570,2,500,8,1
"1571",1571,0.5,500,12,1
"1572",1572,0.75,500,12,1
"1573",1573,1,500,12,1
"1574",1574,1.5,500,12,1
"1575",1575,2,500,12,1
"1576",1576,0.5,100,1,1
"1577",1577,0.75,100,1,1
"1578",1578,1,100,1,1
"1579",1579,1.5,100,1,1
"1580",1580,2,100,1,1
"1581",1581,0.5,100,2,1
"1582",1582,0.75,100,2,1
"1583",1583,1,100,2,1
"1584",1584,1.5,100,2,1
"1585",1585,2,100,2,1
"1586",1586,0.5,100,3,1
"1587",1587,0.75,100,3,1
"1588",1588,1,100,3,1
"1589",1589,1.5,100,3,1
"1590",1590,2,100,3,1
"1591",1591,0.5,100,4,1
"1592",1592,0.75,100,4,1
"1593",1593,1,100,4,1
"1594",1594,1.5,100,4,1
"1595",1595,2,100,4,1
"1596",1596,0.5,100,6,1
"1597",1597,0.75,100,6,1
"1598",1598,1,100,6,1
"1599",1599,1.5,100,6,1
"1600",1600,2,100,6,1
"1601",1601,0.5,100,8,1
"1602",1602,0.75,100,8,1
"1603",1603,1,100,8,1
"1604",1604,1.5,100,8,1
"1605",1605,2,100,8,1
"1606",1606,0.5,100,12,1
"1607",1607,0.75,100,12,1
"1608",1608,1,100,12,1
"1609",1609,1.5,100,12,1
"1610",1610,2,100,12,1
"1611",1611,0.5,200,1,1
"1612",1612,0.75,200,1,1
"1613",1613,1,200,1,1
"1614",1614,1.5,200,1,1
"1615",1615,2,200,1,1
"1616",1616,0.5,200,2,1
"1617",1617,0.75,200,2,1
"1618",1618,1,200,2,1
"1619",1619,1.5,200,2,1
"1620",1620,2,200,2,1
"1621",1621,0.5,200,3,1
"1622",1622,0.75,200,3,1
"1623",1623,1,200,3,1
"1624",1624,1.5,200,3,1
"1625",1625,2,200,3,1
"1626",1626,0.5,200,4,1
"1627",1627,0.75,200,4,1
"1628",1628,1,200,4,1
"1629",1629,1.5,200,4,1
"1630",1630,2,200,4,1
"1631",1631,0.5,200,6,1
"1632",1632,0.75,200,6,1
"1633",1633,1,200,6,1
"1634",1634,1.5,200,6,1
"1635",1635,2,200,6,1
"1636",1636,0.5,200,8,1
"1637",1637,0.75,200,8,1
"1638",1638,1,200,8,1
"1639",1639,1.5,200,8,1
"1640",1640,2,200,8,1
"1641",1641,0.5,200,12,1
"1642",1642,0.75,200,12,1
"1643",1643,1,200,12,1
"1644",1644,1.5,200,12,1
"1645",1645,2,200,12,1
"1646",1646,0.5,300,1,1
"1647",1647,0.75,300,1,1
"1648",1648,1,300,1,1
"1649",1649,1.5,300,1,1
"1650",1650,2,300,1,1
"1651",1651,0.5,300,2,1
"1652",1652,0.75,300,2,1
"1653",1653,1,300,2,1
"1654",1654,1.5,300,2,1
"1655",1655,2,300,2,1
"1656",1656,0.5,300,3,1
"1657",1657,0.75,300,3,1
"1658",1658,1,300,3,1
"1659",1659,1.5,300,3,1
"1660",1660,2,300,3,1
"1661",1661,0.5,300,4,1
"1662",1662,0.75,300,4,1
"1663",1663,1,300,4,1
"1664",1664,1.5,300,4,1
"1665",1665,2,300,4,1
"1666",1666,0.5,300,6,1
"1667",1667,0.75,300,6,1
"1668",1668,1,300,6,1
"1669",1669,1.5,300,6,1
"1670",1670,2,300,6,1
"1671",1671,0.5,300,8,1
"1672",1672,0.75,300,8,1
"1673",1673,1,300,8,1
"1674",1674,1.5,300,8,1
"1675",1675,2,300,8,1
"1676",1676,0.5,300,12,1
"1677",1677,0.75,300,12,1
"1678",1678,1,300,12,1
"1679",1679,1.5,300,12,1
"1680",1680,2,300,12,1
"1681",1681,0.5,400,1,1
"1682",1682,0.75,400,1,1
"1683",1683,1,400,1,1
"1684",1684,1.5,400,1,1
"1685",1685,2,400,1,1
"1686",1686,0.5,400,2,1
"1687",1687,0.75,400,2,1
"1688",1688,1,400,2,1
"1689",1689,1.5,400,2,1
"1690",1690,2,400,2,1
"1691",1691,0.5,400,3,1
"1692",1692,0.75,400,3,1
"1693",1693,1,400,3,1
"1694",1694,1.5,400,3,1
"1695",1695,2,400,3,1
"1696",1696,0.5,400,4,1
"1697",1697,0.75,400,4,1
"1698",1698,1,400,4,1
"1699",1699,1.5,400,4,1
"1700",1700,2,400,4,1
"1701",1701,0.5,400,6,1
"1702",1702,0.75,400,6,1
"1703",1703,1,400,6,1
"1704",1704,1.5,400,6,1
"1705",1705,2,400,6,1
"1706",1706,0.5,400,8,1
"1707",1707,0.75,400,8,1
"1708",1708,1,400,8,1
"1709",1709,1.5,400,8,1
"1710",1710,2,400,8,1
"1711",1711,0.5,400,12,1
"1712",1712,0.75,400,12,1
"1713",1713,1,400,12,1
"1714",1714,1.5,400,12,1
"1715",1715,2,400,12,1
"1716",1716,0.5,500,1,1
"1717",1717,0.75,500,1,1
"1718",1718,1,500,1,1
"1719",1719,1.5,500,1,1
"1720",1720,2,500,1,1
"1721",1721,0.5,500,2,1
"1722",1722,0.75,500,2,1
"1723",1723,1,500,2,1
"1724",1724,1.5,500,2,1
"1725",1725,2,500,2,1
"1726",1726,0.5,500,3,1
"1727",1727,0.75,500,3,1
"1728",1728,1,500,3,1
"1729",1729,1.5,500,3,1
"1730",1730,2,500,3,1
"1731",1731,0.5,500,4,1
"1732",1732,0.75,500,4,1
"1733",1733,1,500,4,1
"1734",1734,1.5,500,4,1
"1735",1735,2,500,4,1
"1736",1736,0.5,500,6,1
"1737",1737,0.75,500,6,1
"1738",1738,1,500,6,1
"1739",1739,1.5,500,6,1
"1740",1740,2,500,6,1
"1741",1741,0.5,500,8,1
"1742",1742,0.75,500,8,1
"1743",1743,1,500,8,1
"1744",1744,1.5,500,8,1
"1745",1745,2,500,8,1
"1746",1746,0.5,500,12,1
"1747",1747,0.75,500,12,1
"1748",1748,1,500,12,1
"1749",1749,1.5,500,12,1
"1750",1750,2,500,12,1
"1751",1751,0.5,100,1,0
"1752",1752,0.75,100,1,0
"1753",1753,1,100,1,0
"1754",1754,1.5,100,1,0
"1755",1755,2,100,1,0
"1756",1756,0.5,100,2,0
"1757",1757,0.75,100,2,0
"1758",1758,1,100,2,0
"1759",1759,1.5,100,2,0
"1760",1760,2,100,2,0
"1761",1761,0.5,100,3,0
"1762",1762,0.75,100,3,0
"1763",1763,1,100,3,0
"1764",1764,1.5,100,3,0
"1765",1765,2,100,3,0
"1766",1766,0.5,100,4,0
"1767",1767,0.75,100,4,0
"1768",1768,1,100,4,0
"1769",1769,1.5,100,4,0
"1770",1770,2,100,4,0
"1771",1771,0.5,100,6,0
"1772",1772,0.75,100,6,0
"1773",1773,1,100,6,0
"1774",1774,1.5,100,6,0
"1775",1775,2,100,6,0
"1776",1776,0.5,100,8,0
"1777",1777,0.75,100,8,0
"1778",1778,1,100,8,0
"1779",1779,1.5,100,8,0
"1780",1780,2,100,8,0
"1781",1781,0.5,100,12,0
"1782",1782,0.75,100,12,0
"1783",1783,1,100,12,0
"1784",1784,1.5,100,12,0
"1785",1785,2,100,12,0
"1786",1786,0.5,200,1,0
"1787",1787,0.75,200,1,0
"1788",1788,1,200,1,0
"1789",1789,1.5,200,1,0
"1790",1790,2,200,1,0
"1791",1791,0.5,200,2,0
"1792",1792,0.75,200,2,0
"1793",1793,1,200,2,0
"1794",1794,1.5,200,2,0
"1795",1795,2,200,2,0
"1796",1796,0.5,200,3,0
"1797",1797,0.75,200,3,0
"1798",1798,1,200,3,0
"1799",1799,1.5,200,3,0
"1800",1800,2,200,3,0
"1801",1801,0.5,200,4,0
"1802",1802,0.75,200,4,0
"1803",1803,1,200,4,0
"1804",1804,1.5,200,4,0
"1805",1805,2,200,4,0
"1806",1806,0.5,200,6,0
"1807",1807,0.75,200,6,0
"1808",1808,1,200,6,0
"1809",1809,1.5,200,6,0
"1810",1810,2,200,6,0
"1811",1811,0.5,200,8,0
"1812",1812,0.75,200,8,0
"1813",1813,1,200,8,0
"1814",1814,1.5,200,8,0
"1815",1815,2,200,8,0
"1816",1816,0.5,200,12,0
"1817",1817,0.75,200,12,0
"1818",1818,1,200,12,0
"1819",1819,1.5,200,12,0
"1820",1820,2,200,12,0
"1821",1821,0.5,300,1,0
"1822",1822,0.75,300,1,0
"1823",1823,1,300,1,0
"1824",1824,1.5,300,1,0
"1825",1825,2,300,1,0
"1826",1826,0.5,300,2,0
"1827",1827,0.75,300,2,0
"1828",1828,1,300,2,0
"1829",1829,1.5,300,2,0
"1830",1830,2,300,2,0
"1831",1831,0.5,300,3,0
"1832",1832,0.75,300,3,0
"1833",1833,1,300,3,0
"1834",1834,1.5,300,3,0
"1835",1835,2,300,3,0
"1836",1836,0.5,300,4,0
"1837",1837,0.75,300,4,0
"1838",1838,1,300,4,0
"1839",1839,1.5,300,4,0
"1840",1840,2,300,4,0
"1841",1841,0.5,300,6,0
"1842",1842,0.75,300,6,0
"1843",1843,1,300,6,0
