"","ID","scagnostics","scag_num"
"1",1,1.49657227155514e-317,1
"2",1,1.07996112139741e-05,2
"3",1,0.666666666666667,3
"4",1,0.999989200388786,4
"5",1,0,5
"6",1,0,6
"7",1,1,7
"8",1,1,8
"9",1,0.991369351315908,9
"10",2,2.48229943980497e-318,1
"11",2,0.57411569025013,2
"12",2,0.0178589834816825,3
"13",2,0.0950035585120652,4
"14",2,0.089041095890411,5
"15",2,0.770156618997436,6
"16",2,0.490862307072708,7
"17",2,0.350935421601676,8
"18",2,0.00221003166565521,9
"19",3,0.518570628142073,1
"20",3,1.91987712787611e-05,2
"21",3,0.666666666666667,3
"22",3,0.540753891958261,4
"23",3,0,5
"24",3,0,6
"25",3,1,7
"26",3,1,8
"27",3,0.389231208743762,9
"28",4,2.33926249467747e-318,1
"29",4,0.528513901649395,2
"30",4,0.012140335531403,3
"31",4,0.0752990297171065,4
"32",4,0.130434782608696,5
"33",4,0.623164645603376,6
"34",4,0.669014300311221,7
"35",4,0.49930637037037,8
"36",4,0.00711294814860114,9
"37",5,1.10778509792362e-317,1
"38",5,0.280740954722539,2
"39",5,0.4,3
"40",5,0.627672974484542,4
"41",5,0,5
"42",5,0,6
"43",5,1,7
"44",5,0.125,8
"45",5,0.165300800516242,9
"46",6,2.03569868055969e-318,1
"47",6,0.612126313918679,2
"48",6,0.0114380402328147,3
"49",6,0.0707002489387414,4
"50",6,0.0515021459227468,5
"51",6,0.721595363588655,6
"52",6,0.599805599127943,7
"53",6,0.365654410314717,8
"54",6,0.006790130053973,9
"55",7,9.55808529000267e-318,1
"56",7,0.396666240336587,2
"57",7,0.333333333333333,3
"58",7,0.569474303734674,4
"59",7,0,5
"60",7,0,6
"61",7,1,7
"62",7,0.296296296296296,8
"63",7,0.362287285754476,9
"64",8,1.85175804061299e-318,1
"65",8,0.511768834108707,2
"66",8,0.0176873601303066,3
"67",8,0.0609607384711512,4
"68",8,0.0746887966804979,5
"69",8,0.722466791423037,6
"70",8,0.595270303052767,7
"71",8,0.313819271364466,8
"72",8,7.83429677462839e-05,9
"73",9,0.264705759078531,1
"74",9,0.544607626176416,2
"75",9,0.333333333333333,3
"76",9,0.354949553132347,4
"77",9,0,5
"78",9,0,6
"79",9,1,7
