"","data_name","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","plot_location","index"
"205","data-1-1-1-20-2-14-5.csv","14","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"206","data-1-1-1-20-2-14-5.csv","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"207","data-1-1-1-20-2-14-5.csv","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"208","data-1-1-1-20-2-14-5.csv","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"209","data-1-1-1-20-2-14-5.csv","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"210","data-1-1-1-20-2-14-5.csv","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"211","data-1-1-1-20-2-14-5.csv","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"212","data-1-1-1-20-2-14-5.csv","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"213","data-1-1-1-20-2-14-5.csv","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"214","data-1-1-1-20-2-14-5.csv","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"215","data-1-1-1-20-2-14-5.csv","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"216","data-1-1-1-20-2-14-5.csv","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"217","data-1-1-1-20-2-14-5.csv","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"218","data-1-1-1-20-2-14-5.csv","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"219","data-1-1-1-20-2-14-5.csv","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"220","data-1-1-1-20-2-14-5.csv","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"221","data-1-1-1-20-2-14-5.csv","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"222","data-1-1-1-20-2-14-5.csv","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1
"223","data-1-1-1-20-2-14-5.csv","5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"224","data-1-1-1-20-2-14-5.csv","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
"225","data-1-1-1-20-2-14-5.csv","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
