"","ID","scag_num_1","scag_num_2","scag_num_3","scag_num_4","scag_num_5","scag_num_6","scag_num_7","scag_num_8","scag_num_9","signal"
"1",1,0.0569667619587034,0.587920316489393,0.0715609216258263,0.134766923599985,0.166666666666667,0.227555594846276,0.603305282773467,0.434788657929154,0.431807097132713,0
"2",2,0.0596416810236516,0.56453759016681,0.221362861457231,0.119964029032586,0.0930232558139535,0.302333121184484,0.647355499619389,0.434788657929154,0.652386467083851,0
"3",3,0.0531589322574667,0.627985669580722,0.207712021453834,0.0869907217817419,0.0465116279069767,0.537152103411776,0.636303772759333,0.296296296296296,0.94834764525655,1
"4",4,0.0743714273631835,0.626437001885056,0.0909090909090909,0.133431095127682,0,0.28695619932813,0.66342404074593,0.310865697693934,0.506067377437639,0
"5",5,0,0.54154705561768,0.063891604199146,0.122622379894814,0.0930232558139535,0.384611127316959,0.57526799723214,0.153744533527697,0.490867636981513,0
"6",6,0,0.69710639728662,0.107204791363033,0.124698690606091,0.0465116279069767,0.245316038575486,0.67703073642628,0.167944565172824,0.225914558669635,0
"7",7,0,0.646926963643178,0.307761608924281,0.146998125386308,0.0909090909090909,0.292296551006175,0.632430555288631,0.282623291015625,0.494687640738113,0
"8",8,0.0685824719632134,0.606061488975467,0.131645819236844,0.137497370109722,0,0.238601850914048,0.688538864877385,0.371307373046875,0.312635185544753,0
"9",9,0.0764202394222153,0.613231753677625,0.0454545454545455,0.117160508599069,0.0697674418604651,0.412413114792384,0.594343180874623,0.324951171875,0.753427899885563,0
"10",10,0,0.578654984965157,0.100497663397024,0.109897968416285,0.116279069767442,0.340745487576402,0.539642580246589,0.512,0.632866825497883,0
"11",11,0,0.515140748752266,0.0504333789376049,0.124762519999537,0.0238095238095238,0.263507309319838,0.672196524975192,0.371307373046875,0.513602951534558,0
"12",12,0,0.561922299000892,0.0444444444444444,0.129794026486461,0.0731707317073171,0.36112726893667,0.624062580144301,0.39437037037037,0.557231297586939,0
"13",13,0,0.578951966304934,0.102041824866725,0.105220870403537,0.0930232558139535,0.230878934550667,0.647886368169895,0.512,0.512152630673936,0
"14",14,0,0.613713014915905,0.0573045951742363,0.130790796924138,0.0909090909090909,0.274401386162772,0.538385897080459,0.384673178061608,0.51918918478743,0
"15",15,0.052054529925521,0.62139009747071,0.0624206636349689,0.127726525872354,0.0465116279069767,0.33259080623714,0.482048518156557,0.384673178061608,0.679936599723299,0
