"","ID","signal","1","2","3","4","5","6","7","8","9"
"1",1,1,0,0.669763911112232,0.21352588264855,0.0525467492618541,0.1625,0.180233418291779,0.735738897260936,0.512,0.807592889427105
"2",2,1,0.0324869644011678,0.593417122973567,0.0664425175923046,0.0364401974540138,0.0318471337579618,0.167006881020784,0.728075217291053,0.304025380294395,0.432446673716482
"3",3,1,0.146017057975283,0.568655799297428,0.021957077218449,0.0306571086886678,0.0729613733905579,0.314836167674952,0.670586611550355,0.343831178960379,0.644981118766406
"4",4,1,0.0407246287446415,0.452404751134146,0.00265902951482642,0.0376462440445301,0.0198675496688742,0.525057394638481,0.538811610639155,0.324951171875,0.901642799376522
"5",5,1,0.00817885865662765,0.562691262131973,0.0610568248792124,0.019420221419953,0.038961038961039,0.132093168253935,0.755292982855805,0.360737952760506,0.749783464762355
"6",6,1,0,0.608314510384264,0.0905264778440622,0.0407553132993746,0.152941176470588,0.109641217503323,0.757494188315405,0.479329333442919,0.687756046605919
"7",7,1,0,0.647798927435493,0.0186781940778278,0.0325648965165981,0.089041095890411,0.12589963320694,0.752430164734676,0.388585078869958,0.586804082893765
"8",8,1,0.0375464043206869,0.477747134923357,0.176786521549818,0.0247704960396122,0.0571428571428571,0.162828613755109,0.744670254297509,0.322172243106974,0.66043487080025
"9",9,1,0.0649753099591969,0.542824255002804,0.000722964673371713,0.082661003640792,0.0212765957446809,0.599475595639609,0.389318556585327,0.404774084423046,0.433869589736932
"10",10,1,0.0120420000986106,0.556993018460991,0.0124573791984161,0.0350463978177501,0.0444444444444444,0.126580447178974,0.723906908265142,0.413965051686963,0.0728790837459134
"11",11,1,0.094111562160831,0.574105801139588,0.0500624736137101,0.0504986803389587,0.130952380952381,0.184644743094321,0.680962984069649,0.441048267240319,0.674185420726822
"12",12,1,0.0777081776922333,0.572714255517262,0.153626878304895,0.0274674521473562,0.0634920634920635,0.127357623592544,0.758404211882364,0.352676553382099,0.853443831787169
"13",13,1,0,0.59372647308353,0.11622259457619,0.0235245871891973,0.901234567901235,0.0361631586878987,0.815605237756446,1,0.999988910100863
"14",14,1,0.0262914464817212,0.51541162279213,0.0237902682330718,0.0373447781740756,0.0072463768115942,0.367880717010909,0.595503328658568,0.274625,0.864585281155613
"15",15,1,0.0202898249081415,0.56349018989176,0.00684845647630003,0.0350463978177501,0.0246913580246914,0.255122699795241,0.594821889099172,0.315365493701188,0.310966594143347
"16",16,1,0,0.752942357049518,0.102233620933704,0.0397602433677502,0.650793650793651,0.0357109430766787,0.850117385770044,1,0.789712152447128
"17",17,1,0.0147596514992206,0.563274034441535,0,0.0406821272989695,0.0872093023255814,0.166011306419284,0.75540526437886,0.376061415339468,0.00426182471696166
"18",18,1,0.0194558261020452,0.58804736326425,0.00676729836434954,0.0236682501257241,0.0257731958762887,0.390761560488426,0.724073987431395,0.315203296467764,0.988279924904776
"19",19,1,0.0704120734269957,0.551679153324636,0,0.0360273096889919,0.0310077519379845,0.20052453284385,0.686192227218991,0.368866710158415,0.422372611136739
