"","ID","N","radius","startingAngle","sd1","sd2","signal"
"3848",1924,133,2,1.5707963267949,2,2,0
"3849",1925,133,2,1.5707963267949,0.333333333333333,0.5,1
"3850",1925,133,2,1.5707963267949,2,2,0
"3851",1926,133,2,1.5707963267949,0.333333333333333,0.666666666666667,1
"3852",1926,133,2,1.5707963267949,2,2,0
"3853",1927,133,2,1.5707963267949,0.4,0.25,1
"3854",1927,133,2,1.5707963267949,2,2,0
"3855",1928,133,2,1.5707963267949,0.4,0.285714285714286,1
"3856",1928,133,2,1.5707963267949,2,2,0
"3857",1929,133,2,1.5707963267949,0.4,0.333333333333333,1
"3858",1929,133,2,1.5707963267949,2,2,0
"3859",1930,133,2,1.5707963267949,0.4,0.4,1
"3860",1930,133,2,1.5707963267949,2,2,0
"3861",1931,133,2,1.5707963267949,0.4,0.5,1
"3862",1931,133,2,1.5707963267949,2,2,0
"3863",1932,133,2,1.5707963267949,0.4,0.666666666666667,1
"3864",1932,133,2,1.5707963267949,2,2,0
"3865",1933,133,2,1.5707963267949,0.5,0.25,1
"3866",1933,133,2,1.5707963267949,2,2,0
"3867",1934,133,2,1.5707963267949,0.5,0.285714285714286,1
"3868",1934,133,2,1.5707963267949,2,2,0
"3869",1935,133,2,1.5707963267949,0.5,0.333333333333333,1
"3870",1935,133,2,1.5707963267949,2,2,0
"3871",1936,133,2,1.5707963267949,0.5,0.4,1
"3872",1936,133,2,1.5707963267949,2,2,0
"3873",1937,133,2,1.5707963267949,0.5,0.5,1
"3874",1937,133,2,1.5707963267949,2,2,0
"3875",1938,133,2,1.5707963267949,0.5,0.666666666666667,1
"3876",1938,133,2,1.5707963267949,2,2,0
"3877",1939,133,2,1.5707963267949,0.666666666666667,0.25,1
"3878",1939,133,2,1.5707963267949,2,2,0
"3879",1940,133,2,1.5707963267949,0.666666666666667,0.285714285714286,1
"3880",1940,133,2,1.5707963267949,2,2,0
"3881",1941,133,2,1.5707963267949,0.666666666666667,0.333333333333333,1
"3882",1941,133,2,1.5707963267949,2,2,0
"3883",1942,133,2,1.5707963267949,0.666666666666667,0.4,1
"3884",1942,133,2,1.5707963267949,2,2,0
"3885",1943,133,2,1.5707963267949,0.666666666666667,0.5,1
"3886",1943,133,2,1.5707963267949,2,2,0
"3887",1944,133,2,1.5707963267949,0.666666666666667,0.666666666666667,1
"3888",1944,133,2,1.5707963267949,2,2,0
"3889",1945,167,2,1.5707963267949,0.25,0.25,1
"3890",1945,167,2,1.5707963267949,2,2,0
"3891",1946,167,2,1.5707963267949,0.25,0.285714285714286,1
"3892",1946,167,2,1.5707963267949,2,2,0
"3893",1947,167,2,1.5707963267949,0.25,0.333333333333333,1
"3894",1947,167,2,1.5707963267949,2,2,0
"3895",1948,167,2,1.5707963267949,0.25,0.4,1
"3896",1948,167,2,1.5707963267949,2,2,0
"3897",1949,167,2,1.5707963267949,0.25,0.5,1
"3898",1949,167,2,1.5707963267949,2,2,0
"3899",1950,167,2,1.5707963267949,0.25,0.666666666666667,1
"3900",1950,167,2,1.5707963267949,2,2,0
"3901",1951,167,2,1.5707963267949,0.285714285714286,0.25,1
"3902",1951,167,2,1.5707963267949,2,2,0
"3903",1952,167,2,1.5707963267949,0.285714285714286,0.285714285714286,1
"3904",1952,167,2,1.5707963267949,2,2,0
"3905",1953,167,2,1.5707963267949,0.285714285714286,0.333333333333333,1
"3906",1953,167,2,1.5707963267949,2,2,0
"3907",1954,167,2,1.5707963267949,0.285714285714286,0.4,1
"3908",1954,167,2,1.5707963267949,2,2,0
"3909",1955,167,2,1.5707963267949,0.285714285714286,0.5,1
"3910",1955,167,2,1.5707963267949,2,2,0
"3911",1956,167,2,1.5707963267949,0.285714285714286,0.666666666666667,1
"3912",1956,167,2,1.5707963267949,2,2,0
"3913",1957,167,2,1.5707963267949,0.333333333333333,0.25,1
"3914",1957,167,2,1.5707963267949,2,2,0
"3915",1958,167,2,1.5707963267949,0.333333333333333,0.285714285714286,1
"3916",1958,167,2,1.5707963267949,2,2,0
"3917",1959,167,2,1.5707963267949,0.333333333333333,0.333333333333333,1
"3918",1959,167,2,1.5707963267949,2,2,0
"3919",1960,167,2,1.5707963267949,0.333333333333333,0.4,1
"3920",1960,167,2,1.5707963267949,2,2,0
"3921",1961,167,2,1.5707963267949,0.333333333333333,0.5,1
"3922",1961,167,2,1.5707963267949,2,2,0
"3923",1962,167,2,1.5707963267949,0.333333333333333,0.666666666666667,1
"3924",1962,167,2,1.5707963267949,2,2,0
"3925",1963,167,2,1.5707963267949,0.4,0.25,1
"3926",1963,167,2,1.5707963267949,2,2,0
"3927",1964,167,2,1.5707963267949,0.4,0.285714285714286,1
"3928",1964,167,2,1.5707963267949,2,2,0
"3929",1965,167,2,1.5707963267949,0.4,0.333333333333333,1
"3930",1965,167,2,1.5707963267949,2,2,0
"3931",1966,167,2,1.5707963267949,0.4,0.4,1
"3932",1966,167,2,1.5707963267949,2,2,0
"3933",1967,167,2,1.5707963267949,0.4,0.5,1
"3934",1967,167,2,1.5707963267949,2,2,0
"3935",1968,167,2,1.5707963267949,0.4,0.666666666666667,1
"3936",1968,167,2,1.5707963267949,2,2,0
"3937",1969,167,2,1.5707963267949,0.5,0.25,1
"3938",1969,167,2,1.5707963267949,2,2,0
"3939",1970,167,2,1.5707963267949,0.5,0.285714285714286,1
"3940",1970,167,2,1.5707963267949,2,2,0
"3941",1971,167,2,1.5707963267949,0.5,0.333333333333333,1
"3942",1971,167,2,1.5707963267949,2,2,0
"3943",1972,167,2,1.5707963267949,0.5,0.4,1
"3944",1972,167,2,1.5707963267949,2,2,0
"3945",1973,167,2,1.5707963267949,0.5,0.5,1
"3946",1973,167,2,1.5707963267949,2,2,0
"3947",1974,167,2,1.5707963267949,0.5,0.666666666666667,1
"3948",1974,167,2,1.5707963267949,2,2,0
"3949",1975,167,2,1.5707963267949,0.666666666666667,0.25,1
"3950",1975,167,2,1.5707963267949,2,2,0
"3951",1976,167,2,1.5707963267949,0.666666666666667,0.285714285714286,1
"3952",1976,167,2,1.5707963267949,2,2,0
"3953",1977,167,2,1.5707963267949,0.666666666666667,0.333333333333333,1
"3954",1977,167,2,1.5707963267949,2,2,0
"3955",1978,167,2,1.5707963267949,0.666666666666667,0.4,1
"3956",1978,167,2,1.5707963267949,2,2,0
"3957",1979,167,2,1.5707963267949,0.666666666666667,0.5,1
"3958",1979,167,2,1.5707963267949,2,2,0
"3959",1980,167,2,1.5707963267949,0.666666666666667,0.666666666666667,1
"3960",1980,167,2,1.5707963267949,2,2,0
"3961",1981,33,2,2.35619449019234,0.25,0.25,1
"3962",1981,33,2,2.35619449019234,2,2,0
"3963",1982,33,2,2.35619449019234,0.25,0.285714285714286,1
"3964",1982,33,2,2.35619449019234,2,2,0
"3965",1983,33,2,2.35619449019234,0.25,0.333333333333333,1
"3966",1983,33,2,2.35619449019234,2,2,0
"3967",1984,33,2,2.35619449019234,0.25,0.4,1
"3968",1984,33,2,2.35619449019234,2,2,0
"3969",1985,33,2,2.35619449019234,0.25,0.5,1
"3970",1985,33,2,2.35619449019234,2,2,0
"3971",1986,33,2,2.35619449019234,0.25,0.666666666666667,1
"3972",1986,33,2,2.35619449019234,2,2,0
"3973",1987,33,2,2.35619449019234,0.285714285714286,0.25,1
"3974",1987,33,2,2.35619449019234,2,2,0
"3975",1988,33,2,2.35619449019234,0.285714285714286,0.285714285714286,1
"3976",1988,33,2,2.35619449019234,2,2,0
"3977",1989,33,2,2.35619449019234,0.285714285714286,0.333333333333333,1
"3978",1989,33,2,2.35619449019234,2,2,0
"3979",1990,33,2,2.35619449019234,0.285714285714286,0.4,1
"3980",1990,33,2,2.35619449019234,2,2,0
"3981",1991,33,2,2.35619449019234,0.285714285714286,0.5,1
"3982",1991,33,2,2.35619449019234,2,2,0
"3983",1992,33,2,2.35619449019234,0.285714285714286,0.666666666666667,1
"3984",1992,33,2,2.35619449019234,2,2,0
"3985",1993,33,2,2.35619449019234,0.333333333333333,0.25,1
"3986",1993,33,2,2.35619449019234,2,2,0
"3987",1994,33,2,2.35619449019234,0.333333333333333,0.285714285714286,1
"3988",1994,33,2,2.35619449019234,2,2,0
"3989",1995,33,2,2.35619449019234,0.333333333333333,0.333333333333333,1
"3990",1995,33,2,2.35619449019234,2,2,0
"3991",1996,33,2,2.35619449019234,0.333333333333333,0.4,1
"3992",1996,33,2,2.35619449019234,2,2,0
"3993",1997,33,2,2.35619449019234,0.333333333333333,0.5,1
"3994",1997,33,2,2.35619449019234,2,2,0
"3995",1998,33,2,2.35619449019234,0.333333333333333,0.666666666666667,1
"3996",1998,33,2,2.35619449019234,2,2,0
"3997",1999,33,2,2.35619449019234,0.4,0.25,1
"3998",1999,33,2,2.35619449019234,2,2,0
"3999",2000,33,2,2.35619449019234,0.4,0.285714285714286,1
"4000",2000,33,2,2.35619449019234,2,2,0
"4001",2001,33,2,2.35619449019234,0.4,0.333333333333333,1
"4002",2001,33,2,2.35619449019234,2,2,0
"4003",2002,33,2,2.35619449019234,0.4,0.4,1
"4004",2002,33,2,2.35619449019234,2,2,0
"4005",2003,33,2,2.35619449019234,0.4,0.5,1
"4006",2003,33,2,2.35619449019234,2,2,0
"4007",2004,33,2,2.35619449019234,0.4,0.666666666666667,1
"4008",2004,33,2,2.35619449019234,2,2,0
"4009",2005,33,2,2.35619449019234,0.5,0.25,1
"4010",2005,33,2,2.35619449019234,2,2,0
"4011",2006,33,2,2.35619449019234,0.5,0.285714285714286,1
"4012",2006,33,2,2.35619449019234,2,2,0
"4013",2007,33,2,2.35619449019234,0.5,0.333333333333333,1
"4014",2007,33,2,2.35619449019234,2,2,0
"4015",2008,33,2,2.35619449019234,0.5,0.4,1
"4016",2008,33,2,2.35619449019234,2,2,0
"4017",2009,33,2,2.35619449019234,0.5,0.5,1
"4018",2009,33,2,2.35619449019234,2,2,0
"4019",2010,33,2,2.35619449019234,0.5,0.666666666666667,1
"4020",2010,33,2,2.35619449019234,2,2,0
"4021",2011,33,2,2.35619449019234,0.666666666666667,0.25,1
"4022",2011,33,2,2.35619449019234,2,2,0
"4023",2012,33,2,2.35619449019234,0.666666666666667,0.285714285714286,1
"4024",2012,33,2,2.35619449019234,2,2,0
"4025",2013,33,2,2.35619449019234,0.666666666666667,0.333333333333333,1
"4026",2013,33,2,2.35619449019234,2,2,0
"4027",2014,33,2,2.35619449019234,0.666666666666667,0.4,1
"4028",2014,33,2,2.35619449019234,2,2,0
"4029",2015,33,2,2.35619449019234,0.666666666666667,0.5,1
"4030",2015,33,2,2.35619449019234,2,2,0
"4031",2016,33,2,2.35619449019234,0.666666666666667,0.666666666666667,1
"4032",2016,33,2,2.35619449019234,2,2,0
"4033",2017,67,2,2.35619449019234,0.25,0.25,1
"4034",2017,67,2,2.35619449019234,2,2,0
"4035",2018,67,2,2.35619449019234,0.25,0.285714285714286,1
"4036",2018,67,2,2.35619449019234,2,2,0
"4037",2019,67,2,2.35619449019234,0.25,0.333333333333333,1
"4038",2019,67,2,2.35619449019234,2,2,0
"4039",2020,67,2,2.35619449019234,0.25,0.4,1
"4040",2020,67,2,2.35619449019234,2,2,0
"4041",2021,67,2,2.35619449019234,0.25,0.5,1
"4042",2021,67,2,2.35619449019234,2,2,0
"4043",2022,67,2,2.35619449019234,0.25,0.666666666666667,1
"4044",2022,67,2,2.35619449019234,2,2,0
"4045",2023,67,2,2.35619449019234,0.285714285714286,0.25,1
"4046",2023,67,2,2.35619449019234,2,2,0
"4047",2024,67,2,2.35619449019234,0.285714285714286,0.285714285714286,1
"4048",2024,67,2,2.35619449019234,2,2,0
"4049",2025,67,2,2.35619449019234,0.285714285714286,0.333333333333333,1
"4050",2025,67,2,2.35619449019234,2,2,0
"4051",2026,67,2,2.35619449019234,0.285714285714286,0.4,1
"4052",2026,67,2,2.35619449019234,2,2,0
"4053",2027,67,2,2.35619449019234,0.285714285714286,0.5,1
"4054",2027,67,2,2.35619449019234,2,2,0
"4055",2028,67,2,2.35619449019234,0.285714285714286,0.666666666666667,1
"4056",2028,67,2,2.35619449019234,2,2,0
"4057",2029,67,2,2.35619449019234,0.333333333333333,0.25,1
"4058",2029,67,2,2.35619449019234,2,2,0
"4059",2030,67,2,2.35619449019234,0.333333333333333,0.285714285714286,1
"4060",2030,67,2,2.35619449019234,2,2,0
"4061",2031,67,2,2.35619449019234,0.333333333333333,0.333333333333333,1
"4062",2031,67,2,2.35619449019234,2,2,0
"4063",2032,67,2,2.35619449019234,0.333333333333333,0.4,1
"4064",2032,67,2,2.35619449019234,2,2,0
"4065",2033,67,2,2.35619449019234,0.333333333333333,0.5,1
"4066",2033,67,2,2.35619449019234,2,2,0
"4067",2034,67,2,2.35619449019234,0.333333333333333,0.666666666666667,1
"4068",2034,67,2,2.35619449019234,2,2,0
"4069",2035,67,2,2.35619449019234,0.4,0.25,1
"4070",2035,67,2,2.35619449019234,2,2,0
"4071",2036,67,2,2.35619449019234,0.4,0.285714285714286,1
"4072",2036,67,2,2.35619449019234,2,2,0
"4073",2037,67,2,2.35619449019234,0.4,0.333333333333333,1
"4074",2037,67,2,2.35619449019234,2,2,0
"4075",2038,67,2,2.35619449019234,0.4,0.4,1
"4076",2038,67,2,2.35619449019234,2,2,0
"4077",2039,67,2,2.35619449019234,0.4,0.5,1
"4078",2039,67,2,2.35619449019234,2,2,0
"4079",2040,67,2,2.35619449019234,0.4,0.666666666666667,1
"4080",2040,67,2,2.35619449019234,2,2,0
"4081",2041,67,2,2.35619449019234,0.5,0.25,1
"4082",2041,67,2,2.35619449019234,2,2,0
"4083",2042,67,2,2.35619449019234,0.5,0.285714285714286,1
"4084",2042,67,2,2.35619449019234,2,2,0
"4085",2043,67,2,2.35619449019234,0.5,0.333333333333333,1
"4086",2043,67,2,2.35619449019234,2,2,0
"4087",2044,67,2,2.35619449019234,0.5,0.4,1
"4088",2044,67,2,2.35619449019234,2,2,0
"4089",2045,67,2,2.35619449019234,0.5,0.5,1
"4090",2045,67,2,2.35619449019234,2,2,0
"4091",2046,67,2,2.35619449019234,0.5,0.666666666666667,1
"4092",2046,67,2,2.35619449019234,2,2,0
"4093",2047,67,2,2.35619449019234,0.666666666666667,0.25,1
"4094",2047,67,2,2.35619449019234,2,2,0
"4095",2048,67,2,2.35619449019234,0.666666666666667,0.285714285714286,1
"4096",2048,67,2,2.35619449019234,2,2,0
"4097",2049,67,2,2.35619449019234,0.666666666666667,0.333333333333333,1
"4098",2049,67,2,2.35619449019234,2,2,0
"4099",2050,67,2,2.35619449019234,0.666666666666667,0.4,1
"4100",2050,67,2,2.35619449019234,2,2,0
"4101",2051,67,2,2.35619449019234,0.666666666666667,0.5,1
"4102",2051,67,2,2.35619449019234,2,2,0
"4103",2052,67,2,2.35619449019234,0.666666666666667,0.666666666666667,1
"4104",2052,67,2,2.35619449019234,2,2,0
"4105",2053,100,2,2.35619449019234,0.25,0.25,1
"4106",2053,100,2,2.35619449019234,2,2,0
"4107",2054,100,2,2.35619449019234,0.25,0.285714285714286,1
"4108",2054,100,2,2.35619449019234,2,2,0
"4109",2055,100,2,2.35619449019234,0.25,0.333333333333333,1
"4110",2055,100,2,2.35619449019234,2,2,0
"4111",2056,100,2,2.35619449019234,0.25,0.4,1
"4112",2056,100,2,2.35619449019234,2,2,0
"4113",2057,100,2,2.35619449019234,0.25,0.5,1
"4114",2057,100,2,2.35619449019234,2,2,0
"4115",2058,100,2,2.35619449019234,0.25,0.666666666666667,1
"4116",2058,100,2,2.35619449019234,2,2,0
"4117",2059,100,2,2.35619449019234,0.285714285714286,0.25,1
"4118",2059,100,2,2.35619449019234,2,2,0
"4119",2060,100,2,2.35619449019234,0.285714285714286,0.285714285714286,1
"4120",2060,100,2,2.35619449019234,2,2,0
"4121",2061,100,2,2.35619449019234,0.285714285714286,0.333333333333333,1
"4122",2061,100,2,2.35619449019234,2,2,0
"4123",2062,100,2,2.35619449019234,0.285714285714286,0.4,1
"4124",2062,100,2,2.35619449019234,2,2,0
"4125",2063,100,2,2.35619449019234,0.285714285714286,0.5,1
"4126",2063,100,2,2.35619449019234,2,2,0
"4127",2064,100,2,2.35619449019234,0.285714285714286,0.666666666666667,1
"4128",2064,100,2,2.35619449019234,2,2,0
"4129",2065,100,2,2.35619449019234,0.333333333333333,0.25,1
"4130",2065,100,2,2.35619449019234,2,2,0
"4131",2066,100,2,2.35619449019234,0.333333333333333,0.285714285714286,1
"4132",2066,100,2,2.35619449019234,2,2,0
"4133",2067,100,2,2.35619449019234,0.333333333333333,0.333333333333333,1
"4134",2067,100,2,2.35619449019234,2,2,0
"4135",2068,100,2,2.35619449019234,0.333333333333333,0.4,1
"4136",2068,100,2,2.35619449019234,2,2,0
"4137",2069,100,2,2.35619449019234,0.333333333333333,0.5,1
"4138",2069,100,2,2.35619449019234,2,2,0
"4139",2070,100,2,2.35619449019234,0.333333333333333,0.666666666666667,1
"4140",2070,100,2,2.35619449019234,2,2,0
"4141",2071,100,2,2.35619449019234,0.4,0.25,1
"4142",2071,100,2,2.35619449019234,2,2,0
"4143",2072,100,2,2.35619449019234,0.4,0.285714285714286,1
"4144",2072,100,2,2.35619449019234,2,2,0
"4145",2073,100,2,2.35619449019234,0.4,0.333333333333333,1
"4146",2073,100,2,2.35619449019234,2,2,0
"4147",2074,100,2,2.35619449019234,0.4,0.4,1
"4148",2074,100,2,2.35619449019234,2,2,0
"4149",2075,100,2,2.35619449019234,0.4,0.5,1
"4150",2075,100,2,2.35619449019234,2,2,0
"4151",2076,100,2,2.35619449019234,0.4,0.666666666666667,1
"4152",2076,100,2,2.35619449019234,2,2,0
"4153",2077,100,2,2.35619449019234,0.5,0.25,1
"4154",2077,100,2,2.35619449019234,2,2,0
"4155",2078,100,2,2.35619449019234,0.5,0.285714285714286,1
"4156",2078,100,2,2.35619449019234,2,2,0
"4157",2079,100,2,2.35619449019234,0.5,0.333333333333333,1
"4158",2079,100,2,2.35619449019234,2,2,0
"4159",2080,100,2,2.35619449019234,0.5,0.4,1
"4160",2080,100,2,2.35619449019234,2,2,0
"4161",2081,100,2,2.35619449019234,0.5,0.5,1
"4162",2081,100,2,2.35619449019234,2,2,0
"4163",2082,100,2,2.35619449019234,0.5,0.666666666666667,1
"4164",2082,100,2,2.35619449019234,2,2,0
"4165",2083,100,2,2.35619449019234,0.666666666666667,0.25,1
"4166",2083,100,2,2.35619449019234,2,2,0
"4167",2084,100,2,2.35619449019234,0.666666666666667,0.285714285714286,1
"4168",2084,100,2,2.35619449019234,2,2,0
"4169",2085,100,2,2.35619449019234,0.666666666666667,0.333333333333333,1
"4170",2085,100,2,2.35619449019234,2,2,0
"4171",2086,100,2,2.35619449019234,0.666666666666667,0.4,1
"4172",2086,100,2,2.35619449019234,2,2,0
"4173",2087,100,2,2.35619449019234,0.666666666666667,0.5,1
"4174",2087,100,2,2.35619449019234,2,2,0
"4175",2088,100,2,2.35619449019234,0.666666666666667,0.666666666666667,1
"4176",2088,100,2,2.35619449019234,2,2,0
"4177",2089,133,2,2.35619449019234,0.25,0.25,1
"4178",2089,133,2,2.35619449019234,2,2,0
"4179",2090,133,2,2.35619449019234,0.25,0.285714285714286,1
"4180",2090,133,2,2.35619449019234,2,2,0
"4181",2091,133,2,2.35619449019234,0.25,0.333333333333333,1
"4182",2091,133,2,2.35619449019234,2,2,0
"4183",2092,133,2,2.35619449019234,0.25,0.4,1
"4184",2092,133,2,2.35619449019234,2,2,0
"4185",2093,133,2,2.35619449019234,0.25,0.5,1
"4186",2093,133,2,2.35619449019234,2,2,0
"4187",2094,133,2,2.35619449019234,0.25,0.666666666666667,1
"4188",2094,133,2,2.35619449019234,2,2,0
"4189",2095,133,2,2.35619449019234,0.285714285714286,0.25,1
"4190",2095,133,2,2.35619449019234,2,2,0
"4191",2096,133,2,2.35619449019234,0.285714285714286,0.285714285714286,1
"4192",2096,133,2,2.35619449019234,2,2,0
"4193",2097,133,2,2.35619449019234,0.285714285714286,0.333333333333333,1
"4194",2097,133,2,2.35619449019234,2,2,0
"4195",2098,133,2,2.35619449019234,0.285714285714286,0.4,1
"4196",2098,133,2,2.35619449019234,2,2,0
"4197",2099,133,2,2.35619449019234,0.285714285714286,0.5,1
"4198",2099,133,2,2.35619449019234,2,2,0
"4199",2100,133,2,2.35619449019234,0.285714285714286,0.666666666666667,1
"4200",2100,133,2,2.35619449019234,2,2,0
"4201",2101,133,2,2.35619449019234,0.333333333333333,0.25,1
"4202",2101,133,2,2.35619449019234,2,2,0
"4203",2102,133,2,2.35619449019234,0.333333333333333,0.285714285714286,1
"4204",2102,133,2,2.35619449019234,2,2,0
"4205",2103,133,2,2.35619449019234,0.333333333333333,0.333333333333333,1
"4206",2103,133,2,2.35619449019234,2,2,0
"4207",2104,133,2,2.35619449019234,0.333333333333333,0.4,1
"4208",2104,133,2,2.35619449019234,2,2,0
"4209",2105,133,2,2.35619449019234,0.333333333333333,0.5,1
"4210",2105,133,2,2.35619449019234,2,2,0
"4211",2106,133,2,2.35619449019234,0.333333333333333,0.666666666666667,1
"4212",2106,133,2,2.35619449019234,2,2,0
"4213",2107,133,2,2.35619449019234,0.4,0.25,1
"4214",2107,133,2,2.35619449019234,2,2,0
"4215",2108,133,2,2.35619449019234,0.4,0.285714285714286,1
"4216",2108,133,2,2.35619449019234,2,2,0
"4217",2109,133,2,2.35619449019234,0.4,0.333333333333333,1
"4218",2109,133,2,2.35619449019234,2,2,0
"4219",2110,133,2,2.35619449019234,0.4,0.4,1
"4220",2110,133,2,2.35619449019234,2,2,0
"4221",2111,133,2,2.35619449019234,0.4,0.5,1
"4222",2111,133,2,2.35619449019234,2,2,0
"4223",2112,133,2,2.35619449019234,0.4,0.666666666666667,1
"4224",2112,133,2,2.35619449019234,2,2,0
"4225",2113,133,2,2.35619449019234,0.5,0.25,1
"4226",2113,133,2,2.35619449019234,2,2,0
"4227",2114,133,2,2.35619449019234,0.5,0.285714285714286,1
"4228",2114,133,2,2.35619449019234,2,2,0
"4229",2115,133,2,2.35619449019234,0.5,0.333333333333333,1
"4230",2115,133,2,2.35619449019234,2,2,0
"4231",2116,133,2,2.35619449019234,0.5,0.4,1
"4232",2116,133,2,2.35619449019234,2,2,0
"4233",2117,133,2,2.35619449019234,0.5,0.5,1
"4234",2117,133,2,2.35619449019234,2,2,0
"4235",2118,133,2,2.35619449019234,0.5,0.666666666666667,1
"4236",2118,133,2,2.35619449019234,2,2,0
"4237",2119,133,2,2.35619449019234,0.666666666666667,0.25,1
"4238",2119,133,2,2.35619449019234,2,2,0
"4239",2120,133,2,2.35619449019234,0.666666666666667,0.285714285714286,1
"4240",2120,133,2,2.35619449019234,2,2,0
"4241",2121,133,2,2.35619449019234,0.666666666666667,0.333333333333333,1
"4242",2121,133,2,2.35619449019234,2,2,0
"4243",2122,133,2,2.35619449019234,0.666666666666667,0.4,1
"4244",2122,133,2,2.35619449019234,2,2,0
"4245",2123,133,2,2.35619449019234,0.666666666666667,0.5,1
"4246",2123,133,2,2.35619449019234,2,2,0
"4247",2124,133,2,2.35619449019234,0.666666666666667,0.666666666666667,1
"4248",2124,133,2,2.35619449019234,2,2,0
"4249",2125,167,2,2.35619449019234,0.25,0.25,1
"4250",2125,167,2,2.35619449019234,2,2,0
"4251",2126,167,2,2.35619449019234,0.25,0.285714285714286,1
"4252",2126,167,2,2.35619449019234,2,2,0
"4253",2127,167,2,2.35619449019234,0.25,0.333333333333333,1
"4254",2127,167,2,2.35619449019234,2,2,0
"4255",2128,167,2,2.35619449019234,0.25,0.4,1
"4256",2128,167,2,2.35619449019234,2,2,0
"4257",2129,167,2,2.35619449019234,0.25,0.5,1
"4258",2129,167,2,2.35619449019234,2,2,0
"4259",2130,167,2,2.35619449019234,0.25,0.666666666666667,1
"4260",2130,167,2,2.35619449019234,2,2,0
"4261",2131,167,2,2.35619449019234,0.285714285714286,0.25,1
"4262",2131,167,2,2.35619449019234,2,2,0
"4263",2132,167,2,2.35619449019234,0.285714285714286,0.285714285714286,1
"4264",2132,167,2,2.35619449019234,2,2,0
"4265",2133,167,2,2.35619449019234,0.285714285714286,0.333333333333333,1
"4266",2133,167,2,2.35619449019234,2,2,0
"4267",2134,167,2,2.35619449019234,0.285714285714286,0.4,1
"4268",2134,167,2,2.35619449019234,2,2,0
"4269",2135,167,2,2.35619449019234,0.285714285714286,0.5,1
"4270",2135,167,2,2.35619449019234,2,2,0
"4271",2136,167,2,2.35619449019234,0.285714285714286,0.666666666666667,1
"4272",2136,167,2,2.35619449019234,2,2,0
"4273",2137,167,2,2.35619449019234,0.333333333333333,0.25,1
"4274",2137,167,2,2.35619449019234,2,2,0
"4275",2138,167,2,2.35619449019234,0.333333333333333,0.285714285714286,1
"4276",2138,167,2,2.35619449019234,2,2,0
"4277",2139,167,2,2.35619449019234,0.333333333333333,0.333333333333333,1
"4278",2139,167,2,2.35619449019234,2,2,0
"4279",2140,167,2,2.35619449019234,0.333333333333333,0.4,1
"4280",2140,167,2,2.35619449019234,2,2,0
"4281",2141,167,2,2.35619449019234,0.333333333333333,0.5,1
"4282",2141,167,2,2.35619449019234,2,2,0
"4283",2142,167,2,2.35619449019234,0.333333333333333,0.666666666666667,1
"4284",2142,167,2,2.35619449019234,2,2,0
"4285",2143,167,2,2.35619449019234,0.4,0.25,1
"4286",2143,167,2,2.35619449019234,2,2,0
"4287",2144,167,2,2.35619449019234,0.4,0.285714285714286,1
"4288",2144,167,2,2.35619449019234,2,2,0
"4289",2145,167,2,2.35619449019234,0.4,0.333333333333333,1
"4290",2145,167,2,2.35619449019234,2,2,0
"4291",2146,167,2,2.35619449019234,0.4,0.4,1
"4292",2146,167,2,2.35619449019234,2,2,0
"4293",2147,167,2,2.35619449019234,0.4,0.5,1
"4294",2147,167,2,2.35619449019234,2,2,0
"4295",2148,167,2,2.35619449019234,0.4,0.666666666666667,1
"4296",2148,167,2,2.35619449019234,2,2,0
"4297",2149,167,2,2.35619449019234,0.5,0.25,1
"4298",2149,167,2,2.35619449019234,2,2,0
"4299",2150,167,2,2.35619449019234,0.5,0.285714285714286,1
"4300",2150,167,2,2.35619449019234,2,2,0
"4301",2151,167,2,2.35619449019234,0.5,0.333333333333333,1
"4302",2151,167,2,2.35619449019234,2,2,0
"4303",2152,167,2,2.35619449019234,0.5,0.4,1
"4304",2152,167,2,2.35619449019234,2,2,0
"4305",2153,167,2,2.35619449019234,0.5,0.5,1
"4306",2153,167,2,2.35619449019234,2,2,0
"4307",2154,167,2,2.35619449019234,0.5,0.666666666666667,1
"4308",2154,167,2,2.35619449019234,2,2,0
"4309",2155,167,2,2.35619449019234,0.666666666666667,0.25,1
"4310",2155,167,2,2.35619449019234,2,2,0
"4311",2156,167,2,2.35619449019234,0.666666666666667,0.285714285714286,1
"4312",2156,167,2,2.35619449019234,2,2,0
"4313",2157,167,2,2.35619449019234,0.666666666666667,0.333333333333333,1
"4314",2157,167,2,2.35619449019234,2,2,0
"4315",2158,167,2,2.35619449019234,0.666666666666667,0.4,1
"4316",2158,167,2,2.35619449019234,2,2,0
"4317",2159,167,2,2.35619449019234,0.666666666666667,0.5,1
"4318",2159,167,2,2.35619449019234,2,2,0
"4319",2160,167,2,2.35619449019234,0.666666666666667,0.666666666666667,1
"4320",2160,167,2,2.35619449019234,2,2,0
"4321",2161,33,2,3.14159265358979,0.25,0.25,1
"4322",2161,33,2,3.14159265358979,2,2,0
"4323",2162,33,2,3.14159265358979,0.25,0.285714285714286,1
"4324",2162,33,2,3.14159265358979,2,2,0
"4325",2163,33,2,3.14159265358979,0.25,0.333333333333333,1
"4326",2163,33,2,3.14159265358979,2,2,0
"4327",2164,33,2,3.14159265358979,0.25,0.4,1
"4328",2164,33,2,3.14159265358979,2,2,0
"4329",2165,33,2,3.14159265358979,0.25,0.5,1
