"","ID","R","N","sd","interest"
"1252",1252,0,300,0.6,0
"1253",1253,0,300,0.65,0
"1254",1254,0,300,0.7,0
"1255",1255,0,300,0.75,0
"1256",1256,0,300,0.8,0
"1257",1257,0,300,0.85,0
"1258",1258,0,300,0.9,0
"1259",1259,0,300,0.95,0
"1260",1260,0,300,1,0
"1261",1261,0,300,0.3,0
"1262",1262,0,300,0.35,0
"1263",1263,0,300,0.4,0
"1264",1264,0,300,0.45,0
"1265",1265,0,300,0.5,0
"1266",1266,0,300,0.55,0
"1267",1267,0,300,0.6,0
"1268",1268,0,300,0.65,0
"1269",1269,0,300,0.7,0
"1270",1270,0,300,0.75,0
"1271",1271,0,300,0.8,0
"1272",1272,0,300,0.85,0
"1273",1273,0,300,0.9,0
"1274",1274,0,300,0.95,0
"1275",1275,0,300,1,0
"1276",1276,0,300,0.3,0
"1277",1277,0,300,0.35,0
"1278",1278,0,300,0.4,0
"1279",1279,0,300,0.45,0
"1280",1280,0,300,0.5,0
"1281",1281,0,300,0.55,0
"1282",1282,0,300,0.6,0
"1283",1283,0,300,0.65,0
"1284",1284,0,300,0.7,0
"1285",1285,0,300,0.75,0
"1286",1286,0,300,0.8,0
"1287",1287,0,300,0.85,0
"1288",1288,0,300,0.9,0
"1289",1289,0,300,0.95,0
"1290",1290,0,300,1,0
"1291",1291,0,300,0.3,0
"1292",1292,0,300,0.35,0
"1293",1293,0,300,0.4,0
"1294",1294,0,300,0.45,0
"1295",1295,0,300,0.5,0
"1296",1296,0,300,0.55,0
"1297",1297,0,300,0.6,0
"1298",1298,0,300,0.65,0
"1299",1299,0,300,0.7,0
"1300",1300,0,300,0.75,0
"1301",1301,0,300,0.8,0
"1302",1302,0,300,0.85,0
"1303",1303,0,300,0.9,0
"1304",1304,0,300,0.95,0
"1305",1305,0,300,1,0
"1306",1306,0,300,0.3,0
"1307",1307,0,300,0.35,0
"1308",1308,0,300,0.4,0
"1309",1309,0,300,0.45,0
"1310",1310,0,300,0.5,0
"1311",1311,0,300,0.55,0
"1312",1312,0,300,0.6,0
"1313",1313,0,300,0.65,0
"1314",1314,0,300,0.7,0
"1315",1315,0,300,0.75,0
"1316",1316,0,300,0.8,0
"1317",1317,0,300,0.85,0
"1318",1318,0,300,0.9,0
"1319",1319,0,300,0.95,0
"1320",1320,0,300,1,0
"1321",1321,0,400,0.3,0
"1322",1322,0,400,0.35,0
"1323",1323,0,400,0.4,0
"1324",1324,0,400,0.45,0
"1325",1325,0,400,0.5,0
"1326",1326,0,400,0.55,0
"1327",1327,0,400,0.6,0
"1328",1328,0,400,0.65,0
"1329",1329,0,400,0.7,0
"1330",1330,0,400,0.75,0
"1331",1331,0,400,0.8,0
"1332",1332,0,400,0.85,0
"1333",1333,0,400,0.9,0
"1334",1334,0,400,0.95,0
"1335",1335,0,400,1,0
"1336",1336,0,400,0.3,0
"1337",1337,0,400,0.35,0
"1338",1338,0,400,0.4,0
"1339",1339,0,400,0.45,0
"1340",1340,0,400,0.5,0
"1341",1341,0,400,0.55,0
"1342",1342,0,400,0.6,0
"1343",1343,0,400,0.65,0
"1344",1344,0,400,0.7,0
"1345",1345,0,400,0.75,0
"1346",1346,0,400,0.8,0
"1347",1347,0,400,0.85,0
"1348",1348,0,400,0.9,0
"1349",1349,0,400,0.95,0
"1350",1350,0,400,1,0
"1351",1351,0,400,0.3,0
"1352",1352,0,400,0.35,0
"1353",1353,0,400,0.4,0
"1354",1354,0,400,0.45,0
"1355",1355,0,400,0.5,0
"1356",1356,0,400,0.55,0
"1357",1357,0,400,0.6,0
"1358",1358,0,400,0.65,0
"1359",1359,0,400,0.7,0
"1360",1360,0,400,0.75,0
"1361",1361,0,400,0.8,0
"1362",1362,0,400,0.85,0
"1363",1363,0,400,0.9,0
"1364",1364,0,400,0.95,0
"1365",1365,0,400,1,0
"1366",1366,0,400,0.3,0
"1367",1367,0,400,0.35,0
"1368",1368,0,400,0.4,0
"1369",1369,0,400,0.45,0
"1370",1370,0,400,0.5,0
"1371",1371,0,400,0.55,0
"1372",1372,0,400,0.6,0
"1373",1373,0,400,0.65,0
"1374",1374,0,400,0.7,0
"1375",1375,0,400,0.75,0
"1376",1376,0,400,0.8,0
"1377",1377,0,400,0.85,0
"1378",1378,0,400,0.9,0
"1379",1379,0,400,0.95,0
"1380",1380,0,400,1,0
"1381",1381,0,400,0.3,0
"1382",1382,0,400,0.35,0
"1383",1383,0,400,0.4,0
"1384",1384,0,400,0.45,0
"1385",1385,0,400,0.5,0
"1386",1386,0,400,0.55,0
"1387",1387,0,400,0.6,0
"1388",1388,0,400,0.65,0
"1389",1389,0,400,0.7,0
"1390",1390,0,400,0.75,0
"1391",1391,0,400,0.8,0
"1392",1392,0,400,0.85,0
"1393",1393,0,400,0.9,0
"1394",1394,0,400,0.95,0
"1395",1395,0,400,1,0
"1396",1396,0,400,0.3,0
"1397",1397,0,400,0.35,0
"1398",1398,0,400,0.4,0
"1399",1399,0,400,0.45,0
"1400",1400,0,400,0.5,0
"1401",1401,0,400,0.55,0
"1402",1402,0,400,0.6,0
"1403",1403,0,400,0.65,0
"1404",1404,0,400,0.7,0
"1405",1405,0,400,0.75,0
"1406",1406,0,400,0.8,0
"1407",1407,0,400,0.85,0
"1408",1408,0,400,0.9,0
"1409",1409,0,400,0.95,0
"1410",1410,0,400,1,0
"1411",1411,0,400,0.3,0
"1412",1412,0,400,0.35,0
"1413",1413,0,400,0.4,0
"1414",1414,0,400,0.45,0
"1415",1415,0,400,0.5,0
"1416",1416,0,400,0.55,0
"1417",1417,0,400,0.6,0
"1418",1418,0,400,0.65,0
"1419",1419,0,400,0.7,0
"1420",1420,0,400,0.75,0
"1421",1421,0,400,0.8,0
"1422",1422,0,400,0.85,0
"1423",1423,0,400,0.9,0
"1424",1424,0,400,0.95,0
"1425",1425,0,400,1,0
"1426",1426,0,400,0.3,0
"1427",1427,0,400,0.35,0
"1428",1428,0,400,0.4,0
"1429",1429,0,400,0.45,0
"1430",1430,0,400,0.5,0
"1431",1431,0,400,0.55,0
"1432",1432,0,400,0.6,0
"1433",1433,0,400,0.65,0
"1434",1434,0,400,0.7,0
"1435",1435,0,400,0.75,0
"1436",1436,0,400,0.8,0
"1437",1437,0,400,0.85,0
"1438",1438,0,400,0.9,0
"1439",1439,0,400,0.95,0
"1440",1440,0,400,1,0
"1441",1441,0,400,0.3,0
"1442",1442,0,400,0.35,0
"1443",1443,0,400,0.4,0
"1444",1444,0,400,0.45,0
"1445",1445,0,400,0.5,0
"1446",1446,0,400,0.55,0
"1447",1447,0,400,0.6,0
"1448",1448,0,400,0.65,0
"1449",1449,0,400,0.7,0
"1450",1450,0,400,0.75,0
"1451",1451,0,400,0.8,0
"1452",1452,0,400,0.85,0
"1453",1453,0,400,0.9,0
"1454",1454,0,400,0.95,0
"1455",1455,0,400,1,0
"1456",1456,0,400,0.3,0
"1457",1457,0,400,0.35,0
"1458",1458,0,400,0.4,0
"1459",1459,0,400,0.45,0
"1460",1460,0,400,0.5,0
"1461",1461,0,400,0.55,0
"1462",1462,0,400,0.6,0
"1463",1463,0,400,0.65,0
"1464",1464,0,400,0.7,0
"1465",1465,0,400,0.75,0
"1466",1466,0,400,0.8,0
"1467",1467,0,400,0.85,0
"1468",1468,0,400,0.9,0
"1469",1469,0,400,0.95,0
"1470",1470,0,400,1,0
"1471",1471,0,400,0.3,0
"1472",1472,0,400,0.35,0
"1473",1473,0,400,0.4,0
"1474",1474,0,400,0.45,0
"1475",1475,0,400,0.5,0
"1476",1476,0,400,0.55,0
"1477",1477,0,400,0.6,0
"1478",1478,0,400,0.65,0
"1479",1479,0,400,0.7,0
"1480",1480,0,400,0.75,0
"1481",1481,0,400,0.8,0
"1482",1482,0,400,0.85,0
"1483",1483,0,400,0.9,0
"1484",1484,0,400,0.95,0
"1485",1485,0,400,1,0
"1486",1486,0,500,0.3,0
"1487",1487,0,500,0.35,0
"1488",1488,0,500,0.4,0
"1489",1489,0,500,0.45,0
"1490",1490,0,500,0.5,0
"1491",1491,0,500,0.55,0
"1492",1492,0,500,0.6,0
"1493",1493,0,500,0.65,0
"1494",1494,0,500,0.7,0
"1495",1495,0,500,0.75,0
"1496",1496,0,500,0.8,0
"1497",1497,0,500,0.85,0
"1498",1498,0,500,0.9,0
"1499",1499,0,500,0.95,0
"1500",1500,0,500,1,0
"1501",1501,0,500,0.3,0
"1502",1502,0,500,0.35,0
"1503",1503,0,500,0.4,0
"1504",1504,0,500,0.45,0
"1505",1505,0,500,0.5,0
"1506",1506,0,500,0.55,0
"1507",1507,0,500,0.6,0
"1508",1508,0,500,0.65,0
"1509",1509,0,500,0.7,0
"1510",1510,0,500,0.75,0
"1511",1511,0,500,0.8,0
"1512",1512,0,500,0.85,0
"1513",1513,0,500,0.9,0
"1514",1514,0,500,0.95,0
"1515",1515,0,500,1,0
"1516",1516,0,500,0.3,0
"1517",1517,0,500,0.35,0
"1518",1518,0,500,0.4,0
"1519",1519,0,500,0.45,0
"1520",1520,0,500,0.5,0
"1521",1521,0,500,0.55,0
"1522",1522,0,500,0.6,0
"1523",1523,0,500,0.65,0
"1524",1524,0,500,0.7,0
"1525",1525,0,500,0.75,0
"1526",1526,0,500,0.8,0
"1527",1527,0,500,0.85,0
"1528",1528,0,500,0.9,0
"1529",1529,0,500,0.95,0
"1530",1530,0,500,1,0
"1531",1531,0,500,0.3,0
"1532",1532,0,500,0.35,0
"1533",1533,0,500,0.4,0
"1534",1534,0,500,0.45,0
"1535",1535,0,500,0.5,0
"1536",1536,0,500,0.55,0
"1537",1537,0,500,0.6,0
"1538",1538,0,500,0.65,0
"1539",1539,0,500,0.7,0
"1540",1540,0,500,0.75,0
"1541",1541,0,500,0.8,0
"1542",1542,0,500,0.85,0
"1543",1543,0,500,0.9,0
"1544",1544,0,500,0.95,0
"1545",1545,0,500,1,0
"1546",1546,0,500,0.3,0
"1547",1547,0,500,0.35,0
"1548",1548,0,500,0.4,0
"1549",1549,0,500,0.45,0
"1550",1550,0,500,0.5,0
"1551",1551,0,500,0.55,0
"1552",1552,0,500,0.6,0
"1553",1553,0,500,0.65,0
"1554",1554,0,500,0.7,0
"1555",1555,0,500,0.75,0
"1556",1556,0,500,0.8,0
"1557",1557,0,500,0.85,0
"1558",1558,0,500,0.9,0
"1559",1559,0,500,0.95,0
"1560",1560,0,500,1,0
"1561",1561,0,500,0.3,0
"1562",1562,0,500,0.35,0
"1563",1563,0,500,0.4,0
"1564",1564,0,500,0.45,0
"1565",1565,0,500,0.5,0
"1566",1566,0,500,0.55,0
"1567",1567,0,500,0.6,0
"1568",1568,0,500,0.65,0
"1569",1569,0,500,0.7,0
"1570",1570,0,500,0.75,0
"1571",1571,0,500,0.8,0
"1572",1572,0,500,0.85,0
"1573",1573,0,500,0.9,0
"1574",1574,0,500,0.95,0
"1575",1575,0,500,1,0
"1576",1576,0,500,0.3,0
"1577",1577,0,500,0.35,0
"1578",1578,0,500,0.4,0
"1579",1579,0,500,0.45,0
"1580",1580,0,500,0.5,0
"1581",1581,0,500,0.55,0
"1582",1582,0,500,0.6,0
"1583",1583,0,500,0.65,0
"1584",1584,0,500,0.7,0
"1585",1585,0,500,0.75,0
"1586",1586,0,500,0.8,0
"1587",1587,0,500,0.85,0
"1588",1588,0,500,0.9,0
"1589",1589,0,500,0.95,0
"1590",1590,0,500,1,0
"1591",1591,0,500,0.3,0
"1592",1592,0,500,0.35,0
"1593",1593,0,500,0.4,0
"1594",1594,0,500,0.45,0
"1595",1595,0,500,0.5,0
"1596",1596,0,500,0.55,0
"1597",1597,0,500,0.6,0
"1598",1598,0,500,0.65,0
"1599",1599,0,500,0.7,0
"1600",1600,0,500,0.75,0
"1601",1601,0,500,0.8,0
"1602",1602,0,500,0.85,0
"1603",1603,0,500,0.9,0
"1604",1604,0,500,0.95,0
"1605",1605,0,500,1,0
"1606",1606,0,500,0.3,0
"1607",1607,0,500,0.35,0
"1608",1608,0,500,0.4,0
"1609",1609,0,500,0.45,0
"1610",1610,0,500,0.5,0
"1611",1611,0,500,0.55,0
"1612",1612,0,500,0.6,0
"1613",1613,0,500,0.65,0
"1614",1614,0,500,0.7,0
"1615",1615,0,500,0.75,0
"1616",1616,0,500,0.8,0
"1617",1617,0,500,0.85,0
"1618",1618,0,500,0.9,0
"1619",1619,0,500,0.95,0
"1620",1620,0,500,1,0
"1621",1621,0,500,0.3,0
"1622",1622,0,500,0.35,0
"1623",1623,0,500,0.4,0
"1624",1624,0,500,0.45,0
"1625",1625,0,500,0.5,0
"1626",1626,0,500,0.55,0
"1627",1627,0,500,0.6,0
"1628",1628,0,500,0.65,0
"1629",1629,0,500,0.7,0
"1630",1630,0,500,0.75,0
"1631",1631,0,500,0.8,0
"1632",1632,0,500,0.85,0
"1633",1633,0,500,0.9,0
"1634",1634,0,500,0.95,0
"1635",1635,0,500,1,0
"1636",1636,0,500,0.3,0
"1637",1637,0,500,0.35,0
"1638",1638,0,500,0.4,0
"1639",1639,0,500,0.45,0
"1640",1640,0,500,0.5,0
"1641",1641,0,500,0.55,0
"1642",1642,0,500,0.6,0
"1643",1643,0,500,0.65,0
"1644",1644,0,500,0.7,0
"1645",1645,0,500,0.75,0
"1646",1646,0,500,0.8,0
"1647",1647,0,500,0.85,0
"1648",1648,0,500,0.9,0
"1649",1649,0,500,0.95,0
"1650",1650,0,500,1,0
