"","ID","1","2","3","4","5","6","7","8","9"
"1",1,0.210057991403816,0.619603131061697,0.00739479567818704,0.0754410527553029,0.0705882352941176,0.664059208221901,0.425946919573123,0.289185492262764,0.39927356997175
"2",2,0.333227270365957,0.662224624981866,0.0103520021638182,0.0619190486028464,0.0833333333333333,0.622991286899243,0.376120292221587,0.409219606533656,0.388311898590882
"3",3,0.0530949877958734,0.596632136316055,0.00240320027754639,0.0893833801880761,0.0217391304347826,0.753812205485664,0.324834662259351,0.343,0.513390774085074
"4",4,0.0324393926738507,0.712153889438251,0.0055375470906178,0.0844426210074246,0.0555555555555556,0.585099949579933,0.503401195737048,0.386737609329446,0.596361472426296
"5",5,0.205268249447661,0.657936999516655,0,0.0732395972781627,0.0888888888888889,0.566471587029939,0.465918211193674,0.358130218654588,0.327679092327813
"6",6,0.2855123810025,0.552559452547384,0.0100233058350188,0.0650359619453256,0.0568181818181818,0.591734547675568,0.511025144120061,0.354432407828858,0.426007523214259
"7",7,0.409984774068457,0.689233258197072,0.03858028907479,0.0632924203469324,0.025,0.512971027297829,0.519087447028171,0.350280419947044,0.483551214755361
"8",8,0.17618748305254,0.594250390315128,0.0080060311853863,0.0625236108065107,0.0666666666666667,0.707535701109501,0.365874813879862,0.415960951186189,0.487634968657639
"9",9,0.378693832974609,0.453163686365326,0.00813446974171825,0.057585838423889,0.0487804878048781,0.548483432747975,0.521610653845254,0.396053314208984,0.453801054091412
"10",10,0.17694385169135,0.541973809697984,0.0028093395402809,0.0580168824898939,0.0777777777777778,0.659542788444459,0.444184977930044,0.409935860058309,0.528577529343642
"11",11,0.131289365791141,0.57569967854968,0.00453526480722188,0.0741346153846154,0.032967032967033,0.741392242635085,0.353927190593284,0.226284027099609,0.478013853722488
"12",12,0.454718425360012,0.555929124438518,0.0272959615365864,0.0578482284049028,0.166666666666667,0.580599213820737,0.432239211521617,0.441048267240319,0.378423792532744
"13",13,0.353494552032022,0.504018578149562,0.0284957789006434,0.0554332191915717,0.0238095238095238,0.535065268796448,0.519731785929274,0.347614288330078,0.249349480117199
"14",14,0.152622641870913,0.523028073900363,0,0.069866822170732,0.0681818181818182,0.618335356052573,0.399559266268923,0.397542234887034,0.401620491960172
"15",15,0.299242994112747,0.704317569709256,0,0.0707837852926433,0.0930232558139535,0.671923335820898,0.372767735634641,0.391168461546134,0.480437239931441
"16",16,0.114841538178826,0.636293087441005,0.0106947205159701,0.0731528323354484,0.0898876404494382,0.53166776866848,0.580832679505106,0.338564710465537,0.547044435921293
"17",17,0.3309848296752,0.666372652925978,0.0338402368031783,0.060369029100659,0.0731707317073171,0.402426919059996,0.545457747840083,0.396053314208984,0.326247207761135
"18",18,0.434942736840791,0.705090343640015,0.00196036579853524,0.0659386089323167,0.0526315789473684,0.508361099228855,0.490956845817958,0.288430439139942,0.385936105654076
"19",19,0.164159252072192,0.571401607858001,0.0114972548857748,0.0787302014184177,0.0930232558139535,0.600400004924195,0.402966598423088,0.354432407828858,0.622107671831714
"20",20,0.310307188260277,0.544374651679817,0.0116916924153501,0.0638151259174342,0.0731707317073171,0.539504799764662,0.498303942665738,0.389270817086388,0.522428092552518
"21",21,0.099865191017881,0.730146523500474,0.00350205771274912,0.0741412048353536,0.0666666666666667,0.667897585513678,0.491136729768447,0.409935860058309,0.593342567198819
"22",22,0.117096705663145,0.547844706719634,0.0132196288379786,0.0665800573630088,0.102272727272727,0.748735059201597,0.373016801568126,0.397542234887034,0.584124766973549
"23",23,0.156188045074051,0.653303316239219,0.0248995174448578,0.0797780933063559,0.0449438202247191,0.632609806545663,0.475170640607022,0.296296296296296,0.3479318880287
"24",24,0.101331427838995,0.598085474832144,0.00532007478665953,0.077643008921084,0.0777777777777778,0.711120487830912,0.408907265661925,0.345198711277651,0.429442302470609
"25",25,0.260538217612656,0.58256638444539,0.00520470502731735,0.0686251480635602,0.0454545454545455,0.648597647388828,0.479396419290789,0.289511151570323,0.446026036734048
"26",26,0.0733770448581591,0.675596801641218,0.0545499430386181,0.0566104617424927,0.0652173913043478,0.666304019375949,0.535999919806357,0.457013898485776,0.720068804234671
"27",27,0.148722243502083,0.684342584334837,0.00459110323880281,0.0551593423396008,0.0470588235294118,0.451717282047817,0.570275628087069,0.2271702559658,0.670166054107766
"28",28,0.089784284498233,0.605478765364296,0.0695849209314796,0.0601013878336152,0.0449438202247191,0.473899120555242,0.562016544746918,0.380507078953697,0.766004032277809
"29",29,0.308636859608384,0.514664328973364,0.0180988805982136,0.0474667423278545,0.024390243902439,0.459982999846521,0.627105202924389,0.333603269443792,0.615950561691643
"30",30,0.300678489171139,0.692890024351543,0,0.0468347221431371,0.0657894736842105,0.558329633683268,0.570533221202882,0.407494157202017,0.635791408411776
"31",31,0.0323503613779002,0.613957156243892,0.0218401736870059,0.062617302583553,0.122222222222222,0.649587469927885,0.601383426898396,0.351719926725015,0.778225909489131
"32",32,0.216278068133278,0.609697442592245,0.101930229834472,0.0544461986762699,0.0476190476190476,0.505803540279078,0.552715652439075,0.201443273606954,0.705103098198191
"33",33,0.28165977842323,0.657124329520562,0.0163275814720347,0.0468764271577615,0.0760869565217391,0.591339101622101,0.492984383648495,0.392857442213288,0.663835568606091
"34",34,0.151582560790236,0.628991674734274,0.0264617710166134,0.0577467995219613,0.0229885057471264,0.596977450099905,0.512305835921396,0.361128502657428,0.656387633066872
"35",35,0.212580929843899,0.597681809128574,0.0604600113674476,0.0454692307692308,0.0697674418604651,0.385776734467801,0.617874790886506,0.384673178061608,0.703144084424142
"36",36,0,0.64454560268664,0.00315320831207549,0.0664257921141191,0.0568181818181818,0.625738018182337,0.538831334460532,0.205550244293575,0.779300076194723
"37",37,0.223232671261046,0.728159617178576,0.0481265798831437,0.0525467492618541,0.051948051948052,0.365833308763246,0.619674357592082,0.428828844705063,0.686582705373784
"38",38,0.120395181286984,0.66641531760669,0.0122062118225201,0.0573818737744753,0.0989010989010989,0.478925550971688,0.635683844748312,0.386737609329446,0.765273704995115
"39",39,0.0620150952272016,0.692549762831494,0.0339551642893955,0.057585838423889,0.0476190476190476,0.472514000050075,0.565734316338675,0.317968221974269,0.719052174582033
"40",40,0.177101780645379,0.62593050277971,0.00930727111160133,0.0496400621396747,0.0568181818181818,0.545173361183161,0.44952827178994,0.303295135498047,0.681563671168794
"41",41,0.198228853821286,0.51374074549443,0,0.0487663287780125,0.0795454545454545,0.384767531213812,0.622771122075624,0.310182976786527,0.748452220004412
