"","ID","n","ar_order","ma_order","ar_mag","ma_mag","signal"
"2112",2112,500,1,0,0.9,0.3,1
"2113",2113,500,1,0,0.9,0.3,1
"2114",2114,500,1,0,0.8,0.3,1
"2115",2115,500,1,0,0.7,0.3,1
"2116",2116,500,1,0,0.8,0.3,1
"2117",2117,500,1,0,0.9,0.3,1
"2118",2118,500,1,0,0.3,0.3,1
"2119",2119,500,1,0,0.9,0.3,1
"2120",2120,500,1,0,0.5,0.3,1
"2121",2121,500,1,0,0.3,0.3,1
"2122",2122,500,1,0,0.6,0.3,1
"2123",2123,500,1,0,0.3,0.3,1
"2124",2124,500,1,0,0.8,0.3,1
"2125",2125,500,1,1,0.7,0.5,1
"2126",2126,500,1,1,0.9,0.9,1
"2127",2127,500,1,1,0.7,0.5,1
"2128",2128,500,1,1,0.6,0.3,1
"2129",2129,500,1,1,0.8,0.9,1
"2130",2130,500,1,1,0.5,0.8,1
"2131",2131,500,1,1,0.7,0.6,1
"2132",2132,500,1,1,0.8,0.7,1
"2133",2133,500,1,1,0.7,0.3,1
"2134",2134,500,1,1,0.3,0.8,1
"2135",2135,500,1,1,0.8,0.5,1
"2136",2136,500,1,1,0.5,0.7,1
"2137",2137,500,1,1,0.9,0.6,1
"2138",2138,500,1,1,0.8,0.5,1
"2139",2139,500,1,1,0.7,0.6,1
"2140",2140,500,1,1,0.8,0.3,1
"2141",2141,500,1,1,0.8,0.6,1
"2142",2142,500,1,1,0.5,0.3,1
"2143",2143,500,1,1,0.6,0.9,1
"2144",2144,500,1,1,0.8,0.7,1
"2145",2145,500,1,1,0.9,0.5,1
"2146",2146,500,1,1,0.9,0.7,1
"2147",2147,500,1,1,0.7,0.6,1
"2148",2148,500,1,1,0.8,0.7,1
"2149",2149,500,1,1,0.3,0.7,1
"2150",2150,500,1,1,0.3,0.8,1
"2151",2151,500,1,1,0.7,0.7,1
"2152",2152,500,1,1,0.9,0.7,1
"2153",2153,500,1,1,0.9,0.5,1
"2154",2154,500,1,1,0.7,0.6,1
"2155",2155,500,1,1,0.9,0.7,1
"2156",2156,500,1,1,0.3,0.9,1
"2157",2157,500,1,1,0.5,0.8,1
"2158",2158,500,1,1,0.9,0.8,1
"2159",2159,500,1,1,0.6,0.8,1
"2160",2160,500,1,1,0.9,0.7,1
"2161",2161,100,0,0,0,0,0
"2162",2162,100,0,0,0,0,0
"2163",2163,100,0,0,0,0,0
"2164",2164,100,0,0,0,0,0
"2165",2165,100,0,0,0,0,0
"2166",2166,100,0,0,0,0,0
"2167",2167,100,0,0,0,0,0
"2168",2168,100,0,0,0,0,0
"2169",2169,100,0,0,0,0,0
"2170",2170,100,0,0,0,0,0
"2171",2171,100,0,0,0,0,0
"2172",2172,100,0,0,0,0,0
"2173",2173,100,0,0,0,0,0
"2174",2174,100,0,0,0,0,0
"2175",2175,100,0,0,0,0,0
"2176",2176,100,0,0,0,0,0
"2177",2177,100,0,0,0,0,0
"2178",2178,100,0,0,0,0,0
"2179",2179,100,0,0,0,0,0
"2180",2180,100,0,0,0,0,0
"2181",2181,100,0,0,0,0,0
"2182",2182,100,0,0,0,0,0
"2183",2183,100,0,0,0,0,0
"2184",2184,100,0,0,0,0,0
"2185",2185,100,0,0,0,0,0
"2186",2186,100,0,0,0,0,0
"2187",2187,100,0,0,0,0,0
"2188",2188,100,0,0,0,0,0
"2189",2189,100,0,0,0,0,0
"2190",2190,100,0,0,0,0,0
"2191",2191,100,0,0,0,0,0
"2192",2192,100,0,0,0,0,0
"2193",2193,100,0,0,0,0,0
"2194",2194,100,0,0,0,0,0
"2195",2195,100,0,0,0,0,0
"2196",2196,100,0,0,0,0,0
"2197",2197,100,0,1,0,0.3,1
"2198",2198,100,0,1,0,0.6,1
"2199",2199,100,0,1,0,0.9,1
"2200",2200,100,0,1,0,0.3,1
"2201",2201,100,0,1,0,0.8,1
"2202",2202,100,0,1,0,0.6,1
"2203",2203,100,0,1,0,0.3,1
"2204",2204,100,0,1,0,0.6,1
"2205",2205,100,0,1,0,0.5,1
"2206",2206,100,0,1,0,0.6,1
"2207",2207,100,0,1,0,0.9,1
"2208",2208,100,0,1,0,0.5,1
"2209",2209,100,0,1,0,0.8,1
"2210",2210,100,0,1,0,0.8,1
"2211",2211,100,0,1,0,0.7,1
"2212",2212,100,0,1,0,0.3,1
"2213",2213,100,0,1,0,0.5,1
"2214",2214,100,0,1,0,0.8,1
"2215",2215,100,0,1,0,0.8,1
"2216",2216,100,0,1,0,0.9,1
"2217",2217,100,0,1,0,0.7,1
"2218",2218,100,0,1,0,0.6,1
"2219",2219,100,0,1,0,0.7,1
"2220",2220,100,0,1,0,0.6,1
"2221",2221,100,0,1,0,0.7,1
"2222",2222,100,0,1,0,0.8,1
"2223",2223,100,0,1,0,0.3,1
"2224",2224,100,0,1,0,0.9,1
"2225",2225,100,0,1,0,0.5,1
"2226",2226,100,0,1,0,0.9,1
"2227",2227,100,0,1,0,0.5,1
"2228",2228,100,0,1,0,0.6,1
"2229",2229,100,0,1,0,0.6,1
"2230",2230,100,0,1,0,0.5,1
"2231",2231,100,0,1,0,0.6,1
"2232",2232,100,0,1,0,0.8,1
"2233",2233,100,1,0,0.8,0.8,1
"2234",2234,100,1,0,0.8,0.8,1
"2235",2235,100,1,0,0.6,0.8,1
"2236",2236,100,1,0,0.8,0.8,1
"2237",2237,100,1,0,0.8,0.8,1
"2238",2238,100,1,0,0.5,0.8,1
"2239",2239,100,1,0,0.8,0.8,1
"2240",2240,100,1,0,0.6,0.8,1
"2241",2241,100,1,0,0.6,0.8,1
"2242",2242,100,1,0,0.5,0.8,1
"2243",2243,100,1,0,0.7,0.8,1
"2244",2244,100,1,0,0.6,0.8,1
"2245",2245,100,1,0,0.7,0.8,1
"2246",2246,100,1,0,0.7,0.8,1
"2247",2247,100,1,0,0.3,0.8,1
"2248",2248,100,1,0,0.8,0.8,1
"2249",2249,100,1,0,0.7,0.8,1
"2250",2250,100,1,0,0.8,0.8,1
"2251",2251,100,1,0,0.9,0.8,1
"2252",2252,100,1,0,0.3,0.8,1
"2253",2253,100,1,0,0.3,0.8,1
"2254",2254,100,1,0,0.3,0.8,1
"2255",2255,100,1,0,0.7,0.8,1
"2256",2256,100,1,0,0.8,0.8,1
"2257",2257,100,1,0,0.8,0.8,1
"2258",2258,100,1,0,0.7,0.8,1
"2259",2259,100,1,0,0.3,0.8,1
"2260",2260,100,1,0,0.9,0.8,1
"2261",2261,100,1,0,0.6,0.8,1
"2262",2262,100,1,0,0.9,0.8,1
"2263",2263,100,1,0,0.8,0.8,1
"2264",2264,100,1,0,0.7,0.8,1
"2265",2265,100,1,0,0.6,0.8,1
"2266",2266,100,1,0,0.6,0.8,1
"2267",2267,100,1,0,0.6,0.8,1
"2268",2268,100,1,0,0.8,0.8,1
"2269",2269,100,1,1,0.5,0.9,1
"2270",2270,100,1,1,0.6,0.9,1
"2271",2271,100,1,1,0.9,0.5,1
"2272",2272,100,1,1,0.7,0.3,1
"2273",2273,100,1,1,0.5,0.7,1
"2274",2274,100,1,1,0.5,0.6,1
"2275",2275,100,1,1,0.8,0.3,1
"2276",2276,100,1,1,0.5,0.8,1
"2277",2277,100,1,1,0.5,0.3,1
"2278",2278,100,1,1,0.8,0.8,1
"2279",2279,100,1,1,0.7,0.6,1
"2280",2280,100,1,1,0.3,0.8,1
"2281",2281,100,1,1,0.9,0.3,1
"2282",2282,100,1,1,0.8,0.7,1
"2283",2283,100,1,1,0.8,0.7,1
"2284",2284,100,1,1,0.8,0.7,1
"2285",2285,100,1,1,0.9,0.6,1
"2286",2286,100,1,1,0.9,0.8,1
"2287",2287,100,1,1,0.7,0.3,1
"2288",2288,100,1,1,0.3,0.8,1
"2289",2289,100,1,1,0.7,0.5,1
"2290",2290,100,1,1,0.5,0.5,1
"2291",2291,100,1,1,0.5,0.7,1
"2292",2292,100,1,1,0.6,0.7,1
"2293",2293,100,1,1,0.7,0.5,1
"2294",2294,100,1,1,0.8,0.3,1
"2295",2295,100,1,1,0.8,0.8,1
"2296",2296,100,1,1,0.3,0.3,1
"2297",2297,100,1,1,0.8,0.6,1
"2298",2298,100,1,1,0.8,0.9,1
"2299",2299,100,1,1,0.7,0.8,1
"2300",2300,100,1,1,0.7,0.9,1
"2301",2301,100,1,1,0.3,0.3,1
"2302",2302,100,1,1,0.9,0.5,1
"2303",2303,100,1,1,0.3,0.9,1
"2304",2304,100,1,1,0.3,0.9,1
"2305",2305,200,0,0,0,0,0
"2306",2306,200,0,0,0,0,0
"2307",2307,200,0,0,0,0,0
"2308",2308,200,0,0,0,0,0
"2309",2309,200,0,0,0,0,0
"2310",2310,200,0,0,0,0,0
"2311",2311,200,0,0,0,0,0
"2312",2312,200,0,0,0,0,0
"2313",2313,200,0,0,0,0,0
"2314",2314,200,0,0,0,0,0
"2315",2315,200,0,0,0,0,0
"2316",2316,200,0,0,0,0,0
"2317",2317,200,0,0,0,0,0
"2318",2318,200,0,0,0,0,0
"2319",2319,200,0,0,0,0,0
"2320",2320,200,0,0,0,0,0
"2321",2321,200,0,0,0,0,0
"2322",2322,200,0,0,0,0,0
"2323",2323,200,0,0,0,0,0
"2324",2324,200,0,0,0,0,0
"2325",2325,200,0,0,0,0,0
"2326",2326,200,0,0,0,0,0
"2327",2327,200,0,0,0,0,0
"2328",2328,200,0,0,0,0,0
"2329",2329,200,0,0,0,0,0
"2330",2330,200,0,0,0,0,0
"2331",2331,200,0,0,0,0,0
"2332",2332,200,0,0,0,0,0
"2333",2333,200,0,0,0,0,0
"2334",2334,200,0,0,0,0,0
"2335",2335,200,0,0,0,0,0
"2336",2336,200,0,0,0,0,0
"2337",2337,200,0,0,0,0,0
"2338",2338,200,0,0,0,0,0
"2339",2339,200,0,0,0,0,0
"2340",2340,200,0,0,0,0,0
"2341",2341,200,0,1,0,0.9,1
"2342",2342,200,0,1,0,0.6,1
"2343",2343,200,0,1,0,0.8,1
"2344",2344,200,0,1,0,0.8,1
"2345",2345,200,0,1,0,0.9,1
"2346",2346,200,0,1,0,0.3,1
"2347",2347,200,0,1,0,0.5,1
"2348",2348,200,0,1,0,0.7,1
"2349",2349,200,0,1,0,0.6,1
"2350",2350,200,0,1,0,0.7,1
"2351",2351,200,0,1,0,0.7,1
"2352",2352,200,0,1,0,0.6,1
"2353",2353,200,0,1,0,0.9,1
"2354",2354,200,0,1,0,0.8,1
"2355",2355,200,0,1,0,0.9,1
"2356",2356,200,0,1,0,0.5,1
"2357",2357,200,0,1,0,0.3,1
"2358",2358,200,0,1,0,0.7,1
"2359",2359,200,0,1,0,0.5,1
"2360",2360,200,0,1,0,0.7,1
"2361",2361,200,0,1,0,0.8,1
"2362",2362,200,0,1,0,0.6,1
"2363",2363,200,0,1,0,0.5,1
"2364",2364,200,0,1,0,0.6,1
"2365",2365,200,0,1,0,0.6,1
"2366",2366,200,0,1,0,0.3,1
"2367",2367,200,0,1,0,0.6,1
"2368",2368,200,0,1,0,0.8,1
"2369",2369,200,0,1,0,0.5,1
"2370",2370,200,0,1,0,0.3,1
"2371",2371,200,0,1,0,0.5,1
"2372",2372,200,0,1,0,0.7,1
"2373",2373,200,0,1,0,0.3,1
"2374",2374,200,0,1,0,0.8,1
"2375",2375,200,0,1,0,0.6,1
"2376",2376,200,0,1,0,0.3,1
"2377",2377,200,1,0,0.7,0.3,1
"2378",2378,200,1,0,0.8,0.3,1
"2379",2379,200,1,0,0.5,0.3,1
"2380",2380,200,1,0,0.5,0.3,1
"2381",2381,200,1,0,0.5,0.3,1
"2382",2382,200,1,0,0.6,0.3,1
"2383",2383,200,1,0,0.8,0.3,1
"2384",2384,200,1,0,0.3,0.3,1
"2385",2385,200,1,0,0.7,0.3,1
"2386",2386,200,1,0,0.3,0.3,1
"2387",2387,200,1,0,0.9,0.3,1
"2388",2388,200,1,0,0.8,0.3,1
"2389",2389,200,1,0,0.3,0.3,1
"2390",2390,200,1,0,0.9,0.3,1
"2391",2391,200,1,0,0.7,0.3,1
"2392",2392,200,1,0,0.6,0.3,1
"2393",2393,200,1,0,0.6,0.3,1
"2394",2394,200,1,0,0.3,0.3,1
"2395",2395,200,1,0,0.5,0.3,1
"2396",2396,200,1,0,0.7,0.3,1
"2397",2397,200,1,0,0.7,0.3,1
"2398",2398,200,1,0,0.6,0.3,1
"2399",2399,200,1,0,0.6,0.3,1
"2400",2400,200,1,0,0.7,0.3,1
"2401",2401,200,1,0,0.3,0.3,1
"2402",2402,200,1,0,0.6,0.3,1
"2403",2403,200,1,0,0.5,0.3,1
"2404",2404,200,1,0,0.8,0.3,1
"2405",2405,200,1,0,0.8,0.3,1
"2406",2406,200,1,0,0.6,0.3,1
"2407",2407,200,1,0,0.9,0.3,1
"2408",2408,200,1,0,0.5,0.3,1
"2409",2409,200,1,0,0.8,0.3,1
"2410",2410,200,1,0,0.6,0.3,1
"2411",2411,200,1,0,0.5,0.3,1
"2412",2412,200,1,0,0.8,0.3,1
"2413",2413,200,1,1,0.9,0.5,1
"2414",2414,200,1,1,0.6,0.9,1
"2415",2415,200,1,1,0.7,0.7,1
"2416",2416,200,1,1,0.3,0.3,1
"2417",2417,200,1,1,0.3,0.9,1
"2418",2418,200,1,1,0.3,0.5,1
"2419",2419,200,1,1,0.6,0.6,1
"2420",2420,200,1,1,0.7,0.3,1
"2421",2421,200,1,1,0.6,0.8,1
"2422",2422,200,1,1,0.6,0.5,1
"2423",2423,200,1,1,0.9,0.7,1
"2424",2424,200,1,1,0.5,0.8,1
"2425",2425,200,1,1,0.8,0.6,1
"2426",2426,200,1,1,0.5,0.7,1
"2427",2427,200,1,1,0.8,0.8,1
"2428",2428,200,1,1,0.9,0.3,1
"2429",2429,200,1,1,0.6,0.9,1
"2430",2430,200,1,1,0.5,0.6,1
"2431",2431,200,1,1,0.9,0.6,1
"2432",2432,200,1,1,0.3,0.5,1
"2433",2433,200,1,1,0.3,0.5,1
"2434",2434,200,1,1,0.8,0.8,1
"2435",2435,200,1,1,0.7,0.3,1
"2436",2436,200,1,1,0.8,0.7,1
"2437",2437,200,1,1,0.5,0.3,1
"2438",2438,200,1,1,0.8,0.3,1
"2439",2439,200,1,1,0.7,0.6,1
"2440",2440,200,1,1,0.9,0.6,1
"2441",2441,200,1,1,0.9,0.6,1
"2442",2442,200,1,1,0.8,0.5,1
"2443",2443,200,1,1,0.8,0.5,1
"2444",2444,200,1,1,0.6,0.8,1
"2445",2445,200,1,1,0.5,0.8,1
"2446",2446,200,1,1,0.5,0.5,1
"2447",2447,200,1,1,0.5,0.9,1
"2448",2448,200,1,1,0.3,0.8,1
"2449",2449,300,0,0,0,0,0
"2450",2450,300,0,0,0,0,0
"2451",2451,300,0,0,0,0,0
"2452",2452,300,0,0,0,0,0
"2453",2453,300,0,0,0,0,0
"2454",2454,300,0,0,0,0,0
"2455",2455,300,0,0,0,0,0
"2456",2456,300,0,0,0,0,0
"2457",2457,300,0,0,0,0,0
"2458",2458,300,0,0,0,0,0
"2459",2459,300,0,0,0,0,0
"2460",2460,300,0,0,0,0,0
"2461",2461,300,0,0,0,0,0
"2462",2462,300,0,0,0,0,0
"2463",2463,300,0,0,0,0,0
"2464",2464,300,0,0,0,0,0
"2465",2465,300,0,0,0,0,0
"2466",2466,300,0,0,0,0,0
"2467",2467,300,0,0,0,0,0
"2468",2468,300,0,0,0,0,0
"2469",2469,300,0,0,0,0,0
"2470",2470,300,0,0,0,0,0
"2471",2471,300,0,0,0,0,0
"2472",2472,300,0,0,0,0,0
"2473",2473,300,0,0,0,0,0
"2474",2474,300,0,0,0,0,0
"2475",2475,300,0,0,0,0,0
"2476",2476,300,0,0,0,0,0
"2477",2477,300,0,0,0,0,0
"2478",2478,300,0,0,0,0,0
"2479",2479,300,0,0,0,0,0
"2480",2480,300,0,0,0,0,0
"2481",2481,300,0,0,0,0,0
"2482",2482,300,0,0,0,0,0
"2483",2483,300,0,0,0,0,0
"2484",2484,300,0,0,0,0,0
"2485",2485,300,0,1,0,0.7,1
"2486",2486,300,0,1,0,0.9,1
"2487",2487,300,0,1,0,0.8,1
"2488",2488,300,0,1,0,0.7,1
"2489",2489,300,0,1,0,0.5,1
"2490",2490,300,0,1,0,0.8,1
"2491",2491,300,0,1,0,0.3,1
"2492",2492,300,0,1,0,0.9,1
"2493",2493,300,0,1,0,0.5,1
"2494",2494,300,0,1,0,0.9,1
"2495",2495,300,0,1,0,0.5,1
"2496",2496,300,0,1,0,0.8,1
"2497",2497,300,0,1,0,0.7,1
"2498",2498,300,0,1,0,0.6,1
"2499",2499,300,0,1,0,0.6,1
"2500",2500,300,0,1,0,0.5,1
"2501",2501,300,0,1,0,0.5,1
"2502",2502,300,0,1,0,0.7,1
"2503",2503,300,0,1,0,0.9,1
"2504",2504,300,0,1,0,0.7,1
"2505",2505,300,0,1,0,0.9,1
"2506",2506,300,0,1,0,0.9,1
"2507",2507,300,0,1,0,0.3,1
"2508",2508,300,0,1,0,0.6,1
"2509",2509,300,0,1,0,0.9,1
"2510",2510,300,0,1,0,0.3,1
"2511",2511,300,0,1,0,0.5,1
"2512",2512,300,0,1,0,0.8,1
"2513",2513,300,0,1,0,0.6,1
"2514",2514,300,0,1,0,0.6,1
"2515",2515,300,0,1,0,0.5,1
"2516",2516,300,0,1,0,0.5,1
"2517",2517,300,0,1,0,0.3,1
"2518",2518,300,0,1,0,0.3,1
"2519",2519,300,0,1,0,0.8,1
"2520",2520,300,0,1,0,0.6,1
"2521",2521,300,1,0,0.8,0.6,1
"2522",2522,300,1,0,0.3,0.6,1
"2523",2523,300,1,0,0.5,0.6,1
"2524",2524,300,1,0,0.9,0.6,1
"2525",2525,300,1,0,0.6,0.6,1
"2526",2526,300,1,0,0.3,0.6,1
"2527",2527,300,1,0,0.3,0.6,1
"2528",2528,300,1,0,0.7,0.6,1
"2529",2529,300,1,0,0.8,0.6,1
"2530",2530,300,1,0,0.9,0.6,1
"2531",2531,300,1,0,0.9,0.6,1
"2532",2532,300,1,0,0.5,0.6,1
"2533",2533,300,1,0,0.3,0.6,1
"2534",2534,300,1,0,0.9,0.6,1
"2535",2535,300,1,0,0.8,0.6,1
"2536",2536,300,1,0,0.9,0.6,1
"2537",2537,300,1,0,0.3,0.6,1
"2538",2538,300,1,0,0.6,0.6,1
"2539",2539,300,1,0,0.7,0.6,1
"2540",2540,300,1,0,0.5,0.6,1
"2541",2541,300,1,0,0.9,0.6,1
"2542",2542,300,1,0,0.7,0.6,1
"2543",2543,300,1,0,0.3,0.6,1
"2544",2544,300,1,0,0.6,0.6,1
"2545",2545,300,1,0,0.5,0.6,1
"2546",2546,300,1,0,0.3,0.6,1
"2547",2547,300,1,0,0.8,0.6,1
"2548",2548,300,1,0,0.7,0.6,1
"2549",2549,300,1,0,0.3,0.6,1
"2550",2550,300,1,0,0.9,0.6,1
"2551",2551,300,1,0,0.9,0.6,1
"2552",2552,300,1,0,0.5,0.6,1
"2553",2553,300,1,0,0.6,0.6,1
"2554",2554,300,1,0,0.9,0.6,1
"2555",2555,300,1,0,0.9,0.6,1
"2556",2556,300,1,0,0.7,0.6,1
"2557",2557,300,1,1,0.7,0.5,1
"2558",2558,300,1,1,0.7,0.6,1
"2559",2559,300,1,1,0.8,0.9,1
"2560",2560,300,1,1,0.9,0.5,1
"2561",2561,300,1,1,0.6,0.3,1
"2562",2562,300,1,1,0.9,0.9,1
"2563",2563,300,1,1,0.5,0.9,1
"2564",2564,300,1,1,0.3,0.9,1
"2565",2565,300,1,1,0.9,0.7,1
"2566",2566,300,1,1,0.7,0.3,1
"2567",2567,300,1,1,0.5,0.7,1
"2568",2568,300,1,1,0.7,0.9,1
"2569",2569,300,1,1,0.5,0.7,1
"2570",2570,300,1,1,0.6,0.7,1
"2571",2571,300,1,1,0.8,0.7,1
"2572",2572,300,1,1,0.6,0.8,1
"2573",2573,300,1,1,0.8,0.7,1
"2574",2574,300,1,1,0.5,0.3,1
"2575",2575,300,1,1,0.5,0.9,1
"2576",2576,300,1,1,0.8,0.3,1
"2577",2577,300,1,1,0.5,0.5,1
"2578",2578,300,1,1,0.5,0.8,1
"2579",2579,300,1,1,0.3,0.3,1
"2580",2580,300,1,1,0.5,0.9,1
"2581",2581,300,1,1,0.7,0.9,1
"2582",2582,300,1,1,0.3,0.7,1
"2583",2583,300,1,1,0.7,0.3,1
"2584",2584,300,1,1,0.5,0.3,1
"2585",2585,300,1,1,0.7,0.9,1
"2586",2586,300,1,1,0.9,0.8,1
"2587",2587,300,1,1,0.9,0.5,1
"2588",2588,300,1,1,0.3,0.3,1
"2589",2589,300,1,1,0.6,0.6,1
"2590",2590,300,1,1,0.6,0.6,1
"2591",2591,300,1,1,0.7,0.7,1
"2592",2592,300,1,1,0.6,0.8,1
"2593",2593,400,0,0,0,0,0
"2594",2594,400,0,0,0,0,0
"2595",2595,400,0,0,0,0,0
"2596",2596,400,0,0,0,0,0
"2597",2597,400,0,0,0,0,0
"2598",2598,400,0,0,0,0,0
"2599",2599,400,0,0,0,0,0
"2600",2600,400,0,0,0,0,0
"2601",2601,400,0,0,0,0,0
"2602",2602,400,0,0,0,0,0
"2603",2603,400,0,0,0,0,0
"2604",2604,400,0,0,0,0,0
"2605",2605,400,0,0,0,0,0
"2606",2606,400,0,0,0,0,0
"2607",2607,400,0,0,0,0,0
"2608",2608,400,0,0,0,0,0
"2609",2609,400,0,0,0,0,0
"2610",2610,400,0,0,0,0,0
"2611",2611,400,0,0,0,0,0
"2612",2612,400,0,0,0,0,0
"2613",2613,400,0,0,0,0,0
"2614",2614,400,0,0,0,0,0
"2615",2615,400,0,0,0,0,0
"2616",2616,400,0,0,0,0,0
"2617",2617,400,0,0,0,0,0
"2618",2618,400,0,0,0,0,0
"2619",2619,400,0,0,0,0,0
"2620",2620,400,0,0,0,0,0
"2621",2621,400,0,0,0,0,0
"2622",2622,400,0,0,0,0,0
"2623",2623,400,0,0,0,0,0
"2624",2624,400,0,0,0,0,0
"2625",2625,400,0,0,0,0,0
"2626",2626,400,0,0,0,0,0
"2627",2627,400,0,0,0,0,0
"2628",2628,400,0,0,0,0,0
"2629",2629,400,0,1,0,0.6,1
"2630",2630,400,0,1,0,0.3,1
"2631",2631,400,0,1,0,0.5,1
"2632",2632,400,0,1,0,0.3,1
"2633",2633,400,0,1,0,0.6,1
"2634",2634,400,0,1,0,0.8,1
"2635",2635,400,0,1,0,0.8,1
"2636",2636,400,0,1,0,0.5,1
"2637",2637,400,0,1,0,0.8,1
"2638",2638,400,0,1,0,0.8,1
"2639",2639,400,0,1,0,0.8,1
"2640",2640,400,0,1,0,0.8,1
"2641",2641,400,0,1,0,0.5,1
"2642",2642,400,0,1,0,0.3,1
"2643",2643,400,0,1,0,0.5,1
"2644",2644,400,0,1,0,0.8,1
"2645",2645,400,0,1,0,0.8,1
"2646",2646,400,0,1,0,0.3,1
"2647",2647,400,0,1,0,0.9,1
"2648",2648,400,0,1,0,0.9,1
"2649",2649,400,0,1,0,0.6,1
"2650",2650,400,0,1,0,0.8,1
"2651",2651,400,0,1,0,0.9,1
"2652",2652,400,0,1,0,0.6,1
"2653",2653,400,0,1,0,0.8,1
"2654",2654,400,0,1,0,0.8,1
"2655",2655,400,0,1,0,0.7,1
"2656",2656,400,0,1,0,0.7,1
"2657",2657,400,0,1,0,0.7,1
"2658",2658,400,0,1,0,0.6,1
"2659",2659,400,0,1,0,0.8,1
"2660",2660,400,0,1,0,0.6,1
"2661",2661,400,0,1,0,0.3,1
"2662",2662,400,0,1,0,0.5,1
"2663",2663,400,0,1,0,0.6,1
"2664",2664,400,0,1,0,0.8,1
"2665",2665,400,1,0,0.5,0.8,1
"2666",2666,400,1,0,0.6,0.8,1
"2667",2667,400,1,0,0.8,0.8,1
"2668",2668,400,1,0,0.8,0.8,1
"2669",2669,400,1,0,0.8,0.8,1
"2670",2670,400,1,0,0.8,0.8,1
"2671",2671,400,1,0,0.3,0.8,1
"2672",2672,400,1,0,0.5,0.8,1
"2673",2673,400,1,0,0.7,0.8,1
"2674",2674,400,1,0,0.5,0.8,1
"2675",2675,400,1,0,0.6,0.8,1
"2676",2676,400,1,0,0.5,0.8,1
"2677",2677,400,1,0,0.7,0.8,1
"2678",2678,400,1,0,0.6,0.8,1
"2679",2679,400,1,0,0.5,0.8,1
"2680",2680,400,1,0,0.9,0.8,1
"2681",2681,400,1,0,0.9,0.8,1
"2682",2682,400,1,0,0.5,0.8,1
"2683",2683,400,1,0,0.7,0.8,1
"2684",2684,400,1,0,0.8,0.8,1
"2685",2685,400,1,0,0.8,0.8,1
"2686",2686,400,1,0,0.5,0.8,1
"2687",2687,400,1,0,0.6,0.8,1
"2688",2688,400,1,0,0.3,0.8,1
"2689",2689,400,1,0,0.7,0.8,1
"2690",2690,400,1,0,0.5,0.8,1
"2691",2691,400,1,0,0.9,0.8,1
"2692",2692,400,1,0,0.7,0.8,1
"2693",2693,400,1,0,0.6,0.8,1
"2694",2694,400,1,0,0.5,0.8,1
"2695",2695,400,1,0,0.7,0.8,1
"2696",2696,400,1,0,0.9,0.8,1
"2697",2697,400,1,0,0.6,0.8,1
"2698",2698,400,1,0,0.5,0.8,1
"2699",2699,400,1,0,0.9,0.8,1
"2700",2700,400,1,0,0.8,0.8,1
"2701",2701,400,1,1,0.7,0.6,1
"2702",2702,400,1,1,0.5,0.5,1
"2703",2703,400,1,1,0.5,0.6,1
"2704",2704,400,1,1,0.9,0.5,1
"2705",2705,400,1,1,0.8,0.9,1
"2706",2706,400,1,1,0.9,0.6,1
"2707",2707,400,1,1,0.3,0.9,1
"2708",2708,400,1,1,0.3,0.8,1
"2709",2709,400,1,1,0.7,0.7,1
"2710",2710,400,1,1,0.8,0.3,1
"2711",2711,400,1,1,0.9,0.9,1
"2712",2712,400,1,1,0.6,0.5,1
"2713",2713,400,1,1,0.8,0.9,1
"2714",2714,400,1,1,0.5,0.3,1
"2715",2715,400,1,1,0.6,0.8,1
"2716",2716,400,1,1,0.6,0.5,1
"2717",2717,400,1,1,0.6,0.8,1
"2718",2718,400,1,1,0.9,0.7,1
"2719",2719,400,1,1,0.9,0.8,1
"2720",2720,400,1,1,0.7,0.7,1
"2721",2721,400,1,1,0.9,0.3,1
"2722",2722,400,1,1,0.6,0.9,1
"2723",2723,400,1,1,0.9,0.3,1
"2724",2724,400,1,1,0.7,0.8,1
"2725",2725,400,1,1,0.8,0.3,1
"2726",2726,400,1,1,0.3,0.5,1
"2727",2727,400,1,1,0.8,0.6,1
"2728",2728,400,1,1,0.6,0.6,1
"2729",2729,400,1,1,0.7,0.3,1
"2730",2730,400,1,1,0.7,0.9,1
"2731",2731,400,1,1,0.6,0.9,1
"2732",2732,400,1,1,0.3,0.3,1
"2733",2733,400,1,1,0.8,0.3,1
"2734",2734,400,1,1,0.3,0.3,1
"2735",2735,400,1,1,0.9,0.5,1
"2736",2736,400,1,1,0.6,0.5,1
"2737",2737,500,0,0,0,0,0
"2738",2738,500,0,0,0,0,0
"2739",2739,500,0,0,0,0,0
"2740",2740,500,0,0,0,0,0
"2741",2741,500,0,0,0,0,0
"2742",2742,500,0,0,0,0,0
"2743",2743,500,0,0,0,0,0
"2744",2744,500,0,0,0,0,0
"2745",2745,500,0,0,0,0,0
"2746",2746,500,0,0,0,0,0
"2747",2747,500,0,0,0,0,0
"2748",2748,500,0,0,0,0,0
"2749",2749,500,0,0,0,0,0
"2750",2750,500,0,0,0,0,0
"2751",2751,500,0,0,0,0,0
"2752",2752,500,0,0,0,0,0
"2753",2753,500,0,0,0,0,0
"2754",2754,500,0,0,0,0,0
"2755",2755,500,0,0,0,0,0
"2756",2756,500,0,0,0,0,0
"2757",2757,500,0,0,0,0,0
"2758",2758,500,0,0,0,0,0
"2759",2759,500,0,0,0,0,0
"2760",2760,500,0,0,0,0,0
