"","ID","scagnostics","scag_num"
"1",1,0.214825375469007,1
"2",1,0.548580427044961,2
"3",1,0.0212765957446809,3
"4",1,0.0844368354830434,4
"5",1,0.0434782608695652,5
"6",1,0.542100741531048,6
"7",1,0.518963873263903,7
"8",1,0.398868848593964,8
"9",1,0.00221213348963019,9
"10",2,0.0257791103951474,1
"11",2,0.586390626825422,2
"12",2,0.0101010101010101,3
"13",2,0.0697886396282753,4
"14",2,0.0691489361702128,5
"15",2,0.626350357205791,6
"16",2,0.550916112440911,7
"17",2,0.341973054575138,8
"18",2,6.45468983531954e-07,9
"19",3,0.063534187615051,1
"20",3,0.623959384659812,2
"21",3,0.00753280910692613,3
"22",3,0.0600150103773067,4
"23",3,0.0473933649289099,5
"24",3,0.64932825760774,6
"25",3,0.279621694218299,7
"26",3,0.355007007675735,8
"27",3,0.000199946340063972,9
"28",4,0,1
"29",4,0.47377801307884,2
"30",4,0.0148515850344386,3
"31",4,0.0810851850450463,4
"32",4,0.018348623853211,5
"33",4,0.666771822821002,6
"34",4,0.383230690522569,7
"35",4,0.426857724404641,8
"36",4,1.06566695929237e-05,9
"37",5,0.0586530983007746,1
"38",5,0.463273885288008,2
"39",5,0.00644465813860435,3
"40",5,0.0778527616722747,4
"41",5,0.00917431192660551,5
"42",5,0.735055857752822,6
"43",5,0.178481550042618,7
"44",5,0.382958441313033,8
"45",5,0.000797021580156672,9
"46",6,0.147075341412467,1
"47",6,0.526773702970783,2
"48",6,0.0223584099849053,3
"49",6,0.0902969218613411,4
"50",6,0.0736842105263158,5
"51",6,0.572459743094143,6
"52",6,0.452301982137223,7
"53",6,0.355396412037037,8
"54",6,0.0104347458116868,9
"55",7,0.055746237059424,1
"56",7,0.614129818080469,2
"57",7,0.0101522842639594,3
"58",7,0.0699727441416374,4
"59",7,0.0710382513661202,5
"60",7,0.663843449487318,6
"61",7,0.438045831836033,7
"62",7,0.413206609537086,8
"63",7,0.00266964560909755,9
"64",8,0.0504659157872684,1
"65",8,0.555897109092601,2
"66",8,0.0093190882601091,3
"67",8,0.0553655571826504,4
"68",8,0.0224215246636771,5
"69",8,0.55795479313829,6
"70",8,0.558324218719463,7
"71",8,0.340397144365978,8
"72",8,3.39805625277422e-05,9
"73",9,0.190011760407893,1
"74",9,0.585059805818201,2
"75",9,0.00779628033138665,3
"76",9,0.0460901336125075,4
"77",9,0.0570175438596491,5
"78",9,0.566680492563493,6
"79",9,0.557935362649006,7
"80",9,0.323380519096571,8
"81",9,0.000764234977001136,9
"82",10,0.04986587630352,1
"83",10,0.509850571805775,2
"84",10,0.00443711411627775,3
"85",10,0.077424689214746,4
"86",10,0.00909090909090909,5
"87",10,0.598932852711387,6
"88",10,0.323057302630754,7
"89",10,0.486546216925851,8
"90",10,0.000619327532980709,9
"91",11,0.224003326395729,1
"92",11,0.54896423963292,2
"93",11,0.0283408477260931,3
"94",11,0.0941117132508272,4
"95",11,0.0930232558139535,5
"96",11,0.568020228682304,6
"97",11,0.496455148499755,7
"98",11,0.384673178061608,8
"99",11,0.00241345782802484,9
"100",12,0.104540733227459,1
"101",12,0.614251873799343,2
"102",12,0.016548990557839,3
"103",12,0.072558151347672,4
"104",12,0.0674157303370786,5
"105",12,0.548361103087428,6
"106",12,0.409993320214835,7
"107",12,0.323630233772106,8
"108",12,3.15326581072064e-06,9
"109",13,0.102851457152504,1
"110",13,0.607971164040589,2
"111",13,0.0101496429218754,3
"112",13,0.0565244175121381,4
"113",13,0.035,5
"114",13,0.535954974138971,6
"115",13,0.548008515188235,7
"116",13,0.345928826753561,8
"117",13,0.00112978314940067,9
"118",14,0.0850668886813439,1
"119",14,0.479384314020277,2
"120",14,0.0151898734177215,3
"121",14,0.0783768531674568,4
"122",14,0.0396039603960396,5
"123",14,0.636627154303722,6
"124",14,0.327937461207062,7
"125",14,0.339146103659425,8
"126",14,0.000248809272922241,9
"127",15,0.0253964338691165,1
"128",15,0.491914266328364,2
"129",15,0.00419236031040061,3
"130",15,0.0776064430314906,4
"131",15,0.0178571428571429,5
"132",15,0.681553462790586,6
"133",15,0.258629726039837,7
"134",15,0.244140625,8
"135",15,1.25966919476058e-05,9
"136",16,0.213249018807616,1
"137",16,0.562257711533607,2
"138",16,0.021505376344086,3
"139",16,0.096185993164624,4
"140",16,0.0888888888888889,5
"141",16,0.642080502444083,6
"142",16,0.477969199733301,7
"143",16,0.476053745723195,8
"144",16,0.0259382324948654,9
"145",17,0.256259068283687,1
"146",17,0.582993666282286,2
"147",17,0.0132117902287853,3
"148",17,0.061351724137931,4
"149",17,0.0625,5
"150",17,0.527499921255166,6
"151",17,0.546518447137501,7
"152",17,0.27264928817749,8
"153",17,0.0014233849521044,9
"154",18,0.172492002118707,1
"155",18,0.543927190035015,2
"156",18,0.0178855115958376,3
"157",18,0.0535209447085097,4
"158",18,0.0761904761904762,5
"159",18,0.52174659270834,6
"160",18,0.50360887190616,7
"161",18,0.381078125,8
"162",18,0.000234755335262875,9
"163",19,0.142479171095387,1
"164",19,0.583725476130268,2
"165",19,0.010230179028133,3
"166",19,0.0427194271807987,4
"167",19,0.0384615384615385,5
"168",19,0.570936408059942,6
"169",19,0.560595563153831,7
"170",19,0.383063668947904,8
"171",19,0.00152623050165259,9
"172",20,0.092762591656633,1
"173",20,0.581500802340282,2
"174",20,0.012674121393752,3
"175",20,0.0761829541301727,4
"176",20,0,5
"177",20,0.683275321109913,6
"178",20,0.197322307186691,7
"179",20,0.353868922389402,8
"180",20,0.000521777654979992,9
"181",21,0.10842570287956,1
"182",21,0.563792032185212,2
"183",21,0.0208333333333333,3
"184",21,0.0957584072505991,4
"185",21,0.0760869565217391,5
"186",21,0.618734222022057,6
"187",21,0.530751271421264,7
"188",21,0.309561367799715,8
"189",21,0.00309226358364379,9
"190",22,0.18414954200262,1
"191",22,0.598919616226379,2
"192",22,0.0208333333333333,3
"193",22,0.0592874153752608,4
"194",22,0.0662983425414365,5
"195",22,0.612446456086011,6
"196",22,0.512756600840368,7
"197",22,0.347278537269907,8
"198",22,5.26617555375351e-05,9
"199",23,0.0594079942822454,1
"200",23,0.625741358019359,2
"201",23,0.00912216912476776,3
"202",23,0.0617549362021265,4
"203",23,0.0538116591928251,5
"204",23,0.61492846533992,6
"205",23,0.501248678855002,7
"206",23,0.309803212607379,8
"207",23,0.000110918713028856,9
"208",24,0.0550258442681114,1
"209",24,0.48737405036806,2
"210",24,0.00698838725899157,3
"211",24,0.0801715063739313,4
"212",24,0.0566037735849057,5
"213",24,0.685581649814582,6
"214",24,0.253115768382102,7
"215",24,0.313721151738903,8
"216",24,0.000256939514778571,9
"217",25,0.0336305975038002,1
"218",25,0.425513883646583,2
"219",25,0.0228589038649134,3
"220",25,0.0753101918733447,4
"221",25,0.0185185185185185,5
"222",25,0.699789867343514,6
