"","ID","scagnostics","scag_num"
"1",1,0.280746615231161,1
"2",1,0.710876646965884,2
"3",1,0.056257937722558,3
"4",1,0.0535049035523101,4
"5",1,0.109756097560976,5
"6",1,0.348999261553806,6
"7",1,0.56499347462034,7
"8",1,0.382351213453728,8
"9",1,0.0306638665834035,9
"10",2,0.141254812463154,1
"11",2,0.631391823171105,2
"12",2,0.0306241062784101,3
"13",2,0.061958484979434,4
"14",2,0.0898876404494382,5
"15",2,0.448424228857432,6
"16",2,0.479787180010655,7
"17",2,0.367704804114868,8
"18",2,0.229458347387959,9
"19",3,0.674830194098198,1
"20",3,0.726411269930876,2
"21",3,0.0284199385515142,3
"22",3,0.0455658254908514,4
"23",3,0.116883116883117,5
"24",3,0.386243712292112,6
"25",3,0.527963200245478,7
"26",3,0.421875,8
"27",3,0.00161221254851708,9
"28",4,0.477212086329778,1
"29",4,0.633688710909063,2
"30",4,0.0217391304347826,3
"31",4,0.0562034050275105,4
"32",4,0.0909090909090909,5
"33",4,0.5516005159734,6
"34",4,0.571703608598301,7
"35",4,0.403797156242295,8
"36",4,0.0853944300676574,9
"37",5,0.204041076879831,1
"38",5,0.544807351222867,2
"39",5,0.0389693848642839,3
"40",5,0.0511427363586318,4
"41",5,0.104651162790698,5
"42",5,0.302918900540101,6
"43",5,0.40005501116867,7
"44",5,0.421875,8
"45",5,0.202621969410974,9
"46",6,0.38437136444828,1
"47",6,0.5911226589227,2
"48",6,0.103965336181511,3
"49",6,0.0482830832099645,4
"50",6,0.168831168831169,5
"51",6,0.468347414944778,6
"52",6,0.462381240502028,7
"53",6,0.493643214393609,8
"54",6,0.255664058177479,9
"55",7,0.407680544204873,1
"56",7,0.659957947728129,2
"57",7,0.0452234789057436,3
"58",7,0.042687349850724,4
"59",7,0.0147058823529412,5
"60",7,0.555515080935382,6
"61",7,0.366365713376177,7
"62",7,0.323216560749636,8
"63",7,0.00646753154338068,9
"64",8,0.676834378988334,1
"65",8,0.661853020940439,2
"66",8,0.0216104998615029,3
"67",8,0.0457904207573603,4
"68",8,0.0405405405405405,5
"69",8,0.773181072643554,6
"70",8,0.324618530381571,7
"71",8,0.233045061447428,8
"72",8,0.0633373500425334,9
"73",9,0.373430683726013,1
"74",9,0.696185048232576,2
"75",9,0.029044206720187,3
"76",9,0.0580168824898939,4
"77",9,0.0240963855421687,5
"78",9,0.528733115122059,6
"79",9,0.577428986582765,7
"80",9,0.288826997891703,8
"81",9,0.571850324661731,9
"82",10,0.384877379325756,1
"83",10,0.550474540953903,2
"84",10,0.0532202587007717,3
"85",10,0.0440836115545483,4
"86",10,0.0384615384615385,5
"87",10,0.432013781515757,6
"88",10,0.554017410697504,7
"89",10,0.304025380294395,8
"90",10,0.568472290100495,9
"91",11,0.297054265836401,1
"92",11,0.616443403624787,2
"93",11,0.0542483760395049,3
"94",11,0.050884172042955,4
"95",11,0.0921052631578947,5
"96",11,0.18021299613427,6
"97",11,0.509051941529516,7
"98",11,0.272284458669918,8
"99",11,0.464190305923119,9
"100",12,0.570816455937081,1
"101",12,0.577887025178911,2
"102",12,0.0502211769202659,3
"103",12,0.0364526603926811,4
"104",12,0.0405405405405405,5
"105",12,0.553462475989139,6
"106",12,0.564773999165141,7
"107",12,0.321679876035157,8
"108",12,0.441000474764573,9
"109",13,0.55224851595526,1
"110",13,0.557232957242386,2
"111",13,0.0823383445592528,3
"112",13,0.0391660344487142,4
"113",13,0.106666666666667,5
"114",13,0.373956861724815,6
"115",13,0.535770646298624,7
"116",13,0.379720365738653,8
"117",13,0.542182083360656,9
"118",14,1.0616643747579,1
"119",14,0.612759213201769,2
"120",14,0.0471147946522006,3
"121",14,0.02881835840337,4
"122",14,0.04,5
"123",14,0.303428004640145,6
"124",14,0.48085425746384,7
"125",14,0.521423078597235,8
"126",14,0.159007750902179,9
"127",15,0.687910781960396,1
"128",15,0.466042611911698,2
"129",15,0.063509729255297,3
"130",15,0.033035916665666,4
"131",15,0.028169014084507,5
"132",15,0.424135729756252,6
"133",15,0.545617382065205,7
"134",15,0.313386218153241,8
"135",15,0.53819765711848,9
"136",16,0.696792971929393,1
"137",16,0.626535478517237,2
"138",16,0.179759036664163,3
"139",16,0.03855,4
"140",16,0.0967741935483871,5
"141",16,0.438970088502184,6
"142",16,0.566272044063358,7
"143",16,0.369205638201693,8
"144",16,0.152617205037541,9
"145",17,0.473613959822864,1
"146",17,0.670408926656308,2
"147",17,0.0384461646010483,3
"148",17,0.0426759039865014,4
"149",17,0.0933333333333333,5
"150",17,0.122609190813797,6
"151",17,0.402913511429132,7
"152",17,0.379720365738653,8
"153",17,0.469273923541353,9
"154",18,0.599778855189605,1
"155",18,0.728124124618198,2
"156",18,0.107567560331906,3
"157",18,0.0321819761015202,4
"158",18,0.0909090909090909,5
"159",18,0.341475706707573,6
"160",18,0.543989861399273,7
"161",18,0.421875,8
"162",18,0.595647833766408,9
"163",19,0.349367863456977,1
"164",19,0.627297544791431,2
"165",19,0.0896448089197886,3
"166",19,0.0363452885529885,4
"167",19,0.0491803278688525,5
"168",19,0.244672528714033,6
"169",19,0.470765560948607,7
"170",19,0.45801685474537,8
"171",19,0.696798965411332,9
"172",20,0.66253110724497,1
"173",20,0.588239340802096,2
"174",20,0.0379049361017466,3
"175",20,0.035639487607471,4
"176",20,0.0307692307692308,5
"177",20,0.448425450607408,6
"178",20,0.552442185730239,7
"179",20,0.286940273349836,8
"180",20,0.817314968712993,9
"181",21,0.624368359967276,1
"182",21,0.626820166552297,2
"183",21,0.057649166836581,3
"184",21,0.0376394940039812,4
"185",21,0.116666666666667,5
"186",21,0.212330546608564,6
"187",21,0.557368766617873,7
"188",21,0.403797156242295,8
"189",21,0.316553596615386,9
"190",22,0.635725211966806,1
"191",22,0.745609451104798,2
"192",22,0.0497678809133021,3
"193",22,0.0316462101734662,4
"194",22,0.122448979591837,5
"195",22,0.249417165734211,6
"196",22,0.53434710524166,7
"197",22,0.502216827660615,8
"198",22,0.214883061945619,9
"199",23,0.762612902933989,1
"200",23,0.662862709674323,2
"201",23,0.135841423127732,3
"202",23,0.0367861774995661,4
"203",23,0.0344827586206897,5
"204",23,0.159531716974396,6
"205",23,0.564755131052144,7
"206",23,0.39437037037037,8
"207",23,0.697263595085875,9
"208",24,0.507505986525518,1
"209",24,0.706708326570617,2
"210",24,0.0530924263669997,3
"211",24,0.0336222253645046,4
"212",24,0.0317460317460317,5
"213",24,0.22743633673019,6
"214",24,0.572603389128569,7
"215",24,0.306063532505959,8
"216",24,0.839158849592986,9
"217",25,0.389221110615816,1
