"","ID","scag_num_1","scag_num_2","scag_num_3","scag_num_4","scag_num_5","scag_num_6","scag_num_7","scag_num_8","scag_num_9","signal","position"
"57",1512,0.290063623629564,0.631772701858948,0.00283343103722231,0.0485122689410847,0.0747126436781609,0.63363128539094,0.467381774303498,0.367704804114868,0.01606808781493,0,17
"58",1671,0.338364692712357,0.605424644814418,0.0132823108631435,0.0485406746831153,0.0232558139534884,0.459010859802518,0.409777095224594,0.406442107402327,0.00602708562250053,0,18
"59",1629,0.347376291078903,0.620952575025018,0.0109492459205239,0.0494874874587725,0.0602409638554217,0.649174135141383,0.366202832755104,0.399394136738018,0.0213270469852089,0,19
"60",1515,0.221066701543365,0.631430450325721,0.00534207924928509,0.0579073551769632,0.0747126436781609,0.572288363135447,0.493267348802686,0.353043839742383,0.022227360712555,0,20
"61",1693,0.0893258561595473,0.638729910718809,0.00134278627024318,0.0643990505908555,0.0494505494505494,0.6465411299181,0.508587465834162,0.347278537269907,0.00946312147867385,0,1
"62",1648,0.226219827056525,0.637333721196119,0.0136402327746824,0.0562654000586278,0.069364161849711,0.519318242665083,0.421964957808722,0.406442107402327,0.00133728273747375,0,2
"63",1604,0.324925972155582,0.659975293802889,0.00639534598790327,0.0545656462464916,0.0773809523809524,0.760126952337722,0.390473857635986,0.380147657933111,0.00205051638821519,0,3
"64",1727,0.304889809155153,0.59594547401023,0.00690588175129799,0.0546497876168207,0.0404624277456647,0.557549912078482,0.489042647230449,0.382540059950211,0.00311674919496154,0,4
"65",1509,0.25456582748916,0.587864641729575,0.00212794642619218,0.0524445250194759,0.109826589595376,0.434335830759539,0.558667581150247,0.418757709698725,0.0252101899774026,0,5
"66",1650,0.21175531974835,0.628481073385418,0,0.0528025122812396,0.064327485380117,0.489611995748584,0.413505651080548,0.453190019147116,0.00342280255022099,0,6
"67",1741,0.230263831250989,0.578430056501968,0.00516072057194754,0.0557320666943741,0.0731707317073171,0.549537021048575,0.477068529207947,0.392679005830453,0.00159319541074613,0,7
"68",284,0.444229297086062,0.563762747519293,0.00978739031377367,0.0430846414143441,0.0617283950617284,0.462149408886793,0.549704489243989,0.405482763721433,0.0954371630376467,1,8
"69",1556,0.233067558076074,0.545103833680485,0.00528830490029742,0.0565911069764749,0.0344827586206897,0.560530759901347,0.528836681853364,0.292837619781494,0.00434949287035869,0,9
"70",1522,0.233437288097765,0.617027037377222,0.00888574064541377,0.0572128728353482,0.0714285714285714,0.60200541177982,0.413284977279833,0.359330654144287,0.00153492515012063,0,10
"71",1577,0.115398172538569,0.718778524694729,0.00637605352193464,0.0684659218112553,0.0674157303370786,0.652336087358535,0.396505150317702,0.395144657525881,0.0259362426791738,0,11
"72",1690,0.444861662788319,0.649970820289159,0.00601896774306309,0.0579390852369754,0.0773809523809524,0.580166275355835,0.445219384804332,0.386913987074979,0.0296909027297183,0,12
"73",1521,0.150197890407749,0.691965652087415,0,0.0690273464222858,0.0842696629213483,0.567046162518258,0.488103513138282,0.377349589885169,0.0332980497543235,0,13
"74",1599,0.120755558503625,0.659526667267476,0.0013530198947326,0.0621996363987216,0.0662983425414365,0.660540186669039,0.433551159263335,0.316960931630353,0.00414977049018065,0,14
"75",1513,0.0932426988326248,0.71552821399714,0.00428131077464014,0.0709638349721854,0.0568181818181818,0.679507818838401,0.314552755339035,0.38890031823713,0.00994571800913984,0,15
"76",1621,0.220561614505221,0.652290933264781,0,0.0634502627125196,0.1,0.657696978445826,0.432056715026402,0.434405133701404,0.00163290257458682,0,16
"77",1625,0.152741072004842,0.647859234850196,0,0.0558391408885596,0.0529411764705882,0.497845028218105,0.453651784473795,0.450200730899258,0.000644467843273212,0,17
"78",1651,0.246409150437659,0.681142070300104,0.00718950716491782,0.0524094685148771,0.0650887573964497,0.562099141663674,0.528391621814392,0.369461912351413,0.00212966160955142,0,18
"79",1666,0.258302836571481,0.54536582520441,0.00324904657466269,0.0542616569940359,0.111111111111111,0.513351196956099,0.579317723464371,0.408828258514404,6.34224205578767e-05,0,19
"80",1515,0.221066701543365,0.631430450325721,0.00534207924928509,0.0579073551769632,0.0747126436781609,0.572288363135447,0.493267348802686,0.353043839742383,0.022227360712555,0,20
"81",2063,0.241252154933157,0.604908809881232,0.00569685195108022,0.0453827825743853,0.0364583333333333,0.594870396520515,0.455205647631883,0.430312252483407,0.0220247676445923,0,1
"82",2169,0.208142163517135,0.580280883690477,0.00328979147940919,0.0475470648825046,0.0436893203883495,0.619623802631151,0.524648436889691,0.319832432613877,0.00140917407139156,0,2
"83",2198,0.176879602388079,0.55084540541094,0.00497169207731812,0.0453054181762111,0.0424528301886792,0.47203800965619,0.58744290576242,0.429499064190097,0.00696155579434493,0,3
"84",2161,0.193759218009576,0.539356705767905,0.00713221214735852,0.0437204825554796,0.0494505494505494,0.581036281431512,0.516057373633239,0.430787560524956,0.00333693500311698,0,4
"85",2060,0.179987530333026,0.632826197062829,0.000856989084442034,0.0479795794853469,0.0301507537688442,0.578288533603808,0.487917291250043,0.377275821556846,0.0263846119750542,0,5
"86",2215,0.111103400208308,0.635850259023308,0.00731925493613131,0.0477107385675169,0.0142857142857143,0.630619548309214,0.342750108450009,0.389115087997521,0.0110745117855677,0,6
"87",763,0.0919320761075508,0.553835859863535,0.00506704084613174,0.0415351153371195,0.0137931034482759,0.544631769179806,0.51109401879325,0.330783490865219,0.687292621115533,1,7
"88",911,0.353844833985916,0.565227659153101,0.00130846690652243,0.0415069527514402,0.0169491525423729,0.564522248355601,0.4954140343062,0.374163571137798,0.391717392023859,1,8
"89",2040,0.262515593203173,0.585215264337925,0.00148314311741869,0.0470028981348549,0.0368421052631579,0.577952173491516,0.48299630087685,0.32871021008016,0.0162033714020688,0,9
"90",2138,0.259101007553375,0.569775476938593,0.00180214839598306,0.045579895011598,0.0261780104712042,0.53208362511744,0.466771412214069,0.355396412037037,0.00274721616479053,0,10
"91",2046,0.193132458032055,0.60475569201646,0.00227342610777085,0.0466533055856731,0.0377358490566038,0.553319822479963,0.483405412568961,0.424436986949384,0.00386085887538366,0,11
"92",2245,0.282854566569968,0.56280872400068,0,0.0442873844472427,0.0483091787439614,0.509146141791338,0.446440935422938,0.356190889564517,0.000906608960602824,0,12
"93",2033,0.252355478357748,0.615145214552514,0.00622588167445998,0.0482711528749938,0.0561224489795918,0.556728985479467,0.417316109946168,0.357094162734685,0.000688697632775725,0,13
"94",2127,0.321901979755505,0.536949516517522,0.00512370814318009,0.0415069527514402,0.0494505494505494,0.473746603486454,0.509765861872786,0.389811220735005,0.01587320196381,0,14
"95",881,0.132583158267735,0.533212507789598,0,0.0418343366054101,0.0526315789473684,0.635311735664206,0.550623801157902,0.355396412037037,0.382985605830757,1,15
"96",2084,0.188019304342879,0.580551521393556,0.00161858092941614,0.0450206113151363,0.0505050505050505,0.573589169229795,0.479290650388715,0.296296296296296,0.000719303774798886,0,16
"97",2032,0.189892008142985,0.599350904239418,0.00338489661450955,0.0483034412751761,0.0656565656565657,0.558949843934906,0.539704193472498,0.384673178061608,6.54305606418404e-05,0,17
"98",2075,0.282002794382969,0.64877091810101,0,0.0452451544103948,0.0585106382978723,0.609202095095572,0.335360287551751,0.398868848593964,0.00409825785987192,0,18
"99",2209,0.153953852085033,0.606944186972639,0.00225091657486383,0.050950309977988,0.0518867924528302,0.471862405101913,0.378799655932865,0.355007007675735,0.0179931106119126,0,19
"100",2224,0.18811951314819,0.6210551681377,0.0048836466850732,0.0452279214429403,0.03,0.593146958014607,0.449683783980387,0.427237754011346,0.0453665390344419,0,20
"101",1799,0.14648170268009,0.577681605413684,0.00205867084874893,0.0549430011348345,0.0955056179775281,0.509678552486284,0.365779304601219,0.464850200189433,0.000183995552286993,0,1
"102",1870,0.2945723654268,0.594862717231635,0.00716489681124489,0.0508411470349943,0.0491803278688525,0.531858304583552,0.541423445652029,0.404299183316523,0.00499358177666462,0,2
"103",1753,0.333507152808221,0.554745798850939,0.00795770450409284,0.0454737043297236,0.0448717948717949,0.567898224673329,0.473007036246776,0.390766093881942,0.0444723709237369,0,3
"104",1844,0.191742279094917,0.65001678893525,0.00958461244149157,0.0540331185285828,0.0441988950276243,0.491502715299257,0.530240674103682,0.354938820146437,0.000485264656441318,0,4
"105",512,0.101597304626474,0.592212134026865,0.00872425734522406,0.0355590239862009,0.079646017699115,0.484275417843776,0.556339243448829,0.359399132861066,0.5821386563972,1,5
"106",1827,0.30749018249001,0.606916385414004,0.00814410652469163,0.049924409036533,0.0440251572327044,0.59590411575031,0.384427550774183,0.368087962962963,0.000599975387749055,0,6
"107",571,0.251719327832379,0.588354565362622,0,0.0355351828678746,0.116883116883117,0.475638114890007,0.594238689171036,0.363204445869251,0.544980839515332,1,7
"108",1816,0.326386984365774,0.602206959891899,0.00358526706481926,0.0498224530233058,0.0548780487804878,0.651655940744653,0.352538941540451,0.348913664,0.00610821137424676,0,8
"109",1834,0.197693141030696,0.6147588120876,0.00385770106669189,0.0542600672335906,0.04,0.545516801025427,0.472900108203585,0.403797156242295,0.00137089558124465,0,9
"110",698,0.235849033569123,0.609301390814491,0.00639362161290297,0.0498989395633832,0.0547945205479452,0.619695214805867,0.468479773960969,0.403797156242295,0.332060009212618,1,10
"111",633,0.11097239068253,0.525015215586486,0.0065884096142385,0.0540644784375076,0.0641711229946524,0.614191935299,0.376996736987751,0.424791176349994,0.0813524878526173,1,11
"112",1865,0.30015990296336,0.63197860397032,0.002662268454171,0.0588168715349825,0.0730337078651685,0.539805728969327,0.489523937755029,0.443479138329004,6.3271311725581e-06,0,12
"113",1823,0.304281008623147,0.681533653184121,0.0040634640313033,0.0444940398792365,0.0625,0.510247744370176,0.532396968792521,0.379720365738653,0.00110493969065176,0,13
"114",1863,0.253662095328139,0.649051660423616,0.00420910360817145,0.0553655571826504,0.064327485380117,0.635503222580118,0.391992828613115,0.346377437568141,0.001217781239196,0,14
"115",687,0.213747366412835,0.539073992933159,0.00531251629994098,0.0460294117647059,0.0134228187919463,0.517336901985039,0.429984144579151,0.346988332379129,0.463737208534702,1,15
"116",1920,0.170880394319244,0.587070250698578,0.0042829866799654,0.0542600672335906,0.0344827586206897,0.495587765255527,0.489739171875812,0.382540059950211,6.44733624647769e-05,0,16
"117",1771,0.147504169334842,0.573774145639355,0.00911846327483388,0.0522225940112086,0.0714285714285714,0.587308934729501,0.323580399026357,0.345376434997147,0.0134965304503978,0,17
"118",1869,0.236198727081165,0.564601347304197,0.00141302439383532,0.0466693747154617,0.0233918128654971,0.576928109617196,0.507858254879927,0.362739083304568,0.0090741514194636,0,18
"119",1960,0.257072907613896,0.589072402759101,0.00559966355495193,0.0475597658060825,0.0225988700564972,0.563863362568612,0.408394432540816,0.356333308950902,0.0152460578324182,0,19
"120",1786,0.276603037512787,0.548048297879698,0.00456009360015055,0.0498309573253262,0.0674846625766871,0.560840674309755,0.520880698348442,0.382351213453728,0.0249645664767213,0,20
