"","PST045214","PST040210","PST120214","POP010210","AGE135214","AGE295214","AGE775214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214","POP715213","POP645213","POP815213","EDU635213","EDU685213","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","INC910213","INC110213","PVY020213","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","POP060210","winner16"
"498",17841,18576,-4,18576,5,21.1,20.4,51.5,98.2,0.5,0.2,0.2,0,0.8,1,97.3,85.5,1,1.8,86,18.2,1640,23.3,8741,73.4,9.5,72900,7893,2.28,23368,42133,18.4,347,5966,5.3,992,1251,0,0,0,0,0,0,521758,126747,197055,10476,12036,45,623.37,29.8,"Rep"
"499",34320,34242,0.2,34242,6.5,23.7,16.8,50.2,98,0.5,0.2,0.5,0,0.8,1.9,96.4,90,0.9,2.2,90.9,20,2605,17.8,14714,78.3,12.5,115200,13544,2.5,27051,52108,9.1,1185,21580,21.8,2732,3422,0,0,0,0,0,0,890285,0,857847,25050,85192,25,478.78,71.5,"Rep"
"500",13688,14081,-2.8,14081,5.4,22.8,19.8,50.5,97.2,1,0.3,0.4,0,1,2.9,94.6,89,0.8,2.3,88.6,16.3,1164,21.8,6334,76.6,9.9,89600,5651,2.4,25448,48866,10.5,374,3971,-1,974,1500,0,0,0,0,0,31.2,0,323108,112302,7990,11430,11,485.62,29,"Rep"
"501",36007,37069,-2.9,37069,5.1,20.2,18.9,47.8,94.2,3.9,0.6,0.4,0,0.9,2.7,92.2,87.6,1.7,3.2,86.4,14.5,3195,27,16180,75.5,10.9,80600,14610,2.37,22318,45130,13.3,662,6412,-8.3,1774,2540,0,0,0,0,0,28.8,0,0,288858,7843,29399,44,865.6,42.8,"Rep"
"502",13434,13886,-3.3,13886,5.8,22,18.3,49.7,97.8,1.1,0.2,0.1,0,0.7,1,96.9,88.5,0.6,1.8,88.6,12.9,1086,28.9,6341,75.8,7.1,75200,5790,2.33,22307,43502,13.2,254,1740,-5.3,791,1080,0,0,0,0,0,0,0,151301,95884,7009,0,27,543.02,25.6,"Rep"
"503",50425,50063,0.7,50063,6.3,25.9,12.9,50.1,96,1.5,0.4,0.8,0,1.2,9.3,87.4,90.2,3.9,7.4,91.7,20.2,3472,29,20337,76.2,13.8,182200,18082,2.75,28725,64541,9,1075,14102,-2.1,2796,3673,0,0,1.3,0,2.4,33.3,2082448,438450,522618,11097,56309,194,418.04,119.8,"Rep"
"504",18564,19104,-2.8,19104,5,20.6,23.1,50.6,98,0.4,0.3,0.3,0.1,0.9,1.5,96.7,89.8,1.2,2.2,90.6,18.4,1750,23.2,9221,78.3,9.6,81600,8101,2.3,23714,43925,13.6,378,2737,-1.5,1326,2125,0,0,0,0,0,30.1,193240,200539,106493,5676,10926,5,793.73,24.1,"Rep"
"505",4129,4320,-4.4,4320,4.7,20,23.3,49.4,96.7,0.7,0.7,0.7,0.1,1,1.6,95.2,90.9,0.8,1.1,83.2,12.2,381,20.9,2459,79.5,6.5,72600,1800,2.33,22366,37071,23.6,65,785,-2,242,446,0,0,0,0,0,0,0,0,14363,3219,1016,0,177.53,24.3,"Rep"
"506",6916,7328,-5.6,7331,3.5,18.3,23.6,51,97.8,0.4,0.3,0.3,0.1,1.1,1.5,96.5,86.3,1.8,2.4,88.4,15.7,831,23.3,3821,79.6,3.2,83700,3202,2.22,25902,49389,11.3,119,680,4.3,394,604,0,0,0,0,0,0,0,0,26145,3462,1914,6,378.87,19.3,"Rep"
"507",49635,50485,-1.7,50486,5.4,22.6,18.5,50.2,95.9,1.9,0.3,0.5,0,1.4,5.4,91,90.2,2.4,4.4,89.7,19.8,4338,22.8,22107,78.1,10.1,109800,20393,2.43,27117,52940,10.5,1077,13024,-1.4,2815,3237,0,0,0,0,0,0,0,0,477578,9644,42009,43,822.99,61.3,"Rep"
"508",59677,60218,-0.9,60218,5,18,13,49.8,77.7,14.9,0.5,3.9,0.1,2.9,4.2,74.5,76.1,5.6,8.7,89.7,35.1,4349,18.5,28615,53.4,32.6,100600,23567,2.33,20527,33479,30.4,1310,17040,2.8,3149,4209,0,0,4.1,0,0,28.3,177351,0,684089,11751,108315,130,584.08,103.1,"Dem"
"509",9623,9698,-0.8,9698,6.1,22.9,18.2,50,98.4,0.3,0.2,0.3,0,0.8,1.4,97.1,87.7,1,1.5,91.5,16.2,733,24.4,4329,84,4.8,88100,3904,2.46,24174,52233,6.6,203,1620,-3.6,838,1127,0,0,0,0,0,19.9,0,257191,82642,8592,3246,0,494.51,19.6,"Rep"
"510",38534,38825,-0.7,38827,6.3,21.8,17.6,48.6,87.9,8.9,0.3,1.1,0,1.7,2.3,86.1,83.9,1.3,3.2,86.8,15.9,3407,19.6,16818,72.7,12.6,86300,15288,2.4,22620,42981,16.5,956,17619,3.6,2331,2846,3,0,0,0,0,18.6,0,0,567630,14157,67783,7,571.17,68,"Rep"
"511",22571,22985,-1.8,22985,5,21.6,17.6,51.3,97.3,0.7,0.3,0.5,0,1.2,1.3,96.3,88,1.3,1.6,88.3,16.2,2436,29,10034,79.9,8.5,117900,8752,2.5,25467,53954,7.6,424,4645,-2.4,1307,2278,0,0,0,0,0,30.6,0,0,250326,11186,26668,25,369.27,62.2,"Rep"
"512",12601,12582,0.2,12582,4.8,18.5,19.3,44.3,89.9,8.5,0.3,0.3,0,1,3.3,87.2,86.5,1.4,2.5,83.4,15.1,1352,26.3,5552,81.3,6.9,89800,4362,2.45,18763,40760,14.1,165,1289,-7.8,729,713,0,0,0,0,0,37.7,0,16727,65543,4788,6806,0,343.92,36.6,"Rep"
"513",527306,515302,2.3,515269,6.7,27.1,11.7,50.2,87,6.1,1,4,0.1,1.8,31.3,58.1,87.8,18.1,31.4,82.8,31.7,24660,29.3,184014,75.4,20.1,223100,170358,3.01,30082,69530,11.1,12318,180958,0.9,31570,38586,4.1,0.6,4.5,0,7.6,29.9,9879494,9589573,5688267,11482,680888,1283,520.06,990.8,"Dem"
"514",111375,113449,-1.8,113449,6,24.1,14.9,50.9,81.2,15.5,0.4,1.1,0,1.8,9.9,72.3,87.5,4.7,8.3,86.4,17.1,8404,23.4,45154,68.9,18.4,145900,41245,2.62,23779,50102,16.4,2369,37103,0.8,6232,8399,0,0,0,0,0,28.1,3418939,0,1258509,11264,0,127,676.56,167.7,"Rep"
"515",52069,52919,-1.6,52919,5,20,19.6,49.7,88.3,8,0.4,0.9,0,2.4,5.6,83.7,88.4,2.2,4.9,85.9,17,4757,19.2,23894,68.4,17.5,81100,21481,2.25,22093,40667,16.7,1079,15413,-0.5,2337,3333,0,0,0,0,0,32,0,0,681371,13120,68325,27,716.4,73.9,"Rep"
"516",16519,16903,-2.3,16833,5.1,18.8,17,44,88.1,10.1,0.3,0.4,0,1,3.7,85,80.9,2.6,7.8,76.1,8.4,1239,19.1,6944,78.1,8.2,65900,4872,2.26,14147,40145,13.3,278,3416,4.5,809,1242,0,0,0,0,0,0,0,82733,81715,4923,0,42,372.18,45.2,"Rep"
"517",37903,38950,-2.7,38950,5.6,21.6,17,49.6,92.2,5.5,0.3,0.7,0,1.3,4.5,88.2,86.4,1.5,3.8,86.1,14.5,2815,21.5,15829,73.9,14.1,110200,14446,2.37,24952,54614,10.3,879,11604,-1.2,1969,2551,0,0,2.5,0,0,26.8,1261471,0,396450,10438,38283,22,1044.29,37.3,"Rep"
"518",29746,30305,-1.8,30305,4.7,19,17.1,49.4,89.3,8.1,0.3,0.8,0,1.4,3.4,86.6,77.6,1.8,4.7,85.8,16.2,2276,20.9,12033,69,16.3,97200,10963,2.13,21445,47133,13.8,601,7477,-1,1436,1823,0,0,0,0,0,23.8,631562,0,275457,9219,30369,13,618.06,49,"Rep"
"519",46453,47765,-2.7,47765,5.1,21.5,18.7,50.6,97.2,1.1,0.3,0.4,0,1,1,96.3,87.8,0.8,2.3,89.1,15.9,4417,27.7,21539,76.7,9.1,93900,19254,2.41,24658,49590,12.4,913,8536,-5.4,2553,3653,0,0,0,0,0,37.4,180436,350368,326048,6760,26082,47,862.91,55.4,"Rep"
"520",38571,39437,-2.2,39437,6.3,23,18.4,51.1,93.3,4.1,0.3,0.6,0,1.6,1.8,91.8,85.8,0.9,2.5,86.7,13.9,3473,21.6,18118,75,10.7,70300,15893,2.41,21887,41010,18.1,924,10863,-1.5,2139,3236,0,0,0,0,0,0,689705,0,345728,8734,36765,0,572.36,68.9,"Rep"
"521",14905,15429,-3.4,15429,5.8,21.9,20.3,52.4,91.3,5.8,0.4,0.4,0,2.1,2.6,89,91.9,0.6,1.9,83.4,16.7,1263,20.5,7076,75.6,9.2,80200,6053,2.48,22047,43615,16.3,229,3279,-9.2,809,1395,0,0,0,0,0,23.7,0,0,75936,5025,0,2,237.22,65,"Rep"
"522",31880,32612,-2.2,32612,4.8,16.6,14.9,50.5,90.3,5.4,0.3,2.2,0,1.8,2.7,88.1,70.6,3.4,5.9,91.7,33.3,2407,15.5,14390,61,25.9,86400,12620,2.18,20042,36031,23.1,680,9442,0.1,1570,2554,0,0,0,0,0,0,248754,0,338109,10221,52785,8,589.41,55.3,"Rep"
"523",307283,308826,-0.5,308760,5.5,25,12.1,50.1,93.8,1.4,0.5,2.8,0.1,1.4,12.4,82.2,91.3,9.4,14.3,92.1,32.4,17482,33.7,117051,82.3,11.5,220500,108852,2.82,32341,76145,7.7,7693,84168,-2.4,21914,28523,0.7,0.3,3.3,0,3,29.9,5291243,2391154,3578581,11372,365565,558,603.17,511.9,"Rep"
"524",174061,169572,2.6,169572,6.1,22.1,11.4,51.3,84.4,7.7,0.3,5.3,0,2.2,4.8,80.3,80,6,7.5,94.4,42.8,10227,17.9,71417,67.3,29.2,157200,64016,2.54,30460,62089,14.2,3730,77572,0.7,9321,12693,5.4,0,3.9,0,1.4,29.8,2578827,5309346,2231369,13607,336104,246,1183.38,143.3,"Rep"
"525",12570,12705,-1.1,12705,5.3,22.4,18.1,51.3,97,1.2,0.3,0.3,0,1.2,1.4,95.8,90,0.4,1.6,92.5,22.1,1135,27,5658,80.8,10.3,119100,5071,2.47,28330,58190,9.8,216,1248,-3.7,806,1128,0,0,0,0,0,0,0,128740,68939,5507,6909,24,314.44,40.4,"Rep"
"526",33722,32957,2.3,32957,5.2,22.8,16,50.3,98,0.4,0.2,0.5,0,0.8,1.6,96.6,87.8,0.8,3.2,92.8,25.9,2703,29.7,13764,81.1,12.1,193900,12506,2.63,31758,68482,5.4,788,8083,3.6,2116,3221,0,0,0,0,0,28.1,0,0,405724,12507,35946,118,385.01,85.6,"Rep"
"527",29359,30104,-2.5,30104,5.1,20.5,18.4,47.7,95.2,3.4,0.2,0.4,0,0.8,1.7,93.6,83.5,1.3,2.7,85.1,12.1,2871,23,13054,75.3,9.9,79500,11192,2.19,19917,41952,14.1,707,7262,-1.2,1558,2543,0,0,0,0,0,31.2,305556,254264,401515,13479,36376,24,703.69,42.8,"Rep"
"528",52085,53497,-2.6,53497,5.2,23.1,17.2,50.3,96.7,1.1,0.4,0.6,0.1,1.2,9.6,87.7,90.4,4.9,7.2,88.9,19.9,4112,24,22545,76.1,12.9,149500,20745,2.53,26635,54541,11.3,1056,12693,-2.4,3326,4622,0,0,0,0,0,0,1137608,0,454312,8257,43365,38,758.57,70.5,"Rep"
"529",16431,16727,-1.8,16729,5.2,22.2,18.1,50.3,97.6,0.6,0.2,0.5,0,1.1,1.1,96.7,90.2,1.3,1.8,92.7,26.5,1324,23.7,7344,82.4,7.9,120800,6546,2.52,31190,63027,6.2,335,2133,-7.4,1090,1407,0,0,0,0,0,0,0,263944,118815,7220,9981,20,439.2,38.1,"Rep"
"530",4276,4470,-4.3,4470,3.4,15.6,21.3,47.1,91.2,6.7,0.7,0.3,0,1,1.9,89.6,88.8,2.5,3.4,87.6,13.5,435,30.4,2468,81.1,5.5,98900,1736,2.33,20448,38371,17,53,245,8.9,206,0,0,0,0,0,0,0,0,0,9223,2245,1219,0,368.77,12.1,"Rep"
"531",5814,6006,-3.2,6006,4.7,20.2,19.8,49.1,97.6,0.9,0.3,0.3,0,1,4.7,93.1,90.5,1.5,4.5,88.8,14.1,615,21.9,3114,79.6,7.9,126500,2471,2.39,27074,54196,14.2,131,1089,-8.5,365,493,0,0,0,0,0,16.8,0,0,21663,3619,2266,13,160.16,37.5,"Rep"
"532",32869,33476,-1.8,33476,5,19.5,17.2,45,88.1,10.1,0.2,0.4,0.1,1,2.8,85.8,90.1,1.1,2.6,82.2,11.8,3052,23,13814,76,9.2,92100,11889,2.5,21976,47427,12.4,677,10556,0.4,1471,2250,0,0,0,0,0,33.6,532245,166393,332305,10123,26776,21,575.5,58.2,"Rep"
"533",16061,16233,-1.1,16233,5.8,22,20,50.6,97.2,0.6,0.2,0.8,0,1.1,1.5,95.9,88.9,1.6,3.7,90.6,20.4,1469,17.5,7478,74.9,10.2,78100,6620,2.41,23621,44070,14.2,461,5183,-1.1,1149,1481,0,0,0,0,0,21.6,94581,250335,161489,10346,14233,4,359.99,45.1,"Rep"
"534",146063,147546,-1,147546,6.1,22.1,17.6,50.8,84.7,9.8,0.6,2.3,0.1,2.6,12.4,73.7,85.9,7.4,11.5,87.4,21.8,12099,18.9,65775,70.2,22,113800,60456,2.37,26455,48702,13.3,3263,63252,2.5,6652,9360,5.1,0,0,0,2.9,29.4,3714268,1437502,1711386,11636,224219,241,427.64,345,"Dem"
"535",198997,197465,0.8,197465,6,23,15.5,52,83.2,12.4,0.2,1.9,0,2.3,2.2,81.4,84.4,3.5,5.2,92,32.5,15997,18.9,90538,70,19.1,126200,82807,2.35,29974,55449,14.2,5074,81996,-1.3,12256,17195,6,0,0,0,0,28.1,0,1841290,2862623,14768,366849,431,868.3,227.4,"Rep"
"536",7330,7544,-2.8,7544,4.9,20.3,19.7,47.3,95.4,3.5,0.2,0.4,0,0.6,1.8,93.9,89.1,1.1,1.8,88.9,18.6,841,25.2,3435,81,5.2,76600,3056,2.31,23656,48138,15.9,155,1201,-2,486,508,0,0,0,0,0,0,0,0,53090,7647,0,0,437.27,17.3,"Rep"
"537",5204,5355,-2.8,5355,5.1,22.3,18.6,51.9,98.1,0.5,0.2,0.2,0,1,1.2,97,89.6,0.6,1.1,89.8,13.7,427,24.3,2441,75.9,9.1,82900,2113,2.48,24471,49669,12.3,84,577,-8,309,449,0,0,0,0,0,0,0,0,34894,6686,1714,0,250.91,21.3,"Rep"
"538",265729,270063,-1.6,270056,6.4,24.1,13.8,51.8,65.7,30.2,0.3,1.4,0.1,2.2,3.8,62.5,87.8,2.7,4.8,89.5,25.3,29633,23.6,118323,67.2,20.1,123700,102885,2.57,26234,50578,17.6,5325,77072,-1.5,14000,17080,13.5,0.2,2.7,0,1.5,33.3,2324457,1661620,3087185,11818,615352,762,657.76,410.6,"Dem"
"539",5813,5994,-3,5994,4.9,20.4,24.4,50.7,97.5,0.6,0.2,0.4,0,1.2,1.1,96.5,91.9,0.7,1.6,87.9,16.7,484,26.8,2663,82,6.8,88300,2416,2.41,26843,54203,11.1,117,998,4.7,357,0,0,0,0,0,0,0,0,0,57253,9404,1352,3,288.08,20.8,"Rep"
"540",46435,47711,-2.7,47711,5.6,21.9,20.5,51.6,86.8,9.6,0.2,0.7,0,2.6,3.5,83.8,86.7,1.9,3.6,89.5,17.9,3913,20.4,21926,71.8,18.5,101800,19408,2.4,23350,43472,15.9,1087,15212,-0.9,2958,3662,2.3,0,0,0,1.1,0,905092,0,480551,10285,44798,8,564.52,84.5,"Rep"
"541",135707,135394,0.2,135394,6,23.1,17,50.6,96.2,1.3,0.3,0.9,0,1.3,2.2,94.2,88.6,1.7,2.9,91.7,23.6,10732,20.5,58058,76,14,132000,54428,2.45,28037,56067,9.1,2799,44972,-1,6333,9910,0.9,0,0,0,0,27.9,5145678,1225115,1758134,13424,353944,637,648.97,208.6,"Rep"
"542",17447,17808,-2,17808,5.3,21,19.9,50.1,96.3,1.1,0.7,0.4,0,1.5,5.1,91.8,89,2.8,6,83.9,20.1,1591,24.5,7914,75.7,9.1,87500,6852,2.47,21719,41848,19.5,342,3382,0.9,1076,1445,0,0,0,0,4.9,0,176076,20504,145142,8009,10029,13,413.46,43.1,"Rep"
"543",14337,14716,-2.6,14716,4.5,20.7,18.4,49.9,97.7,0.8,0.1,0.4,0.1,0.9,1.6,96.2,89.3,1,3.1,89.7,20.5,1446,24,6570,80.6,5.3,107900,5882,2.44,26325,52832,10.2,385,4671,-14.7,1009,0,0,0,0,0,0,0,409194,270495,197317,13400,12325,20,562.57,26.2,"Rep"
"544",16543,16760,-1.3,16760,5.7,22.5,19.8,50.7,97.6,0.6,0.2,0.7,0,0.9,1.3,96.4,90.8,1,2.3,86.4,11.8,1454,21.7,7886,79.1,6.1,75700,7063,2.34,22526,43605,14.7,378,3472,-1.5,1259,1653,0,0,0,0,0,23.8,0,126570,146263,8814,0,1,713.81,23.5,"Rep"
"545",14374,14665,-2,14665,6.5,21.7,21.8,51.4,97.9,0.6,0.3,0.3,0,0.8,1.3,96.9,87.4,1.4,1.5,85.4,14.3,1374,24.9,7125,78.6,8.8,72200,6240,2.28,25375,42914,15.6,381,3410,-0.2,1187,1249,0,0,0,0,0,0,0,400258,123142,8392,11408,1,494.77,29.6,"Rep"
"546",685419,677560,1.2,677560,6.1,26.7,11.2,50.4,80.6,11.8,0.4,5.4,0.1,1.8,16.6,65.3,91.3,11.7,19.9,90.5,32.3,34224,32.8,239824,82.9,12.3,219400,222652,3.02,30377,76147,8,14384,204956,4.5,43952,53097,6.9,0,5.2,0,5.3,29.4,13628202,11061791,6841452,10211,1404940,1185,836.91,809.6,"Dem"
"547",67008,66362,1,66357,5.9,21.9,17.6,50.3,92.7,4.3,0.4,1,0,1.6,2.4,90.7,86.7,1.8,2.9,88.9,22.5,6348,20.9,30801,72,17,93700,26819,2.41,23605,43125,15.6,1595,22792,2.1,4286,5881,0,0,0,0,1,27.7,681388,0,987511,15370,118603,115,420.15,157.9,"Rep"
"548",288542,295264,-2.3,295266,6.2,23.8,15.6,51.2,81.4,12.9,0.5,2.6,0,2.6,12,70.8,86.8,7.6,12.4,86.2,21.2,21278,21.7,125536,66.9,25.8,123400,113449,2.55,24495,47072,17.5,6481,116977,-0.6,18184,23683,7,0.3,2.7,0,2.4,28.9,7913361,2624724,3851993,12943,452187,139,513.36,575.2,"Rep"
"549",39187,38664,1.4,38664,6.1,24.6,16.3,50.4,97.3,0.7,0.3,0.7,0,1.1,1.8,95.7,88.6,1.1,2.3,93,27.6,2681,23.1,15367,81.6,8.6,158600,14362,2.63,30926,66639,8.8,759,8969,-5.9,2370,2365,0,0,0,0,0,0,963346,0,278287,7329,26023,75,527.8,73.3,"Rep"
"550",34791,34387,1.2,34387,9.4,31.3,14.4,50.5,98.2,0.4,0.3,0.3,0,0.7,4.4,94.1,90.1,0.7,16.8,84.3,14.7,1778,21.5,13098,78.9,14.4,116100,12127,2.8,20160,46695,18.1,713,11483,2.9,3001,3173,0,0,0,0,0,18.6,2127689,0,369895,10928,27069,79,339.03,101.4,"Rep"
"551",80217,76786,4.5,76794,6.6,24.3,14.9,50.1,90.2,2.3,0.5,5.4,0.1,1.5,6.4,84.6,83.9,7.6,9.6,89.1,26.5,5460,19.1,33548,70.9,14.6,134900,30041,2.56,27359,54165,12.2,1827,43638,-2.8,4130,5856,0.8,0,2.7,0,0,28.8,4843890,747332,1075239,14399,139684,254,406.91,188.7,"Rep"
"552",61915,56638,9.3,56640,6.6,27,12.6,50.5,94.4,1.5,0.3,2.3,0,1.4,2.6,92.1,89.4,3.4,4.4,93.5,41,3333,24.1,25212,76.8,13.7,179000,21908,2.62,37482,67255,7.5,1414,20400,15.5,4861,5662,0,0,0,0,0,23.2,0,386393,484483,8970,54490,526,422.91,133.9,"Rep"
"553",14962,15242,-1.8,15242,4.1,19.5,21.1,50.2,97.3,0.6,0.4,0.4,0,1.3,1.6,95.9,87.6,0.9,3.4,87.1,21.1,1704,35.9,8506,83,2.7,157400,5889,2.54,25833,51568,14.6,349,1982,0.4,1423,1952,0,0,0,0,0,27.4,0,4299,61518,4180,19753,48,311.98,48.9,"Rep"
"554",19923,20155,-1.2,20155,5.3,23.2,17.7,50.3,97.7,0.6,0.3,0.2,0,1.1,4.1,94.3,88.4,2.5,4.6,87.7,16,1694,25.7,9434,78.8,7.3,103900,7995,2.5,24531,50542,10.7,380,4464,4.6,1234,1448,0,0,0,0,0,0,0,0,102111,5153,18411,24,372.22,54.1,"Rep"
"555",38438,38966,-1.4,38966,6.5,24.1,16.2,50,93.7,2,1,1.7,0.2,1.4,13.8,81.8,86.8,8.3,13.4,83.1,13.7,3138,20.1,16337,75.9,11.4,81900,14827,2.54,21700,41940,16.5,742,12379,-1.8,1760,2706,0,0,0,0,0,16.6,1302002,438966,340870,8714,33801,12,412.16,94.5,"Rep"
"556",114262,110232,3.7,110232,6.3,23,14.3,50.9,88.9,7.4,0.4,1,0.1,2.2,5.2,84.3,88.4,3.7,5.2,86.2,18.9,8935,24.1,48986,71.6,17.9,127400,42502,2.58,24312,50496,12.2,2405,44691,4.8,6448,8622,0,0.5,0,0,1,26.1,2114873,1062039,1729530,16414,197472,531,372.86,295.6,"Rep"
"557",26562,26887,-1.2,26890,6.1,23.1,16.6,50.8,97.7,0.6,0.3,0.4,0,1,1.3,96.5,87.9,0.5,1.5,86.6,14,1990,27,11694,76.2,7.1,91300,10230,2.59,21474,46430,15.8,469,5735,-1.7,1461,2069,0,0,0,0,0,24.4,0,0,312395,11737,18422,14,357.54,75.2,"Rep"
"558",10655,10713,-0.5,10713,5.3,22.4,17.2,49.3,97.7,0.5,0.4,0.2,0.1,1.1,1.4,96.5,91.1,0.7,1,80.8,12.1,814,33.2,5455,82,3.7,83300,4237,2.49,20504,39700,19.6,125,1346,4.4,683,1204,0,0,0,0,0,0,0,0,40720,3752,0,0,305.64,35.1,"Rep"
"559",32729,31654,3.4,31648,8.2,29.2,14.5,50.2,96.9,1,0.4,0.7,0.1,0.9,4.6,92.7,90.6,2.2,14.7,77.5,12.4,1942,21,12481,75.8,7.8,105500,11160,2.81,21416,47165,12.9,865,10143,-0.8,2132,2346,0,0,0,0,0,17.6,643418,153709,381537,12667,25851,4,429.49,73.7,"Rep"
"560",26524,25740,3,25740,6,24.8,15.4,50.6,97,0.5,0.2,1.3,0,0.9,1.8,95.5,85,1.9,2.2,87.1,13.7,1959,23.2,11231,70.6,12,112000,9792,2.61,22046,48047,14.1,624,11818,7.4,1591,2125,0,0,0,0,0,25.9,1869737,0,315023,12582,29861,50,372.57,69.1,"Rep"
"561",42383,42223,0.4,42223,6,24.7,14.8,50.2,97.5,0.5,0.3,0.6,0,1,2.7,95.1,88.1,1.1,2.8,87.9,16.3,3081,21,17624,78.7,14.6,107800,16032,2.61,22827,47247,12.4,985,18643,4.1,2496,2751,0,0,0,0,0,21.7,3818858,0,408899,9774,47475,94,362.82,116.4,"Rep"
"562",42345,41889,1.1,41889,6.1,24.1,15.9,50.6,97.9,0.5,0.3,0.5,0.1,0.7,6.7,91.8,91,3.6,7.9,86.9,18.9,3188,19.8,17595,78.2,12.3,133200,15890,2.59,25589,54780,8.3,1295,25617,1.4,2740,3595,0,0,0,0,0,26.1,0,530645,763441,18509,58781,124,427.27,98,"Rep"
"563",201971,197561,2.2,197559,7.5,27.9,13.3,50.5,89.7,6.2,0.6,1.2,0.1,2.3,15.1,75.9,85.5,8.5,18.1,80.5,18.2,11289,19.4,77933,71.6,18.6,121700,70130,2.78,21109,45693,16.7,4853,112276,3,12323,16077,2.5,0,1.9,0,2,22.6,15779841,3231392,2416879,12182,272416,270,463.17,426.5,"Rep"
"564",23468,24302,-3.4,24277,5.3,22.6,18.4,50.5,96.9,1.6,0.2,0.3,0,1,0.9,96,83.9,0.7,2.3,77.3,8.9,2146,25,10816,72,14.9,81700,9536,2.48,18757,37391,23,435,5696,-1,1158,1494,0,0,0,0,0,25.8,486488,85936,208881,8604,21624,11,215.01,112.9,"Rep"
"565",16658,17238,-3.4,17240,5.8,22.6,19.2,50.2,97.7,0.4,0.4,0.3,0.1,1.1,2.6,95.4,84.9,1.3,2.8,85.5,11.9,1261,25.7,7801,76.5,6.7,88800,6925,2.44,23063,45884,11.9,322,4348,-4.3,941,1276,0,0,0,0,0,0,498444,124764,142465,8336,12013,2,395.66,43.6,"Rep"
"566",22934,23087,-0.7,23087,5.7,24.7,15.6,49.8,98.1,0.4,0.2,0.6,0,0.7,1.1,97.1,91,0.8,1.9,85.4,18.1,1464,31.4,9563,79.4,7.1,150100,8551,2.67,24085,49516,13.5,409,5187,-1.5,1608,1848,0,0,0,0,0,16.7,0,18626,171270,7407,28470,35,384.43,60.1,"Rep"
"567",68569,70063,-2.1,70061,5.5,20.8,17.7,52.2,89.1,7.3,0.4,0.8,0,2.4,4,85.6,85.6,1.5,2.9,85.7,16.8,5887,18.9,30288,69.7,14.6,80100,26981,2.39,20516,39747,18.6,1327,29170,1.6,3248,4581,2.5,1,1.2,0,0,0,1670123,0,765826,11121,88055,68,414.07,169.2,"Rep"
"568",302623,274569,10.2,274569,6.8,28.5,10.4,51.2,88.2,4.1,0.2,5.6,0.1,1.8,3.8,84.9,86.9,7.2,9.3,96.3,55.1,15778,26.5,116286,79.2,15.9,215600,103234,2.73,39521,82468,5.1,8081,114197,3.6,24778,28209,1.8,0,3.1,0,1.4,27.6,1569925,2779456,3295421,12582,437156,3684,394.27,696.4,"Rep"
"569",48995,49462,-0.9,49462,4.9,20.9,18,48.3,95.4,2.7,0.2,0.4,0,1.4,1.6,93.9,84.2,0.9,2,85.8,14.9,4313,27.3,21139,73.3,14.8,94200,18367,2.5,20309,40679,17,831,10567,0.9,2424,2846,0,0,1.1,0,0,29.3,1026569,180241,455036,9706,36185,18,391.88,126.2,"Rep"
"570",82982,82752,0.3,82752,6.1,23,18,51.7,88.6,7.3,0.4,1.1,0,2.6,3.1,86,83.8,2,4.2,88.8,20,7482,20.4,38688,70.5,17.3,98500,34544,2.36,24071,43590,16.7,1753,30882,3.8,4233,5748,0,0,0,0,0,28.8,2923185,319544,1194698,14264,150481,140,293.06,282.4,"Rep"
"571",36706,37124,-1.1,37124,5.8,22.4,15.9,50.8,97.2,0.6,0.5,0.6,0,1.1,2.1,95.4,85.5,1.5,2.3,88.5,16.9,2703,20.8,15879,77.4,10.4,97100,14138,2.52,22601,46148,12,872,12923,3,1912,2795,0,0,0,0,0,19.1,1478637,0,328017,8651,44268,53,382.65,97,"Rep"
"572",43705,42380,3.1,42376,6.9,24.2,15.3,50.2,95.9,1,0.3,1.3,0.2,1.2,6.4,90.1,85.7,5.6,7.1,86.2,14.5,2815,20.3,18524,73,12.5,117100,16713,2.52,22568,46501,13,1000,17926,-0.6,2167,3274,0,0,0,0,0,19.9,2585502,0,529531,12572,58429,178,509.31,83.2,"Rep"
"573",21179,21253,-0.3,21253,7,26.1,16.5,50.7,98.1,0.4,0.2,0.5,0,0.9,3,95.3,89.7,1.1,4.6,84.1,10,1392,20.6,9194,76,9.3,79300,8179,2.57,19236,40235,14.7,401,6162,-5,1330,1163,0,0,0,0,0,26.6,835131,413695,139539,6543,0,21,383.91,55.4,"Rep"
"574",32494,32428,0.2,32428,5.4,21.3,16.3,51.8,95.6,2,0.3,0.8,0,1.4,2.5,93.4,85.5,2,3.4,83.9,17.8,2668,22,14320,72.6,13.8,111500,12668,2.38,21524,43795,13.6,678,11028,1.7,1755,2651,0,0,0,0,0,0,1476978,0,382708,11801,43158,29,360.63,89.9,"Rep"
